parameter,value
Cl_pop,13.4879347425449
V1_pop,25.7811669578342
beta_V1_ANTU_1,-0.304083364234318
beta_V1_logtCLCRMLMIN,-1.13917799732648
beta_V1_logtPROGDL,-0.683174789799968
beta_V1_logtRAN,0.02070373702863
Q_pop,23.4
beta_Q_LMP_1,0.959312968223311
beta_Q_logtAGEA,1.47979583041223
beta_Q_logtALBGDL,18.3368644367429
beta_Q_logtPROGDL,-18.2358193036093
V2_pop,2.9193932703862
beta_V2_SEXF_1,4.4527891416271
beta_V2_logtHCM,34.81670455388
omega_Cl,0.256450132361197
omega_V1,0.103308771933342
omega_Q,2.7911478711879e-8
omega_V2,2.13123431555905e-7
a,1.42331738593625
b,0.0415476427150618
