parameter,value
Cl_pop,13.4572258632051
V1_pop,22.4815000733501
beta_V1_LMP_1,0.07968999227481
beta_V1_logtCLCRMLMIN,-3.25745597056431
Q_pop,23.4
beta_Q_LMP_1,0.980590623629154
beta_Q_logtAGEA,1.32163942948359
beta_Q_logtALBGDL,18.2769446834179
beta_Q_logtPROGDL,-18.1634653374837
V2_pop,3.42031221423354
beta_V2_SEXF_1,4.15351484726731
beta_V2_logtHCM,33.3933955458529
omega_Cl,0.25636302008557
omega_V1,0.298048845433621
omega_Q,4.53850041118445e-8
omega_V2,4.76157828187171e-8
a,1.44830354174897
b,0.0399559575539534
