Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.73429,0.0839167,13.5216,0.0201689,19.5811,0.01974,3.75393,0.0470973,All
9.76094,0.125875,16.3694,0.02269,54.1328,0.0081038,9.08931,0.0470973,All
10.7876,0.104896,19.2171,0.0579856,88.6845,0.00166232,14.4247,0.0269128,All
11.8143,0.125875,22.0648,0.0958024,123.236,0.00103895,19.7601,0.0215302,All
12.8409,0.0559445,24.9126,0.0529434,157.788,0.00020779,25.0954,0.0134564,All
13.8676,0.0629375,27.7603,0.0378167,192.34,0,30.4308,0.00807383,All
14.8942,0.0839167,30.6081,0.0302534,226.891,0,35.7662,0.0107651,All
15.9209,0.0909098,33.4558,0.02269,261.443,0.00020779,41.1016,0.00941947,All
16.9476,0.0699306,36.3036,0.0100845,295.995,0,46.4369,0.0107651,All
17.9742,0.104896,39.1513,0.00252111,330.546,0,51.7723,0.00403692,All
19.0009,0.0979028,41.9991,0.00504223,365.098,0,57.1077,0.00134564,All
20.0275,0.0349653,44.8468,0.00756334,399.65,0,62.4431,0,All
21.0542,0.00699306,47.6945,0.0126056,434.201,0.00020779,67.7784,0.00134564,All
