Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
4.97713,0.000189017,5.98665e-05,8.72685,0.000161505,9.86214e-05,2.30527,0.00902624,0.00706732,1.08625,0.00965044,0.00309643,All
5.29733,0.000434622,0.000155171,9.33303,0.000361333,0.000250448,6.84236,0.0264522,0.0964733,1.89659,0.0249277,0.0171398,All
5.61753,0.000902829,0.00036184,9.9392,0.000728595,0.000570404,11.3794,0.0277384,0.222636,2.70693,0.03735,0.0426613,All
5.93773,0.00171835,0.000770316,10.5454,0.00134462,0.00118396,15.9165,0.0244188,0.341622,3.51727,0.045499,0.0765031,All
6.25793,0.00303157,0.00151534,11.1516,0.00229963,0.00226906,20.4536,0.0204431,0.443347,4.32762,0.0500804,0.115436,All
6.57813,0.00500552,0.00278226,11.7577,0.00368214,0.00405839,24.9907,0.0168614,0.527758,5.13796,0.052077,0.156971,All
6.89833,0.00779756,0.00480827,12.3639,0.00556679,0.00683474,29.5278,0.0138779,0.597265,5.9483,0.0523105,0.199362,All
7.21852,0.0115386,0.00787725,12.9701,0.00800282,0.0109189,34.0649,0.0114575,0.654543,6.75865,0.0513871,0.241439,All
7.53872,0.0163134,0.0123081,13.5763,0.0110054,0.0166517,38.602,0.00950866,0.701945,7.56899,0.0497336,0.282449,All
7.85892,0.0221456,0.0184374,14.1824,0.0145511,0.0243714,43.1391,0.00793906,0.741399,8.37933,0.0476436,0.321925,All
8.17912,0.0289894,0.0265983,14.7886,0.0185778,0.0343902,47.6762,0.00666993,0.77444,9.18967,0.0453168,0.3596,All
8.49932,0.0367289,0.037098,15.3948,0.0229889,0.0469721,52.2133,0.00563808,0.802281,10,0.0428873,0.395342,All
8.81952,0.0451849,0.050196,16.001,0.0276611,0.0623137,56.7503,0.00479394,0.825884,10.8104,0.0404442,0.429104,All
9.13971,0.0541281,0.0660863,16.6071,0.0324541,0.0805315,61.2874,0.00409897,0.846008,11.6207,0.0380455,0.460901,All
9.45991,0.0632958,0.0848835,17.2133,0.0372205,0.101654,65.8245,0.0035232,0.863259,12.431,0.0357276,0.490786,All
9.78011,0.0724105,0.106615,17.8195,0.0418162,0.125621,70.3616,0.00304329,0.878122,13.2414,0.0335127,0.518832,All
10.1003,0.0811984,0.13122,18.4257,0.0461086,0.152289,74.8987,0.00264095,0.890991,14.0517,0.0314128,0.54513,All
10.4205,0.0894052,0.158552,19.0318,0.0499834,0.181437,79.4358,0.00230177,0.902182,14.8621,0.0294332,0.569775,All
10.7407,0.0968096,0.188389,19.638,0.0533489,0.212783,83.9729,0.00201435,0.911956,15.6724,0.0275745,0.592865,All
11.0609,0.103232,0.220444,20.2442,0.0561384,0.245998,88.51,0.00176959,0.920525,16.4828,0.0258346,0.614497,All
11.3811,0.10854,0.254379,20.8504,0.0583105,0.280718,93.0471,0.00156018,0.928067,17.2931,0.0242094,0.634766,All
