standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.02799,0.00666667,-2.34699,0.00666667,-2.33316,0.00666667,-2.12287,0.00666667,All
-1.97626,0.0133333,-2.31289,0.0133333,-2.28802,0.0133333,-2.07267,0.0133333,All
-1.78534,0.02,-2.29067,0.02,-2.15052,0.02,-1.94017,0.02,All
-1.75686,0.0266667,-2.06131,0.0266667,-2.08989,0.0266667,-1.93581,0.0266667,All
-1.7219,0.0333333,-1.85876,0.0333333,-1.81277,0.0333333,-1.89913,0.0333333,All
-1.71556,0.04,-1.76785,0.04,-1.76402,0.04,-1.7518,0.04,All
-1.60166,0.0466667,-1.69403,0.0466667,-1.72768,0.0466667,-1.7336,0.0466667,All
-1.59631,0.0533333,-1.62907,0.0533333,-1.67918,0.0533333,-1.70024,0.0533333,All
-1.48238,0.06,-1.62144,0.06,-1.67207,0.06,-1.57391,0.06,All
-1.44808,0.0666667,-1.45317,0.0666667,-1.61253,0.0666667,-1.52082,0.0666667,All
-1.43788,0.0733333,-1.37278,0.0733333,-1.58296,0.0733333,-1.51239,0.0733333,All
-1.42718,0.08,-1.33872,0.08,-1.57552,0.08,-1.50074,0.08,All
-1.39974,0.0866667,-1.26522,0.0866667,-1.56506,0.0866667,-1.46611,0.0866667,All
-1.39393,0.0933333,-1.20828,0.0933333,-1.51179,0.0933333,-1.46471,0.0933333,All
-1.38978,0.1,-1.15653,0.1,-1.48188,0.1,-1.30758,0.1,All
-1.38768,0.106667,-1.14631,0.106667,-1.4398,0.106667,-1.28416,0.106667,All
-1.38637,0.113333,-1.13106,0.113333,-1.37793,0.113333,-1.25416,0.113333,All
-1.37993,0.12,-1.12518,0.12,-1.33674,0.12,-1.23139,0.12,All
-1.35131,0.126667,-1.10839,0.126667,-1.33643,0.126667,-1.15901,0.126667,All
-1.34909,0.133333,-1.03504,0.133333,-1.31825,0.133333,-1.15683,0.133333,All
-1.31128,0.14,-1.03383,0.14,-1.28221,0.14,-1.14526,0.14,All
-1.26473,0.146667,-1.03088,0.146667,-1.23922,0.146667,-1.13088,0.146667,All
-1.24778,0.153333,-1.00663,0.153333,-1.12533,0.153333,-1.0334,0.153333,All
-1.24462,0.16,-0.989169,0.16,-1.1071,0.16,-1.01409,0.16,All
-1.22739,0.166667,-0.968361,0.166667,-1.03,0.166667,-1.0023,0.166667,All
-1.22656,0.173333,-0.900937,0.173333,-1.02788,0.173333,-0.971103,0.173333,All
-1.16188,0.18,-0.857962,0.18,-0.96633,0.18,-0.965913,0.18,All
-1.16008,0.186667,-0.833239,0.186667,-0.962862,0.186667,-0.954307,0.186667,All
-1.08335,0.193333,-0.791211,0.193333,-0.849531,0.193333,-0.916763,0.193333,All
-1.02767,0.2,-0.759528,0.2,-0.845697,0.2,-0.887948,0.2,All
-0.851695,0.206667,-0.747859,0.206667,-0.843485,0.206667,-0.870835,0.206667,All
-0.827016,0.213333,-0.737528,0.213333,-0.812424,0.213333,-0.83921,0.213333,All
-0.788734,0.22,-0.736028,0.22,-0.783481,0.22,-0.816784,0.22,All
-0.75719,0.226667,-0.708911,0.226667,-0.690688,0.226667,-0.802094,0.226667,All
-0.718596,0.233333,-0.698648,0.233333,-0.639941,0.233333,-0.768687,0.233333,All
-0.675059,0.24,-0.695015,0.24,-0.605729,0.24,-0.737188,0.24,All
-0.665141,0.246667,-0.663601,0.246667,-0.598191,0.246667,-0.72913,0.246667,All
-0.660311,0.253333,-0.622838,0.253333,-0.586911,0.253333,-0.705274,0.253333,All
-0.653047,0.26,-0.619959,0.26,-0.57813,0.26,-0.633402,0.26,All
-0.629921,0.266667,-0.61708,0.266667,-0.572568,0.266667,-0.605181,0.266667,All
-0.626956,0.273333,-0.616262,0.273333,-0.527255,0.273333,-0.557127,0.273333,All
-0.620303,0.28,-0.613609,0.28,-0.521992,0.28,-0.549586,0.28,All
-0.605691,0.286667,-0.581802,0.286667,-0.46804,0.286667,-0.545025,0.286667,All
-0.587907,0.293333,-0.574685,0.293333,-0.465832,0.293333,-0.544018,0.293333,All
-0.570041,0.3,-0.573964,0.3,-0.464244,0.3,-0.521154,0.3,All
-0.56384,0.306667,-0.56508,0.306667,-0.418143,0.306667,-0.517541,0.306667,All
-0.534793,0.313333,-0.563233,0.313333,-0.376843,0.313333,-0.513049,0.313333,All
-0.522,0.32,-0.546407,0.32,-0.366308,0.32,-0.500242,0.32,All
-0.52127,0.326667,-0.533598,0.326667,-0.338908,0.326667,-0.493038,0.326667,All
-0.516269,0.333333,-0.532838,0.333333,-0.316108,0.333333,-0.488656,0.333333,All
-0.514767,0.34,-0.531644,0.34,-0.298381,0.34,-0.47247,0.34,All
-0.494183,0.346667,-0.512348,0.346667,-0.278834,0.346667,-0.452265,0.346667,All
-0.485684,0.353333,-0.511389,0.353333,-0.249768,0.353333,-0.408545,0.353333,All
-0.469164,0.36,-0.488143,0.36,-0.223124,0.36,-0.406184,0.36,All
-0.458494,0.366667,-0.472553,0.366667,-0.216643,0.366667,-0.390427,0.366667,All
-0.453374,0.373333,-0.428236,0.373333,-0.187498,0.373333,-0.385415,0.373333,All
-0.446573,0.38,-0.418638,0.38,-0.18493,0.38,-0.37065,0.38,All
-0.436851,0.386667,-0.401026,0.386667,-0.15613,0.386667,-0.370268,0.386667,All
