parameter,value,se_sa,rse_sa
Cl_pop,5.15365666499849,7.01517409425424,136.1203229136
beta_Cl_tCLCRMLMIN,8.80831304908475,6.96598788943351,79.0842451967273
V1_pop,24.4225225020453,2.33405752244085,9.55698790837588
Q_pop,23.4,,
V2_pop,12.6598660157051,3.94119104003011,31.1313803411576
omega_Cl,3.34083198467726,0.642349632689022,19.2272354801187
omega_V1,0.264712067025588,0.0999135810397673,37.7442487463593
omega_Q,0.997568698853659,0.3611720818417,36.2052340111248
omega_V2,0.943066586559841,0.302611936903147,32.0880774714994
a,1.5150346363242,0.259693854010121,17.141116630851
b,0.0439421246356384,0.0154907034087027,35.2525134757349
