parameter,value,se_lin,rse_lin
Cl_pop,20.6562760860049,4.03947989380294,19.5557024750448
beta_Cl_tSCRMGDL,-0.415377517916571,0.18240984060122,43.9142304851118
V1_pop,23.9759966380546,2.15312100895461,8.98031911439789
Q_pop,23.4,,
V2_pop,12.5393106167364,2.90704810467933,23.1834762973272
omega_Cl,0.22340070555774,0.0426571963578099,19.0944770077213
omega_V1,0.305850024572282,0.0708243849784403,23.1565732510517
omega_Q,0.831644758158144,0.243231121315371,29.2469974624812
omega_V2,0.801123544882252,0.18792702230048,23.4579327372161
a,1.8940438863851,0.223142362640762,11.7812667512495
