iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,711.426,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,700.397,1,18.4188,21.7087,10.9174,0.95,0.285,-0.379921,0.974679,0.98029,0.974679,0.974679
3,687.597,1,19.1699,20.589,11.7872,0.9025,0.27075,-0.394548,0.95,0.957255,0.95,0.95
4,675.213,1,20.0514,20.7048,11.1724,0.857375,0.257212,-0.428495,0.925945,0.933017,0.925945,0.925945
5,665.905,1,20.8911,22.1012,10.081,0.814506,0.244352,-0.468454,0.9025,0.909392,0.9025,0.9025
6,651.802,1,20.8015,21.0613,8.43426,0.773781,0.232134,-0.478938,0.879648,0.886366,0.879648,0.897558
7,635.924,1,20.4242,22.1408,9.40406,0.735092,0.220528,-0.458037,0.857375,0.863923,0.857375,0.89233
8,629.744,1,20.9705,22.878,9.76196,0.698337,0.209501,-0.485964,0.835666,0.914114,0.835666,0.869736
9,621.187,1,20.2156,22.115,9.40568,0.66342,0.199026,-0.464452,0.814506,0.998695,0.814506,0.859281
10,626.485,1,20.4373,21.0612,7.46928,0.630249,0.189075,-0.483009,0.793882,1.12873,0.793882,0.837524
11,617.325,1,21.0585,23.3715,7.71256,0.598737,0.179621,-0.503424,0.773781,1.1209,0.773781,0.816317
12,610.653,1,21.1236,22.8581,7.82349,0.5688,0.17064,-0.499351,0.754188,1.09252,0.754188,0.830069
13,600.004,1,19.942,23.6403,7.4177,0.54036,0.162108,-0.448166,0.735092,1.06486,0.735092,0.867201
14,607.322,1,19.8078,23.004,7.5928,0.513342,0.154003,-0.445267,0.716479,1.12102,0.716479,0.906152
15,605.564,1,19.574,23.0511,7.31006,0.487675,0.146302,-0.435968,0.698337,1.17321,0.698337,0.986394
16,598.408,1,19.7011,23.3498,7.55453,0.463291,0.138987,-0.441362,0.680655,1.1435,0.680655,1.03002
17,597.361,1,19.9538,23.192,6.91072,0.440127,0.132038,-0.453538,0.66342,1.16961,0.66342,1.07569
18,587.685,1,20.4955,24.0755,6.66999,0.41812,0.125436,-0.473494,0.646622,1.13999,0.646622,1.20603
19,594.809,1,20.6103,24.2879,7.80484,0.397214,0.119164,-0.474067,0.630249,1.1782,0.630249,1.33347
20,592.183,1,21.3242,24.2251,7.96282,0.377354,0.113206,-0.507706,0.614291,1.36721,0.614291,1.29971
21,591.031,1,21.2811,23.9828,8.01063,0.358486,0.107546,-0.506418,0.598737,1.33259,0.598737,1.33936
22,587.076,1,21.1875,24.2111,8.53127,0.340562,0.102168,-0.508671,0.583577,1.29885,0.583577,1.47209
23,586.429,1,20.7906,24.6927,7.46296,0.323534,0.0970601,-0.489296,0.5688,1.26596,0.5688,1.43482
24,582.039,1,20.8749,24.7474,7.68033,0.307357,0.0922071,-0.488312,0.554398,1.2339,0.554398,1.39849
25,548.755,1,20.1663,25.4363,7.84554,1.25848,0.076079,-0.462032,0.54036,1.27321,0.54036,1.36308
26,546.521,1,20.4632,24.8274,6.80867,1.19555,0.0722751,-0.479003,0.526678,1.25971,0.526678,1.46492
27,543.06,1,20.5696,24.7757,7.27766,1.37926,0.0656583,-0.482547,0.513342,1.27965,0.513342,1.51699
28,539.673,1,21.069,25.0542,6.51359,1.4948,0.0602411,-0.496551,0.500344,1.388,0.500344,1.47858
29,529.877,1,20.4655,24.915,6.46107,1.42006,0.0572291,-0.472271,0.487675,1.35286,0.487675,1.44478
30,526.663,1,21.0006,25.0521,5.54106,1.51549,0.0536606,-0.491046,0.475327,1.3186,0.475327,1.52313
31,517.845,1,19.8386,24.5451,5.87884,1.6092,0.0473569,-0.450048,0.463291,1.28522,0.463291,1.48456
