iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,633.123,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,594.102,1,18.5594,33.6476,13.5754,1.13385,0.172057,0.386994,0.976068,0.847028,1.09356
3,565.148,1,18.1748,34.6805,14.8896,1.1536,0.141604,0.36317,0.939495,0.778795,1.00013
4,541.698,1,18.0421,33.1224,16.2167,1.0908,0.11791,0.344478,1.17325,0.767294,0.947215
5,522.122,1,18.2674,34.158,16.4659,1.19553,0.0985898,0.338996,1.10967,0.738094,0.951633
6,511.987,1,18.214,34.2704,16.0084,1.24613,0.0892678,0.3352,1.1196,0.760388,0.864339
7,500.804,1,18.3134,34.2622,15.805,1.35178,0.0751887,0.33264,1.20327,0.775456,0.856182
8,490.603,1,18.1234,34.0552,15.9947,1.44541,0.0622632,0.330095,1.29555,0.746745,0.844943
9,487.653,1,18.083,33.9548,16.6976,1.44535,0.0588144,0.341863,1.5412,0.740212,0.788656
10,478.284,1,18.0086,34.3133,16.2716,1.5197,0.0484884,0.351002,1.55699,0.733398,0.742121
11,469.262,1,18.0125,33.9647,15.8317,1.54672,0.0418258,0.338765,1.54215,0.740929,0.734211
12,461.526,1,18.126,33.564,16.8303,1.57888,0.03413,0.331999,1.45744,0.746565,0.834484
13,462.334,1,18.0486,33.677,18.0071,1.61721,0.0337166,0.343375,1.28587,0.752417,0.823443
14,455.343,1,18.1063,33.3424,16.6241,1.64359,0.0303401,0.33797,1.31845,0.766018,0.639609
15,453.076,1,18.0052,33.563,16.2425,1.6436,0.0297672,0.334581,1.2072,0.745016,0.653126
16,450.324,1,18.1235,32.5976,16.312,1.66451,0.0249218,0.332287,1.31513,0.751148,0.676446
17,447.967,1,18.0944,33.3287,15.8498,1.68821,0.0211807,0.341684,1.37866,0.730662,0.650374
18,447.875,1,18.144,33.0657,15.0219,1.68821,0.0222203,0.336613,1.44483,0.733913,0.618908
19,451.486,1,18.1525,33.8752,15.0268,1.71591,0.0222289,0.339078,1.36202,0.721207,0.66568
20,457.258,1,18.2097,33.4827,14.6887,1.67091,0.0273952,0.340809,1.50304,0.735362,0.694988
21,453.296,1,18.0401,33.7613,16.6276,1.58922,0.0317364,0.348218,1.3085,0.739724,0.668432
22,462.038,1,18.0534,32.7258,17.607,1.63541,0.0313598,0.344102,1.37632,0.807608,0.765039
23,462.034,1,18.1375,32.7781,18.8578,1.65487,0.0298643,0.342411,1.38058,0.786737,0.804397
24,454.93,1,18.2662,32.6188,17.6431,1.60196,0.0288991,0.336549,1.4747,0.809322,0.708389
25,448.458,1,18.1264,32.39,18.1494,1.5567,0.0289386,0.340437,1.33837,0.794675,0.693699
26,447.991,1,18.0544,32.1456,17.4048,1.5567,0.0278175,0.336099,1.31597,0.782254,0.72969
27,450.726,1,18.1381,32.8337,16.298,1.6681,0.0251258,0.339368,1.36393,0.741746,0.637541
28,442.541,1,18.1321,32.4864,17.0631,1.59981,0.0235587,0.338921,1.36997,0.751519,0.632479
29,448.137,1,18.0447,32.1344,18.2926,1.58034,0.0273099,0.337831,1.49322,0.757906,0.639806
30,443.277,1,18.1529,31.386,18.7016,1.5574,0.0253653,0.324529,1.51974,0.784283,0.633692
31,440.832,1,18.2873,31.506,17.2719,1.72422,0.0119501,0.330468,1.47139,0.794011,0.543951
32,439.539,1,18.1069,31.4178,18.2908,1.75885,2.31748e-07,0.339819,1.43532,0.782538,0.555402
33,436.569,1,18.07,31.2741,17.9751,1.73305,2.22045e-16,0.33583,1.40577,0.791075,0.558202
34,441.404,1,18.0444,30.4991,17.3331,1.75005,7.22088e-08,0.331621,1.36684,0.820169,0.655246
35,437.628,1,18.0207,30.2907,18.0132,1.72639,2.22045e-16,0.334859,1.36602,0.832589,0.598246
36,436.322,1,18.0428,30.527,18.5207,1.69082,0.00911762,0.330098,1.41932,0.829191,0.566768
37,436.604,1,18.1289,32.2965,18.619,1.71214,0.0120813,0.334534,1.46944,0.759717,0.480564
38,442.912,1,18.1603,32.6196,18.22,1.71225,0.0133503,0.344477,1.66391,0.778004,0.508948
39,440.735,1,18.1747,32.7711,17.3484,1.76327,6.63224e-09,0.348131,1.72632,0.758505,0.482597
40,442.943,1,18.154,32.3836,17.379,1.78307,3.63872e-06,0.332281,1.60861,0.787579,0.528279
41,437.088,1,18.2881,32.8227,17.8611,1.65889,0.0154601,0.333194,1.66501,0.767567,0.484015
42,438.873,1,18.2873,31.7023,17.5118,1.65881,0.0130233,0.335324,1.85655,0.790578,0.493031
43,438.712,1,18.3356,32.1502,18.5225,1.71841,0.00912379,0.337345,1.75711,0.767292,0.473832
44,440.827,1,18.1523,32.9621,18.4962,1.72432,0.0146588,0.333551,1.64351,0.742987,0.459484
45,437.93,1,18.0942,33.0635,19.3081,1.70908,0.0132542,0.340592,1.61629,0.724949,0.465601
