Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.73778,0.0763474,14.0143,0.0271836,27.9485,0.0165552,4.69792,0.0546381,All
9.77219,0.180458,17.1836,0.0362448,80.8563,0.00312106,9.42835,0.0576736,All
10.8066,0.0971694,20.353,0.0883468,133.764,0.000135698,14.1588,0.0303545,All
11.841,0.0902288,23.5223,0.0611632,186.672,0.000271396,18.8892,0.0197304,All
12.8754,0.0485847,26.6916,0.0317142,239.58,0.000135698,23.6196,0.0106241,All
13.9098,0.0624661,29.8609,0.0317142,292.487,0,28.3501,0.0121418,All
14.9442,0.0832881,33.0303,0.0339795,345.395,0,33.0805,0.0106241,All
15.9786,0.041644,36.1996,0,398.303,0,37.8109,0.0151773,All
17.013,0.111051,39.3689,0.00679591,451.211,0,42.5413,0.00303545,All
18.0475,0.124932,42.5382,0.00679591,504.118,0,47.2718,0.00455318,All
19.0819,0.0902288,45.7076,0.00453061,557.026,0,52.0022,0.00151773,All
20.1163,0.0277627,48.8769,0.00679591,609.934,0,56.7326,0.00455318,All
21.1507,0.00694067,52.0462,0.00453061,662.842,0.000135698,61.463,0.00303545,All
