Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
4.95707,0.000199423,6.362e-05,8.29003,0.000221756,0.000137479,1.49463,0.00310304,0.00132268,2.20559,0.021131,0.0151183,All
5.27886,0.000457029,0.000164484,8.89834,0.000487077,0.000344553,8.44212,0.0257,0.122962,2.95539,0.0321139,0.0352052,All
5.60065,0.000945979,0.000382454,9.50664,0.000962453,0.000772557,15.3896,0.0241412,0.301489,3.70518,0.040652,0.0626536,All
5.92245,0.00179382,0.000811703,10.1149,0.00173911,0.00157655,22.3371,0.0188983,0.451086,4.45498,0.0465582,0.095505,All
6.24424,0.00315292,0.00159172,10.7233,0.00291165,0.00296871,29.2846,0.0143259,0.565847,5.20478,0.0501847,0.131901,All
6.56603,0.00518671,0.00291326,11.3316,0.00456508,0.00521655,36.2321,0.0108677,0.652758,5.95458,0.0520097,0.170312,All
6.88782,0.00805079,0.00501896,11.9399,0.00676177,0.00863301,43.1795,0.00832634,0.718977,6.70437,0.0524822,0.209557,All
7.20961,0.0118719,0.00819743,12.5482,0.00953088,0.0135593,50.127,0.00645822,0.770007,7.45417,0.0519752,0.24877,All
7.5314,0.0167288,0.0127708,13.1565,0.012862,0.0203426,57.0745,0.00507199,0.809825,8.20397,0.0507817,0.287328,All
7.85319,0.0226374,0.0190768,13.7648,0.0167041,0.0293112,64.022,0.00403066,0.841277,8.95377,0.0491247,0.324806,All
8.17498,0.0295439,0.0274471,14.3731,0.0209686,0.0407508,70.9695,0.00323835,0.866406,9.70356,0.0471706,0.360922,All
8.49677,0.0373248,0.0381848,14.9814,0.0255373,0.0548836,77.917,0.00262803,0.886694,10.4534,0.0450418,0.3955,All
8.81856,0.0457948,0.0515428,15.5897,0.0302718,0.0718534,84.8644,0.00215237,0.903233,11.2032,0.0428273,0.428445,All
9.14035,0.0547206,0.0677065,16.198,0.0350245,0.0917163,91.8119,0.00177764,0.916834,11.953,0.0405907,0.459718,All
9.46214,0.0638379,0.0867805,16.8063,0.039649,0.114439,98.7594,0.00147946,0.92811,12.7028,0.0383768,0.48932,All
9.78393,0.0728702,0.108782,17.4146,0.0440089,0.1399,105.707,0.00124,0.937527,13.4526,0.0362168,0.517281,All
10.1057,0.0815466,0.13364,18.0229,0.0479854,0.167902,112.654,0.00104605,0.945445,14.2023,0.0341313,0.543649,All
10.4275,0.0896182,0.161199,18.6312,0.0514818,0.198182,119.602,0.000887735,0.952144,14.9521,0.0321334,0.568486,All
10.7493,0.0968698,0.191229,19.2395,0.0544263,0.230423,126.549,0.000757562,0.957845,15.7019,0.0302307,0.59186,All
11.0711,0.103129,0.223436,19.8478,0.0567724,0.264276,133.497,0.000649807,0.962722,16.4517,0.0284269,0.613845,All
11.3929,0.10827,0.25748,20.4561,0.0584982,0.299367,140.444,0.00056005,0.966916,17.2015,0.0267229,0.634514,All
11.7147,0.112216,0.292988,21.0644,0.0596038,0.33532,147.392,0.00048485,0.970538,17.9513,0.0251175,0.653943,All
12.0365,0.114936,0.329569,21.6727,0.0601084,0.37176,154.339,0.000421502,0.97368,18.7011,0.023608,0.672204,All
12.3583,0.116441,0.366828,22.281,0.0600467,0.408333,161.287,0.000367868,0.976417,19.4509,0.022191,0.689369,All
12.6801,0.116779,0.404383,22.8893,0.0594654,0.444708,168.234,0.000322239,0.97881,20.2007,0.0208625,0.705504,All
13.0018,0.116027,0.441868,23.4976,0.0584193,0.480585,175.182,0.000283249,0.98091,20.9505,0.0196179,0.720675,All
13.3236,0.114282,0.478949,24.106,0.0569685,0.515699,182.129,0.00024979,0.982758,21.7003,0.0184528,0.734943,All
13.6454,0.11166,0.515324,24.7143,0.0551751,0.549824,189.077,0.000220963,0.984391,22.4501,0.0173626,0.748365,All
13.9672,0.108284,0.550731,25.3226,0.0531012,0.582769,196.024,0.000196034,0.985838,23.1999,0.0163426,0.760997,All
14.289,0.104281,0.584947,25.9309,0.0508067,0.614383,202.972,0.000174399,0.987123,23.9497,0.0153886,0.772889,All
14.6108,0.0997769,0.617791,26.5392,0.0483479,0.644548,209.919,0.00015556,0.988268,24.6995,0.0144962,0.784089,All
14.9326,0.0948914,0.64912,27.1475,0.0457768,0.67318,216.867,0.000139103,0.98929,25.4493,0.0136615,0.794642,All
15.2544,0.0897373,0.678832,27.7558,0.0431399,0.700227,223.814,0.000124683,0.990205,26.1991,0.0128805,0.804589,All
15.5762,0.0844172,0.706856,28.3641,0.0404783,0.72566,230.762,0.000112012,0.991026,26.9489,0.0121497,0.81397,All
