parameter,value
Cl_pop,13.4985715153582
V1_pop,23.85245454325
beta_V1_logtCLCRMLMIN,-3.11861395253214
Q_pop,23.4
beta_Q_LMP_1,0.892164564266631
beta_Q_logtAGEA,1.39417930122338
beta_Q_logtALBGDL,17.6554941859216
beta_Q_logtPROGDL,-17.2651452256741
beta_Q_logtRAL,0.00853312977971626
V2_pop,3.17933329789411
beta_V2_SEXF_1,4.15887869472086
beta_V2_logtHCM,32.8455214442598
omega_Cl,0.258302310160731
omega_V1,0.279280134982073
omega_Q,3.72806256251473e-8
omega_V2,2.6232129245666e-8
a,1.42820236829798
b,0.041877716980379
