iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,843.846,1,13.5086,26.1537,23.8987,13.1157,1.5,1.5,1.2,1.5,1.5,1.5
2,836.387,1,28.0867,34.0474,40.2699,16.6851,1.425,1.425,1.16962,1.46202,1.46202,1.46202
3,829.12,1,28.3936,33.6015,42.5464,17.1378,1.35375,1.35375,1.14,1.425,1.425,1.425
4,820.895,1,26.4587,29.9616,33.8913,33.6698,1.28606,1.28606,1.11113,1.38892,1.38892,1.38892
5,813.023,1,28.2389,33.7693,50.0147,41.0975,1.22176,1.22176,1.083,1.35375,1.35375,1.35375
6,807.689,1,28.7212,35.8903,52.962,44.2583,1.16067,1.16067,1.05558,1.31947,1.31947,1.31947
7,791.975,1,29.208,34.5406,56.2467,50.502,1.10264,1.10264,1.02885,1.28606,1.28606,1.28606
8,790.145,1,27.2578,30.5982,61.6436,41.167,1.04751,1.04751,1.0028,1.2535,1.2535,1.2535
9,779.636,1,26.6856,31.7235,58.977,35.3638,0.995131,0.995131,0.977407,1.22176,1.22176,1.22176
10,769.291,1,26.6299,33.1031,53.9828,40.5656,0.945374,0.945374,0.952659,1.19082,1.19082,1.19082
11,773.81,1,25.3823,29.9446,61.4352,34.2636,0.898105,0.898105,0.928537,1.16067,1.16067,1.16067
12,761.667,1,24.8541,33.5599,62.9361,33.1413,0.8532,0.8532,0.905026,1.22544,1.13128,1.13128
13,753.861,1,24.6009,30.5985,48.0913,36.9213,0.81054,0.81054,0.88211,1.2843,1.10264,1.10264
14,750.043,1,23.9763,30.6962,61.242,36.7457,0.770013,0.770013,0.859775,1.34001,1.07472,1.07472
15,741.557,1,23.5861,35.5898,52.2491,32.9706,0.731512,0.731512,0.838005,1.30608,1.04751,1.07507
16,735.039,1,24.494,33.5752,48.95,29.9724,0.694937,0.694937,0.816786,1.37995,1.02098,1.04785
17,730.025,1,22.7987,24.7004,50.833,30.5193,0.66019,0.66019,0.796105,1.37013,0.995131,1.02132
18,717.779,1,21.9264,30.479,48.124,28.358,0.627181,0.627181,0.775947,1.34533,0.969933,0.995461
19,704.731,1,21.375,22.2602,42.9813,23.736,0.595821,0.595821,0.756299,1.31126,0.945374,0.976981
20,705.319,1,21.1723,22.6782,41.6002,24.227,0.56603,0.56603,0.737149,1.27806,0.921437,0.952243
21,697.808,1,21.126,24.7362,38.0166,26.6216,0.537729,0.537729,0.718484,1.2457,0.898105,0.928132
22,684.094,1,20.4947,26.9029,39.3379,31.7357,0.510842,0.510842,0.700292,1.21416,0.875365,0.904631
23,682.828,1,20.2294,35.4368,35.8214,31.8631,0.4853,0.4853,0.68256,1.18341,0.859338,0.978605
24,671.424,1,20.1768,26.738,36.4733,31.7691,0.461035,0.461035,0.665277,1.25502,0.837579,0.977861
25,667.649,1,20.5044,26.9652,40.505,36.9725,0.437984,0.437984,0.648432,1.22966,0.816371,0.953101
26,654.219,1,19.8471,26.7027,41.7406,29.2836,0.416084,0.416084,0.632013,1.34133,0.7957,0.928968
27,644.628,1,19.5134,21.9946,39.0906,24.6433,0.39528,0.39528,0.61601,1.36817,0.775553,0.905446
28,629.922,1,19.7969,19.7577,39.7381,25.0523,0.375516,0.375516,0.600413,1.33353,0.755915,0.88252
29,630.679,1,19.4582,17.6704,43.1013,28.7848,0.35674,0.35674,0.58521,1.37818,0.736775,0.860174
30,616.797,1,19.5087,18.6348,40.8204,28.884,0.338903,0.338903,0.570392,1.51034,0.718119,0.838394
31,615.879,1,19.4524,17.9438,39.7303,23.9226,0.321958,0.321958,0.555949,1.4721,0.699936,0.817165
32,605.534,1,19.1324,18.3921,42.6007,24.7619,0.30586,0.30586,0.541873,1.43483,0.682213,0.79727
33,596.212,1,19.0283,17.8664,40.9241,24.9644,0.290567,0.290567,0.528152,1.44302,0.664939,0.777083
34,592.09,1,19.1572,18.8169,39.3785,22.5738,0.276039,0.276039,0.526769,1.49829,0.648103,0.848659
35,583.045,1,18.9803,15.8163,42.7803,24.7873,0.262237,0.262237,0.527252,1.46035,0.631692,0.827171
36,574.179,1,19.281,14.0618,44.1371,23.6998,0.249125,0.249125,0.536245,1.42337,0.615698,0.806227
37,573.227,1,19.0236,17.2628,41.9737,23.1682,0.236669,0.236669,0.522667,1.38733,0.600108,0.816442
38,566.633,1,18.9844,14.8142,43.906,21.1068,0.224835,0.224835,0.521188,1.3522,0.584913,0.965656
39,561.995,1,19.0243,17.0927,42.5098,21.7784,0.213594,0.213594,0.532917,1.42463,0.570102,0.941205
40,551.628,1,19.3192,18.342,41.2178,23.0901,0.202914,0.202914,0.5271,1.38856,0.555667,1.00607
41,544.111,1,18.8581,18.5979,39.819,27.8305,0.192768,0.192768,0.519946,1.37631,0.541597,0.980599
42,543.971,1,18.7964,20.734,38.4412,28.6686,0.18313,0.18313,0.517127,1.39785,0.527884,1.00205
43,531.454,1,18.5453,20.4745,40.5049,22.5155,0.173973,0.173973,0.514198,1.36245,0.514517,1.03576
44,521.72,1,18.4023,18.473,39.9532,21.5488,0.165275,0.165275,0.514092,1.32796,0.50149,1.00953
45,520.376,1,18.4531,17.8374,39.2858,23.4332,0.157011,0.157011,0.522159,1.29433,0.488792,0.983969
46,521.231,1,18.5342,18.0557,38.1409,25.6736,0.14916,0.14916,0.519895,1.3505,0.487836,0.959054
47,524.374,1,18.6661,18.2479,39.8853,26.1436,0.141702,0.141702,0.521996,1.47188,0.49121,0.93477
48,519.676,1,18.4208,14.7536,39.1462,27.272,0.134617,0.134617,0.534477,1.55456,0.495179,0.955647
49,513.174,1,18.4702,14.5359,38.4949,32.2474,0.127886,0.127886,0.522152,1.541,0.485191,0.931449
50,504.136,1,18.4631,12.0394,39.2485,30.2191,0.121492,0.121492,0.52533,1.55829,0.502313,0.979565
51,497.43,1,18.218,12.9102,37.8684,32.2982,0.115417,0.115417,0.527819,1.51883,0.514866,1.02724
52,503.551,1,18.3708,12.4958,38.1913,38.293,0.109647,0.109647,0.52082,1.63337,0.506377,1.00123
53,496.289,1,18.3349,12.0458,37.0933,40.0563,0.104164,0.104164,0.520953,1.72155,0.526336,0.975881
54,499.539,1,18.3149,14.7088,36.7171,37.991,0.098956,0.098956,0.525501,1.67796,0.534053,0.974298
55,494.049,1,18.316,16.9892,36.6882,36.9537,2.22045e-16,0.116626,0.515922,1.6454,0.539145,1.07964
56,489.882,1,18.3656,16.3823,36.6333,33.8723,2.29704e-10,0.115586,0.514776,1.60374,0.532133,1.05231
57,485.537,1,18.276,14.4616,37.3889,33.1333,3.14848e-10,0.114384,0.518126,1.56313,0.518659,1.02566
58,486.952,1,18.2766,14.5255,37.6694,36.016,4.98148e-10,0.116515,0.521691,1.58089,0.519584,0.99969
59,485.814,1,18.2787,13.8786,38.1041,34.7329,6.39471e-10,0.11568,0.510993,1.54086,0.506428,0.984315
60,487.296,1,18.1384,12.262,37.0224,33.3736,7.96125e-10,0.114864,0.528379,1.57538,0.493605,0.977273
61,485.205,1,18.1097,12.3674,37.8775,33.2939,9.49834e-10,0.112702,0.518997,1.70651,0.501686,0.952528
62,483.918,1,18.0829,12.8287,37.6811,39.2578,1.17428e-09,0.112677,0.534533,1.6633,0.514946,0.94482
63,480.248,1,18.1608,11.2844,38.2072,40.0772,1.27297e-09,0.110601,0.529469,1.62119,0.501908,1.03298
64,477.72,1,18.0264,13.5462,37.2615,40.8035,1.41611e-09,0.108495,0.536399,1.58014,0.509927,1.02777
65,486.905,1,18.2096,13.2674,38.1634,38.3983,1.60507e-09,0.114847,0.528329,1.54013,0.50936,1.03269
66,487.198,1,18.161,13.2061,37.9376,33.9958,1.80699e-09,0.113339,0.524339,1.50113,0.508932,1.07119
67,484.245,1,18.1108,12.9353,38.5472,32.5063,1.98549e-09,0.113231,0.532621,1.46312,0.496046,1.04406
68,485.556,1,18.1866,10.825,39.4623,30.2353,2.16931e-09,0.115567,0.520499,1.42608,0.483486,1.01763
69,489.859,1,18.1567,10.3647,39.4802,28.5758,2.31619e-09,0.117176,0.520703,1.45031,0.481032,1.00647
70,491.175,1,18.3157,13.0305,38.561,34.3843,4.36169e-05,0.119182,0.510143,1.42076,0.482933,1.03475
71,486.535,1,18.0689,12.4317,38.8678,38.62,4.36559e-05,0.114268,0.522955,1.40829,0.472781,1.06252
72,484.159,1,18.176,12.1683,38.8489,35.8278,4.38282e-05,0.114578,0.51899,1.40496,0.46081,1.05479
73,487.951,1,18.0793,13.6658,38.9272,34.6253,4.40674e-05,0.116787,0.525472,1.36938,0.463372,1.04991
74,486.711,1,18.1183,13.3501,38.5669,36.6359,4.43548e-05,0.115923,0.514126,1.33471,0.451639,1.11712
75,489.855,1,18.1128,12.0906,39.4836,36.6428,4.46989e-05,0.117491,0.519461,1.37729,0.440203,1.14174
76,483.361,1,18.2656,11.8912,39.7168,37.2426,4.47734e-05,0.115107,0.508457,1.34241,0.458416,1.11283
77,485.996,1,18.2803,11.792,39.703,35.7392,4.88337e-07,0.116973,0.504061,1.3576,0.446809,1.08466
78,484.466,1,18.2674,11.2438,40.8233,30.3365,4.89187e-07,0.115608,0.516974,1.32323,0.462961,1.06094
79,481.245,1,18.2425,10.7088,40.1786,27.409,4.91094e-07,0.115127,0.513699,1.28972,0.451238,1.03407
80,487.258,1,18.0829,11.7435,39.4676,34.1846,4.91918e-07,0.116533,0.530256,1.34671,0.453149,1.04809
81,484.992,1,18.2051,10.8303,39.6485,32.9357,1.37121e-07,0.115424,0.522524,1.38542,0.452147,1.04299
82,489.356,1,18.2246,9.38366,39.5864,27.901,1.30265e-07,0.109653,0.518433,1.35034,0.448462,1.01658
