pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.10856,0.238464,-2.37598,0.0286002,-2.93731,0.0549875,All
-1.74978,0.54506,-2.17526,0.0800806,-2.49276,0.109975,All
-1.39101,0.647259,-1.97453,0.0915207,-2.04822,0.4399,All
-1.03223,0.579126,-1.77381,0.143001,-1.60367,0.494887,All
-0.673449,0.54506,-1.57309,0.194482,-1.15913,0.494887,All
-0.314671,0.238464,-1.37236,0.366083,-0.71458,0.4399,All
0.0441074,0.102199,-1.17164,0.388963,-0.270034,0.164962,All
0.402886,0.0340662,-0.970916,0.514804,0.174511,0.137469,All
0.761664,0.0340662,-0.770192,0.474764,0.619057,0.0549875,All
1.12044,0.102199,-0.569469,0.423283,1.0636,0.0824812,All
,,-0.368745,0.388963,,,All
,,-0.168021,0.417563,,,All
,,0.0327022,0.331763,,,All
,,0.233426,0.297442,,,All
,,0.434149,0.240242,,,All
,,0.634873,0.154441,,,All
,,0.835597,0.240242,,,All
,,1.03632,0.0858007,,,All
,,1.23704,0.0743606,,,All
,,1.43777,0.0686405,,,All
,,1.63849,0.0572004,,,All
,,1.83921,0.0228802,,,All
,,2.03994,0.0286002,,,All
,,2.24066,0.0114401,,,All
,,2.44139,0.0171601,,,All
,,2.64211,0,,,All
,,2.84283,0,,,All
,,3.04356,0,,,All
,,3.24428,0,,,All
,,3.445,0.00572004,,,All
