rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
0,1,0.271922,0.00990696,0.0422928,1.37734,All,#4682B4,0
1,1,0.305828,0.0160593,-0.111004,1.28817,All,#4682B4,0
2,1,0.423783,-0.0386517,-0.0939302,1.09149,All,#4682B4,0
3,1,0.260677,-0.262817,0.321858,1.30628,All,#4682B4,0
4,1,0.282916,-0.2179,0.300292,0.921806,All,#4682B4,0
5,1,0.298696,-0.229444,0.213287,1.24369,All,#4682B4,0
6,1,0.2454,-0.185352,0.2869,0.995232,All,#4682B4,0
7,1,0.261935,-0.0407356,0.0805458,1.28691,All,#4682B4,0
8,1,0.40328,-0.0479478,-0.104442,1.31869,All,#4682B4,0
9,1,0.384415,-0.0168099,-0.0443811,1.4127,All,#4682B4,0
0,2,0.337326,-0.230594,0.0647035,-0.320051,All,#4682B4,0
1,2,0.185217,-0.17342,-0.583355,0.190389,All,#4682B4,0
2,2,0.203706,-0.0943768,-0.779185,-0.294835,All,#4682B4,0
3,2,0.289956,-0.0346074,-1.04924,-0.176514,All,#4682B4,0
4,2,0.274557,-0.156717,-0.226966,-0.376268,All,#4682B4,0
5,2,0.194252,-0.185651,-0.288919,-0.191125,All,#4682B4,0
6,2,0.211075,-0.0838534,-0.871258,-0.463033,All,#4682B4,0
7,2,0.184002,-0.088898,-0.659832,-0.363818,All,#4682B4,0
8,2,0.256441,-0.0994402,-0.481715,-0.37985,All,#4682B4,0
9,2,0.204129,-0.105214,-0.847889,-0.479876,All,#4682B4,0
0,3,0.313814,0.0546714,0.346746,-0.0419719,All,#4682B4,0
1,3,0.272271,-0.265751,1.12819,0.358094,All,#4682B4,0
2,3,0.30692,0.271835,-0.143926,-0.958072,All,#4682B4,0
3,3,0.330339,-0.205743,1.15567,0.129831,All,#4682B4,0
4,3,0.245913,0.203242,0.33863,-0.0379929,All,#4682B4,0
5,3,0.188235,0.182904,-0.256019,-0.138714,All,#4682B4,0
6,3,0.162238,0.208179,0.410016,-0.569263,All,#4682B4,0
7,3,0.154374,-0.0642613,0.819454,0.177588,All,#4682B4,0
8,3,0.282359,0.0910276,0.0142695,-0.0359638,All,#4682B4,0
9,3,0.301546,0.258368,-0.71108,-1.1258,All,#4682B4,0
0,4,-0.0675594,-0.288993,0.465404,-0.0872359,All,#4682B4,0
1,4,-0.00288652,-0.150497,-0.209106,-0.20878,All,#4682B4,0
2,4,-0.0370162,-0.151702,0.147814,-0.118307,All,#4682B4,0
3,4,-0.132778,-0.03714,-0.33488,-0.259828,All,#4682B4,0
4,4,-0.211909,-0.00904483,-0.145235,-0.0564039,All,#4682B4,0
5,4,-0.015008,0.121654,-0.778784,-0.637726,All,#4682B4,0
6,4,-0.0745404,0.0834617,-1.73109,-1.39983,All,#4682B4,0
7,4,-0.146819,-0.155192,0.563801,0.00308862,All,#4682B4,0
8,4,-0.106658,-0.178804,0.330067,-0.0602082,All,#4682B4,0
9,4,-0.137827,0.109615,-0.622837,-0.719442,All,#4682B4,0
0,5,-0.129574,-0.185447,-1.50013,-0.380078,All,#4682B4,0
1,5,-0.186938,-0.0734418,-2.01767,-0.326629,All,#4682B4,0
2,5,-0.151924,-0.0768605,-1.92096,0.0190062,All,#4682B4,0
3,5,-0.235431,-0.276663,-0.998806,-0.115093,All,#4682B4,0
4,5,-0.173458,-0.111685,-1.83951,1.01274,All,#4682B4,0
5,5,-0.0836972,-0.257217,-1.14062,-0.351345,All,#4682B4,0
6,5,-0.161625,-0.182532,-1.73795,0.554427,All,#4682B4,0
7,5,-0.107497,-0.399556,-0.755311,-0.226263,All,#4682B4,0
8,5,-0.0922631,-0.0895721,-1.86034,0.171284,All,#4682B4,0
9,5,-0.168041,-0.199459,-1.25284,-0.0656929,All,#4682B4,0
0,6,0.136351,0.146859,-0.206598,-0.58857,All,#4682B4,0
1,6,0.162296,0.207684,-0.661877,-1.1496,All,#4682B4,0
2,6,0.0644591,0.0519458,0.39626,-0.184265,All,#4682B4,0
3,6,0.0534661,-0.0562763,1.22274,-0.00158664,All,#4682B4,0
4,6,0.0967034,0.368006,-1.69015,-0.0361076,All,#4682B4,0
5,6,0.102973,0.256093,0.189464,-0.791962,All,#4682B4,0
6,6,0.0568271,0.12125,0.79478,-0.634561,All,#4682B4,0
7,6,0.00647357,-0.0901728,0.351004,0.104691,All,#4682B4,0
8,6,0.12353,0.319695,-0.433192,-1.01186,All,#4682B4,0
9,6,0.0640563,-0.315657,1.29787,0.243136,All,#4682B4,0
0,7,-0.458399,0.698918,0.681102,0.106936,All,#4682B4,0
1,7,-0.456383,0.572819,1.44192,0.756009,All,#4682B4,0
2,7,-0.431034,0.884088,-0.0327404,0.823469,All,#4682B4,0
3,7,-0.471215,0.722534,0.595213,0.414975,All,#4682B4,0
4,7,-0.417117,0.780166,-0.241856,0.275139,All,#4682B4,0
5,7,-0.400789,0.719969,-0.57872,0.947197,All,#4682B4,0
6,7,-0.459853,0.0250429,1.56421,1.07612,All,#4682B4,0
7,7,-0.45816,0.681697,0.0539024,0.414426,All,#4682B4,0
8,7,-0.424548,0.730256,0.21903,0.298817,All,#4682B4,0
9,7,-0.411419,0.674516,0.254337,0.594764,All,#4682B4,0
0,8,-0.345689,-0.0467498,2.25919,-0.878284,All,#4682B4,0
1,8,-0.316559,-0.201988,0.630562,-0.389844,All,#4682B4,0
2,8,-0.297437,-0.00185534,0.615175,-1.02526,All,#4682B4,0
3,8,-0.334554,-0.113464,0.222436,-0.492768,All,#4682B4,0
4,8,-0.290835,-0.0157286,1.7691,-1.34919,All,#4682B4,0
5,8,-0.339827,-0.211653,0.157502,-0.558114,All,#4682B4,0
6,8,-0.325622,-0.228853,0.975449,-0.34981,All,#4682B4,0
7,8,-0.352363,-0.349326,1.11342,0.0269544,All,#4682B4,0
8,8,-0.310295,-0.187236,1.13677,-0.485892,All,#4682B4,0
9,8,-0.369901,0.122794,-0.627251,-1.30617,All,#4682B4,0
0,9,0.294618,0.250346,-0.368826,0.528136,All,#4682B4,0
1,9,0.287044,0.0417253,-0.217541,0.338605,All,#4682B4,0
2,9,0.3236,-0.0898858,0.729158,0.170753,All,#4682B4,0
3,9,0.22753,0.114957,-0.179433,0.0587761,All,#4682B4,0
4,9,0.280623,-0.688574,0.73348,0.569681,All,#4682B4,0
5,9,0.280705,-0.345209,0.375623,0.48861,All,#4682B4,0
6,9,0.181837,-0.158061,0.300656,0.653674,All,#4682B4,0
7,9,0.267362,-0.0676426,0.117928,0.0618697,All,#4682B4,0
8,9,0.450877,-0.348131,0.235289,0.342103,All,#4682B4,0
9,9,0.37526,-0.177485,0.0949809,0.27914,All,#4682B4,0
0,10,0.425991,-0.0320424,1.88977,-0.0248815,All,#4682B4,0
1,10,0.489878,0.215161,0.276978,-0.278251,All,#4682B4,0
2,10,0.418445,0.235252,-0.431318,-0.022643,All,#4682B4,0
3,10,0.317512,0.112391,0.770428,0.219186,All,#4682B4,0
4,10,0.365579,0.34447,1.09661,-0.273164,All,#4682B4,0
5,10,0.358023,0.11773,0.453846,0.279026,All,#4682B4,0
6,10,0.316303,0.164493,0.262003,0.314545,All,#4682B4,0
7,10,0.340052,-0.126239,0.629064,0.296068,All,#4682B4,0
8,10,0.382809,0.335499,0.375175,-0.888894,All,#4682B4,0
9,10,0.298365,0.351082,-0.00753505,-0.208633,All,#4682B4,0
0,11,0.178288,-0.283895,0.220194,0.559612,All,#4682B4,0
1,11,0.202868,0.166527,-0.544893,1.1664,All,#4682B4,0
2,11,0.1611,0.217687,-0.320452,0.706976,All,#4682B4,0
3,11,0.125999,0.37404,-0.793897,1.06736,All,#4682B4,0
4,11,0.0949134,0.0345991,-0.064044,0.736292,All,#4682B4,0
5,11,0.238031,0.119845,-0.243898,0.519819,All,#4682B4,0
6,11,0.228716,0.195671,-0.692863,1.37283,All,#4682B4,0
