Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.90037,0.0876991,13.7557,0.023281,18.222,0.0204112,5.03133,0.0546358,All
9.88275,0.16809,16.8396,0.0302653,49.8789,0.00861805,11.733,0.0428516,All
10.8651,0.102316,19.9234,0.0814835,81.5358,0.00317507,18.4348,0.0203545,All
11.8475,0.116932,23.0073,0.0721711,113.193,0.000680372,25.1365,0.0139268,All
12.8299,0.0438496,26.0911,0.0325934,144.849,0.000226791,31.8382,0.00857032,All
13.8123,0.0657743,29.1749,0.0372496,176.506,0.000453582,38.5399,0.00857032,All
14.7946,0.0730826,32.2588,0.0279372,208.163,0,45.2416,0.00321387,All
15.777,0.0803909,35.3426,0.0116405,239.82,0,51.9434,0.00321387,All
16.7594,0.0876991,38.4265,0.00931239,271.477,0.000226791,58.6451,0.00214258,All
17.7418,0.0657743,41.5103,0.0069843,303.134,0,65.3468,0,All
18.7242,0.102316,44.5941,0.0023281,334.791,0,72.0485,0.00107129,All
19.7065,0.0584661,47.678,0.0069843,366.448,0,78.7502,0,All
20.6889,0.0438496,50.7618,0.0069843,398.104,0.000226791,85.452,0.00214258,All
