Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.70757,0.0682603,12.0455,0.00201065,20.5392,0.0215403,5.1789,0.0507905,All
9.75935,0.136521,15.6162,0.0341811,56.8695,0.00632376,10.8331,0.05333,All
10.8111,0.0955644,19.1869,0.0623302,93.1997,0.000395235,16.4873,0.0304743,All
11.8629,0.129694,22.7576,0.0784155,129.53,0.000790469,22.1415,0.0139674,All
12.9147,0.0477822,26.3284,0.0382024,165.86,0.000395235,27.7957,0.00761857,All
13.9665,0.0409562,29.8991,0.0281491,202.19,0,33.4499,0.0114279,All
15.0183,0.10239,33.4698,0.0281491,238.521,0,39.1041,0.00380929,All
16.07,0.0819123,37.0405,0.00201065,274.851,0,44.7583,0.00888834,All
17.1218,0.0955644,40.6113,0.00402131,311.181,0,50.4125,0.00126976,All
18.1736,0.122868,44.182,0.00804261,347.511,0,56.0667,0.00507905,All
19.2254,0.0750863,47.7527,0.00804261,383.842,0,61.7209,0.00126976,All
20.2772,0.0204781,51.3234,0.00603196,420.172,0,67.3751,0,All
21.3289,0.00682603,54.8942,0.00201065,456.502,0.000197617,73.0293,0.00253952,All
