trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.359798,2.72608,2.75433,0.666293,2.72608,2.75433,0.359798,3.29361,3.2092,0.666293,3.29361,3.2092,0.359798,3.24582,3.14105,0.666293,3.24582,3.14105,0.359798,2.29982,2.7061,0.666293,2.29982,2.7061,All
0.367475,2.73562,2.74841,0.680509,2.73562,2.74841,0.367475,3.30219,3.21116,0.680509,3.30219,3.21116,0.367475,3.23058,3.14284,0.680509,3.23058,3.14284,0.367475,2.36942,2.69784,0.680509,2.36942,2.69784,All
0.375152,2.74517,2.74249,0.694725,2.74517,2.74249,0.375152,3.31077,3.21311,0.694725,3.31077,3.21311,0.375152,3.21533,3.14463,0.694725,3.21533,3.14463,0.375152,2.43901,2.68957,0.694725,2.43901,2.68957,All
0.382828,2.75471,2.73657,0.708941,2.75471,2.73657,0.382828,3.31935,3.21507,0.708941,3.31935,3.21507,0.382828,3.20009,3.14643,0.708941,3.20009,3.14643,0.382828,2.50861,2.68131,0.708941,2.50861,2.68131,All
0.390505,2.76425,2.73065,0.723158,2.76425,2.73065,0.390505,3.32793,3.21703,0.723158,3.32793,3.21703,0.390505,3.18485,3.14822,0.723158,3.18485,3.14822,0.390505,2.5782,2.67304,0.723158,2.5782,2.67304,All
0.398182,2.77379,2.72472,0.737374,2.77379,2.72472,0.398182,3.33651,3.21898,0.737374,3.33651,3.21898,0.398182,3.16961,3.15001,0.737374,3.16961,3.15001,0.398182,2.64779,2.66478,0.737374,2.64779,2.66478,All
0.405859,2.78333,2.7188,0.75159,2.78333,2.7188,0.405859,3.34509,3.22094,0.75159,3.34509,3.22094,0.405859,3.15436,3.1518,0.75159,3.15436,3.1518,0.405859,2.71739,2.65651,0.75159,2.71739,2.65651,All
0.413535,2.79288,2.71288,0.765806,2.79288,2.71288,0.413535,3.35367,3.2229,0.765806,3.35367,3.2229,0.413535,3.13912,3.1536,0.765806,3.13912,3.1536,0.413535,2.78698,2.64825,0.765806,2.78698,2.64825,All
0.421212,2.80242,2.70696,0.780022,2.80242,2.70696,0.421212,3.36224,3.22485,0.780022,3.36224,3.22485,0.421212,3.12388,3.15539,0.780022,3.12388,3.15539,0.421212,2.85658,2.63999,0.780022,2.85658,2.63999,All
0.428889,2.81196,2.70104,0.794239,2.81196,2.70104,0.428889,3.37082,3.22681,0.794239,3.37082,3.22681,0.428889,3.10863,3.15718,0.794239,3.10863,3.15718,0.428889,2.92617,2.63172,0.794239,2.92617,2.63172,All
0.436566,2.8215,2.69512,0.808455,2.8215,2.69512,0.436566,3.3794,3.22877,0.808455,3.3794,3.22877,0.436566,3.09339,3.15897,0.808455,3.09339,3.15897,0.436566,2.99577,2.62346,0.808455,2.99577,2.62346,All
0.444242,2.83104,2.6892,0.822671,2.83104,2.6892,0.444242,3.38798,3.23072,0.822671,3.38798,3.23072,0.444242,3.07815,3.16077,0.822671,3.07815,3.16077,0.444242,3.06536,2.61519,0.822671,3.06536,2.61519,All
0.451919,2.84059,2.68328,0.836887,2.84059,2.68328,0.451919,3.39656,3.23268,0.836887,3.39656,3.23268,0.451919,3.06291,3.16256,0.836887,3.06291,3.16256,0.451919,3.13495,2.60693,0.836887,3.13495,2.60693,All
0.459596,2.85013,2.67736,0.851104,2.85013,2.67736,0.459596,3.40514,3.23464,0.851104,3.40514,3.23464,0.459596,3.04766,3.16435,0.851104,3.04766,3.16435,0.459596,3.20455,2.59866,0.851104,3.20455,2.59866,All
0.467273,2.81883,2.67144,0.86532,2.81883,2.67144,0.467273,3.3499,3.23659,0.86532,3.3499,3.23659,0.467273,3.10211,3.16614,0.86532,3.10211,3.16614,0.467273,3.10641,2.5904,0.86532,3.10641,2.5904,All
0.474949,2.78526,2.66552,0.879536,2.78526,2.66552,0.474949,3.29112,3.23855,0.879536,3.29112,3.23855,0.474949,3.16044,3.16794,0.879536,3.16044,3.16794,0.474949,2.99896,2.58214,0.879536,2.99896,2.58214,All
0.482626,2.74535,2.6596,0.893752,2.74535,2.6596,0.482626,3.26849,3.24051,0.893752,3.26849,3.24051,0.482626,3.20199,3.16973,0.893752,3.20199,3.16973,0.482626,2.8372,2.57387,0.893752,2.8372,2.57387,All
0.490303,2.69326,2.65368,0.907969,2.69326,2.65368,0.490303,3.31538,3.24246,0.907969,3.31538,3.24246,0.490303,3.21129,3.17152,0.907969,3.21129,3.17152,0.490303,2.571,2.56561,0.907969,2.571,2.56561,All
0.49798,2.64117,2.64776,0.922185,2.64117,2.64776,0.49798,3.36227,3.24442,0.922185,3.36227,3.24442,0.49798,3.22059,3.17332,0.922185,3.22059,3.17332,0.49798,2.3048,2.55734,0.922185,2.3048,2.55734,All
0.505657,2.61724,2.64184,0.936401,2.61724,2.64184,0.505657,3.35576,3.24638,0.936401,3.35576,3.24638,0.505657,3.20726,3.17511,0.936401,3.20726,3.17511,0.505657,2.24653,2.54908,0.936401,2.24653,2.54908,All
0.513333,2.60337,2.63591,0.950617,2.60337,2.63591,0.513333,3.33018,3.24833,0.950617,3.33018,3.24833,0.513333,3.18586,3.1769,0.950617,3.18586,3.1769,0.513333,2.26252,2.54081,0.950617,2.26252,2.54081,All
0.52101,2.5895,2.62999,0.964834,2.5895,2.62999,0.52101,3.3046,3.25029,0.964834,3.3046,3.25029,0.52101,3.16446,3.17869,0.964834,3.16446,3.17869,0.52101,2.27851,2.53255,0.964834,2.27851,2.53255,All
0.528687,2.57563,2.62407,0.97905,2.57563,2.62407,0.528687,3.27903,3.25225,0.97905,3.27903,3.25225,0.528687,3.14306,3.18049,0.97905,3.14306,3.18049,0.528687,2.2945,2.52429,0.97905,2.2945,2.52429,All
0.536364,2.56176,2.61815,0.993266,2.56176,2.61815,0.536364,3.25345,3.2542,0.993266,3.25345,3.2542,0.536364,3.12166,3.18228,0.993266,3.12166,3.18228,0.536364,2.31049,2.51602,0.993266,2.31049,2.51602,All
0.54404,2.56413,2.61223,1.00748,2.56413,2.61223,0.54404,3.11751,3.25616,1.00748,3.11751,3.25616,0.54404,3.06337,3.18407,1.00748,3.06337,3.18407,0.54404,2.26687,2.50776,1.00748,2.26687,2.50776,All
0.551717,2.58947,2.60631,1.0217,2.58947,2.60631,0.551717,2.9433,3.25812,1.0217,2.9433,3.25812,0.551717,3.0113,3.18586,1.0217,3.0113,3.18586,0.551717,2.20076,2.49949,1.0217,2.20076,2.49949,All
0.559394,2.64383,2.60039,1.03591,2.64383,2.60039,0.559394,2.98092,3.26007,1.03591,2.98092,3.26007,0.559394,3.09606,3.18766,1.03591,3.09606,3.18766,0.559394,2.24282,2.49123,1.03591,2.24282,2.49123,All
0.567071,2.69818,2.59447,1.05013,2.69818,2.59447,0.567071,3.01855,3.26203,1.05013,3.01855,3.26203,0.567071,3.18083,3.18945,1.05013,3.18083,3.18945,0.567071,2.28489,2.48296,1.05013,2.28489,2.48296,All
0.574747,2.69957,2.58855,1.06435,2.69957,2.58855,0.574747,2.99876,3.26399,1.06435,2.99876,3.26399,0.574747,3.2002,3.19124,1.06435,3.2002,3.19124,0.574747,2.3306,2.4747,1.06435,2.3306,2.4747,All
0.582424,2.66829,2.58263,1.07856,2.66829,2.58263,0.582424,2.94354,3.26594,1.07856,2.94354,3.26594,0.582424,3.17924,3.19303,1.07856,3.17924,3.19303,0.582424,2.37858,2.46644,1.07856,2.37858,2.46644,All
0.590101,2.637,2.57671,1.09278,2.637,2.57671,0.590101,2.88832,3.2679,1.09278,2.88832,3.2679,0.590101,3.15827,3.19483,1.09278,3.15827,3.19483,0.590101,2.42655,2.45817,1.09278,2.42655,2.45817,All
0.597778,2.60572,2.57079,1.107,2.60572,2.57079,0.597778,2.83309,3.26986,1.107,2.83309,3.26986,0.597778,3.13731,3.19662,1.107,3.13731,3.19662,0.597778,2.47452,2.44991,1.107,2.47452,2.44991,All
0.605455,2.57443,2.56487,1.12121,2.57443,2.56487,0.605455,2.77787,3.27181,1.12121,2.77787,3.27181,0.605455,3.11634,3.19841,1.12121,3.11634,3.19841,0.605455,2.52249,2.44164,1.12121,2.52249,2.44164,All
0.613131,2.54315,2.55895,1.13543,2.54315,2.55895,0.613131,2.72265,3.27377,1.13543,2.72265,3.27377,0.613131,3.09537,3.2002,1.13543,3.09537,3.2002,0.613131,2.57046,2.43338,1.13543,2.57046,2.43338,All
0.620808,2.51187,2.55303,1.14964,2.51187,2.55303,0.620808,2.66743,3.27573,1.14964,2.66743,3.27573,0.620808,3.07441,3.202,1.14964,3.07441,3.202,0.620808,2.61844,2.42511,1.14964,2.61844,2.42511,All
0.628485,2.48058,2.5471,1.16386,2.48058,2.5471,0.628485,2.61221,3.27768,1.16386,2.61221,3.27768,0.628485,3.05344,3.20379,1.16386,3.05344,3.20379,0.628485,2.66641,2.41685,1.16386,2.66641,2.41685,All
0.636162,2.46931,2.54118,1.17808,2.46931,2.54118,0.636162,2.63574,3.27964,1.17808,2.63574,3.27964,0.636162,3.05208,3.20558,1.17808,3.05208,3.20558,0.636162,2.64832,2.40858,1.17808,2.64832,2.40858,All
0.643838,2.46296,2.53526,1.19229,2.46296,2.53526,0.643838,2.67864,3.28159,1.19229,2.67864,3.28159,0.643838,3.05554,3.20737,1.19229,3.05554,3.20737,0.643838,2.61398,2.40032,1.19229,2.61398,2.40032,All
0.651515,2.4566,2.52934,1.20651,2.4566,2.52934,0.651515,2.72154,3.28355,1.20651,2.72154,3.28355,0.651515,3.059,3.20917,1.20651,3.059,3.20917,0.651515,2.57964,2.39206,1.20651,2.57964,2.39206,All
0.659192,2.45025,2.52342,1.22073,2.45025,2.52342,0.659192,2.76445,3.28551,1.22073,2.76445,3.28551,0.659192,3.06246,3.21096,1.22073,3.06246,3.21096,0.659192,2.54531,2.38379,1.22073,2.54531,2.38379,All
0.666869,2.4439,2.5175,1.23494,2.4439,2.5175,0.666869,2.80735,3.28746,1.23494,2.80735,3.28746,0.666869,3.06592,3.21275,1.23494,3.06592,3.21275,0.666869,2.51097,2.37553,1.23494,2.51097,2.37553,All
0.674545,2.43755,2.51158,1.24916,2.43755,2.51158,0.674545,2.85025,3.28942,1.24916,2.85025,3.28942,0.674545,3.06938,3.21455,1.24916,3.06938,3.21455,0.674545,2.47663,2.36726,1.24916,2.47663,2.36726,All
0.682222,2.43119,2.50566,1.26337,2.43119,2.50566,0.682222,2.89315,3.29138,1.26337,2.89315,3.29138,0.682222,3.07284,3.21634,1.26337,3.07284,3.21634,0.682222,2.4423,2.359,1.26337,2.4423,2.359,All
0.689899,2.42484,2.49974,1.27759,2.42484,2.49974,0.689899,2.93605,3.29333,1.27759,2.93605,3.29333,0.689899,3.0763,3.21813,1.27759,3.0763,3.21813,0.689899,2.40796,2.35073,1.27759,2.40796,2.35073,All
0.697576,2.41849,2.49382,1.29181,2.41849,2.49382,0.697576,2.97895,3.29529,1.29181,2.97895,3.29529,0.697576,3.07976,3.21992,1.29181,3.07976,3.21992,0.697576,2.37362,2.34247,1.29181,2.37362,2.34247,All
0.705253,2.41213,2.4879,1.30602,2.41213,2.4879,0.705253,3.02186,3.29725,1.30602,3.02186,3.29725,0.705253,3.08322,3.22172,1.30602,3.08322,3.22172,0.705253,2.33929,2.33421,1.30602,2.33929,2.33421,All
0.712929,2.40578,2.48198,1.32024,2.40578,2.48198,0.712929,3.06476,3.2992,1.32024,3.06476,3.2992,0.712929,3.08668,3.22351,1.32024,3.08668,3.22351,0.712929,2.30495,2.32594,1.32024,2.30495,2.32594,All
0.720606,2.39943,2.47606,1.33446,2.39943,2.47606,0.720606,3.10766,3.30116,1.33446,3.10766,3.30116,0.720606,3.09014,3.2253,1.33446,3.09014,3.2253,0.720606,2.27062,2.31768,1.33446,2.27062,2.31768,All
0.728283,2.39308,2.47014,1.34867,2.39308,2.47014,0.728283,3.15056,3.30312,1.34867,3.15056,3.30312,0.728283,3.0936,3.22709,1.34867,3.0936,3.22709,0.728283,2.23628,2.30941,1.34867,2.23628,2.30941,All
0.73596,2.38672,2.46422,1.36289,2.38672,2.46422,0.73596,3.19346,3.30507,1.36289,3.19346,3.30507,0.73596,3.09706,3.22889,1.36289,3.09706,3.22889,0.73596,2.20194,2.30115,1.36289,2.20194,2.30115,All
0.743636,2.38037,2.45829,1.3771,2.38037,2.45829,0.743636,3.23636,3.30703,1.3771,3.23636,3.30703,0.743636,3.10052,3.23068,1.3771,3.10052,3.23068,0.743636,2.16761,2.29288,1.3771,2.16761,2.29288,All
0.751313,2.37402,2.45237,1.39132,2.37402,2.45237,0.751313,3.27927,3.30899,1.39132,3.27927,3.30899,0.751313,3.10398,3.23247,1.39132,3.10398,3.23247,0.751313,2.13327,2.28462,1.39132,2.13327,2.28462,All
0.75899,2.36766,2.44645,1.40554,2.36766,2.44645,0.75899,3.32217,3.31094,1.40554,3.32217,3.31094,0.75899,3.10744,3.23426,1.40554,3.10744,3.23426,0.75899,2.09893,2.27636,1.40554,2.09893,2.27636,All
0.766667,2.36131,2.44053,1.41975,2.36131,2.44053,0.766667,3.36507,3.3129,1.41975,3.36507,3.3129,0.766667,3.1109,3.23606,1.41975,3.1109,3.23606,0.766667,2.0646,2.26809,1.41975,2.0646,2.26809,All
0.774343,2.35496,2.43461,1.43397,2.35496,2.43461,0.774343,3.40797,3.31486,1.43397,3.40797,3.31486,0.774343,3.11436,3.23785,1.43397,3.11436,3.23785,0.774343,2.03026,2.25983,1.43397,2.03026,2.25983,All
0.78202,2.3486,2.42869,1.44819,2.3486,2.42869,0.78202,3.45087,3.31681,1.44819,3.45087,3.31681,0.78202,3.11781,3.23964,1.44819,3.11781,3.23964,0.78202,1.99592,2.25156,1.44819,1.99592,2.25156,All
0.789697,2.34225,2.42277,1.4624,2.34225,2.42277,0.789697,3.49377,3.31877,1.4624,3.49377,3.31877,0.789697,3.12127,3.24143,1.4624,3.12127,3.24143,0.789697,1.96159,2.2433,1.4624,1.96159,2.2433,All
0.797374,2.3359,2.41685,1.47662,2.3359,2.41685,0.797374,3.53668,3.32073,1.47662,3.53668,3.32073,0.797374,3.12473,3.24323,1.47662,3.12473,3.24323,0.797374,1.92725,2.23503,1.47662,1.92725,2.23503,All
0.805051,2.32955,2.41093,1.49083,2.32955,2.41093,0.805051,3.57958,3.32268,1.49083,3.57958,3.32268,0.805051,3.12819,3.24502,1.49083,3.12819,3.24502,0.805051,1.89291,2.22677,1.49083,1.89291,2.22677,All
0.812727,2.32319,2.40501,1.50505,2.32319,2.40501,0.812727,3.62248,3.32464,1.50505,3.62248,3.32464,0.812727,3.13165,3.24681,1.50505,3.13165,3.24681,0.812727,1.85858,2.2185,1.50505,1.85858,2.2185,All
0.820404,2.31693,2.39909,1.51927,2.31693,2.39909,0.820404,3.66331,3.3266,1.51927,3.66331,3.3266,0.820404,3.13582,3.24861,1.51927,3.13582,3.24861,0.820404,1.82742,2.21024,1.51927,1.82742,2.21024,All
0.828081,2.31226,2.39317,1.53348,2.31226,2.39317,0.828081,3.66682,3.32855,1.53348,3.66682,3.32855,0.828081,3.15279,3.2504,1.53348,3.15279,3.2504,0.828081,1.85344,2.20198,1.53348,1.85344,2.20198,All
0.835758,2.30759,2.38725,1.5477,2.30759,2.38725,0.835758,3.67034,3.33051,1.5477,3.67034,3.33051,0.835758,3.16975,3.25219,1.5477,3.16975,3.25219,0.835758,1.87947,2.19371,1.5477,1.87947,2.19371,All
0.843434,2.30292,2.38133,1.56192,2.30292,2.38133,0.843434,3.67385,3.33247,1.56192,3.67385,3.33247,0.843434,3.18672,3.25398,1.56192,3.18672,3.25398,0.843434,1.90549,2.18545,1.56192,1.90549,2.18545,All
0.851111,2.29825,2.37541,1.57613,2.29825,2.37541,0.851111,3.67737,3.33442,1.57613,3.67737,3.33442,0.851111,3.20369,3.25578,1.57613,3.20369,3.25578,0.851111,1.93151,2.17718,1.57613,1.93151,2.17718,All
0.858788,2.29359,2.36948,1.59035,2.29359,2.36948,0.858788,3.68088,3.33638,1.59035,3.68088,3.33638,0.858788,3.22065,3.25757,1.59035,3.22065,3.25757,0.858788,1.95754,2.16892,1.59035,1.95754,2.16892,All
0.866465,2.28892,2.36356,1.60456,2.28892,2.36356,0.866465,3.6844,3.33834,1.60456,3.6844,3.33834,0.866465,3.23762,3.25936,1.60456,3.23762,3.25936,0.866465,1.98356,2.16065,1.60456,1.98356,2.16065,All
0.874141,2.28425,2.35764,1.61878,2.28425,2.35764,0.874141,3.68791,3.34029,1.61878,3.68791,3.34029,0.874141,3.25458,3.26115,1.61878,3.25458,3.26115,0.874141,2.00959,2.15239,1.61878,2.00959,2.15239,All
0.881818,2.27958,2.35172,1.633,2.27958,2.35172,0.881818,3.69143,3.34225,1.633,3.69143,3.34225,0.881818,3.27155,3.26295,1.633,3.27155,3.26295,0.881818,2.03561,2.14413,1.633,2.03561,2.14413,All
0.889495,2.27491,2.3458,1.64721,2.27491,2.3458,0.889495,3.69494,3.34421,1.64721,3.69494,3.34421,0.889495,3.28851,3.26474,1.64721,3.28851,3.26474,0.889495,2.06164,2.13586,1.64721,2.06164,2.13586,All
0.897172,2.27024,2.33988,1.66143,2.27024,2.33988,0.897172,3.69846,3.34616,1.66143,3.69846,3.34616,0.897172,3.30548,3.26653,1.66143,3.30548,3.26653,0.897172,2.08766,2.1276,1.66143,2.08766,2.1276,All
0.904848,2.26557,2.33396,1.67565,2.26557,2.33396,0.904848,3.70197,3.34812,1.67565,3.70197,3.34812,0.904848,3.32244,3.26832,1.67565,3.32244,3.26832,0.904848,2.11369,2.11933,1.67565,2.11369,2.11933,All
0.912525,2.2609,2.32804,1.68986,2.2609,2.32804,0.912525,3.70549,3.35007,1.68986,3.70549,3.35007,0.912525,3.33941,3.27012,1.68986,3.33941,3.27012,0.912525,2.13971,2.11107,1.68986,2.13971,2.11107,All
0.920202,2.25624,2.32212,1.70408,2.25624,2.32212,0.920202,3.709,3.35203,1.70408,3.709,3.35203,0.920202,3.35637,3.27191,1.70408,3.35637,3.27191,0.920202,2.16574,2.1028,1.70408,2.16574,2.1028,All
0.927879,2.25157,2.3162,1.71829,2.25157,2.3162,0.927879,3.71252,3.35399,1.71829,3.71252,3.35399,0.927879,3.37334,3.2737,1.71829,3.37334,3.2737,0.927879,2.19176,2.09454,1.71829,2.19176,2.09454,All
0.935556,2.2469,2.31028,1.73251,2.2469,2.31028,0.935556,3.71603,3.35594,1.73251,3.71603,3.35594,0.935556,3.39031,3.27549,1.73251,3.39031,3.27549,0.935556,2.21778,2.08628,1.73251,2.21778,2.08628,All
0.943232,2.24223,2.30436,1.74673,2.24223,2.30436,0.943232,3.71955,3.3579,1.74673,3.71955,3.3579,0.943232,3.40727,3.27729,1.74673,3.40727,3.27729,0.943232,2.24381,2.07801,1.74673,2.24381,2.07801,All
0.950909,2.23756,2.29844,1.76094,2.23756,2.29844,0.950909,3.72306,3.35986,1.76094,3.72306,3.35986,0.950909,3.42424,3.27908,1.76094,3.42424,3.27908,0.950909,2.26983,2.06975,1.76094,2.26983,2.06975,All
0.958586,2.23289,2.29252,1.77516,2.23289,2.29252,0.958586,3.72658,3.36181,1.77516,3.72658,3.36181,0.958586,3.4412,3.28087,1.77516,3.4412,3.28087,0.958586,2.29586,2.06148,1.77516,2.29586,2.06148,All
0.966263,2.22822,2.2866,1.78938,2.22822,2.2866,0.966263,3.73009,3.36377,1.78938,3.73009,3.36377,0.966263,3.45817,3.28266,1.78938,3.45817,3.28266,0.966263,2.32188,2.05322,1.78938,2.32188,2.05322,All
0.973939,2.22356,2.28067,1.80359,2.22356,2.28067,0.973939,3.73361,3.36573,1.80359,3.73361,3.36573,0.973939,3.47513,3.28446,1.80359,3.47513,3.28446,0.973939,2.34791,2.04495,1.80359,2.34791,2.04495,All
0.981616,2.21889,2.27475,1.81781,2.21889,2.27475,0.981616,3.73712,3.36768,1.81781,3.73712,3.36768,0.981616,3.4921,3.28625,1.81781,3.4921,3.28625,0.981616,2.37393,2.03669,1.81781,2.37393,2.03669,All
0.989293,2.21422,2.26883,1.83202,2.21422,2.26883,0.989293,3.74064,3.36964,1.83202,3.74064,3.36964,0.989293,3.50906,3.28804,1.83202,3.50906,3.28804,0.989293,2.39996,2.02842,1.83202,2.39996,2.02842,All
0.99697,2.20955,2.26291,1.84624,2.20955,2.26291,0.99697,3.74415,3.3716,1.84624,3.74415,3.3716,0.99697,3.52603,3.28984,1.84624,3.52603,3.28984,0.99697,2.42598,2.02016,1.84624,2.42598,2.02016,All
1.00465,2.20488,2.25699,1.86046,2.20488,2.25699,1.00465,3.74767,3.37355,1.86046,3.74767,3.37355,1.00465,3.54299,3.29163,1.86046,3.54299,3.29163,1.00465,2.452,2.0119,1.86046,2.452,2.0119,All
1.01232,2.20021,2.25107,1.87467,2.20021,2.25107,1.01232,3.75118,3.37551,1.87467,3.75118,3.37551,1.01232,3.55996,3.29342,1.87467,3.55996,3.29342,1.01232,2.47803,2.00363,1.87467,2.47803,2.00363,All
1.02,2.19554,2.24515,1.88889,2.19554,2.24515,1.02,3.7547,3.37747,1.88889,3.7547,3.37747,1.02,3.57692,3.29521,1.88889,3.57692,3.29521,1.02,2.50405,1.99537,1.88889,2.50405,1.99537,All
