standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.75387,0.230058,-3.14413,0.0156222,-2.66015,0.0437768,-2.49,0.0172627,All
-1.473,0.0511239,-2.68456,0,-2.16814,0.0875536,-2.0741,0.0690509,All
-1.19214,0.460115,-2.22499,0.0624888,-1.67613,0.0291845,-1.65821,0.155365,All
-0.911272,0.357867,-1.76542,0.109355,-1.18413,0.175107,-1.24231,0.138102,All
-0.630406,0.332306,-1.30585,0.156222,-0.69212,0.262661,-0.826419,0.431568,All
-0.34954,0.281182,-0.846279,0.312444,-0.200114,0.496137,-0.410523,0.448831,All
-0.0686738,0.153372,-0.38671,0.343689,0.291893,0.393991,0.00537171,0.397043,All
0.212192,0.383429,0.0728592,0.374933,0.783899,0.364807,0.421267,0.138102,All
0.493058,0.25562,0.532429,0.4218,1.27591,0.233476,0.837162,0.345255,All
0.773924,0.332306,0.991998,0.296822,1.76791,0.0437768,1.25306,0.224416,All
1.05479,0.511239,1.45157,0.156222,2.25992,0.0437768,1.66895,0.155365,All
1.33566,0.357867,1.91114,0.0468666,2.75192,0,2.08485,0.0517882,All
1.61652,0.12781,2.37071,0.0468666,3.24393,0.0145923,2.50074,0.0172627,All
