iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9737,0.0542979,25.2698,0.185615,38.3577,0.835619,21.1378,0.673457
2,14.0142,0.0516742,24.9197,0.171991,36.4971,0.742674,20.4999,0.580104
3,14.002,0.048851,24.9021,0.167763,35.4506,0.710151,20.307,0.542702
4,13.9831,0.0480546,24.9159,0.161648,34.8639,0.694849,19.9256,0.516552
5,13.9815,0.0466058,24.9266,0.160546,34.6011,0.678296,19.6731,0.509807
6,13.9719,0.0463149,24.8857,0.158935,34.7378,0.66194,19.3234,0.51236
7,13.961,0.0456674,24.9371,0.160851,34.5858,0.658179,18.9626,0.504598
8,13.9863,0.0452145,24.9429,0.16163,35.0988,0.663798,19.0934,0.505409
9,13.9887,0.0446432,24.9482,0.159904,35.3397,0.666996,19.2099,0.509149
10,13.9878,0.0446275,24.986,0.158776,35.6448,0.6759,19.2206,0.51515
11,13.9812,0.0437964,25.1004,0.158207,35.3715,0.676075,19.2015,0.511663
12,13.9771,0.0432377,25.145,0.156563,35.5846,0.670082,19.1853,0.508831
13,13.9741,0.0432961,25.1783,0.154747,35.2538,0.661535,19.2997,0.510795
14,13.9696,0.0432997,25.2306,0.153899,35.5146,0.661698,19.3722,0.507644
15,13.9635,0.0431787,25.194,0.152042,35.8527,0.661576,19.477,0.506047
16,13.9597,0.0431022,25.1718,0.151653,36.05,0.660391,19.7507,0.507744
17,13.9558,0.0428916,25.1962,0.151837,36.6094,0.664984,19.6561,0.504259
18,13.9531,0.0426357,25.1734,0.150843,36.6172,0.659998,19.6055,0.498601
19,13.9562,0.0424289,25.1216,0.151037,36.852,0.662808,19.5482,0.490114
20,13.9549,0.0423062,25.0507,0.151692,37.3103,0.663968,19.4983,0.484099
21,13.9566,0.0422316,24.9935,0.151118,37.7488,0.664296,19.4712,0.479058
22,13.9517,0.0421798,24.9595,0.15088,37.6674,0.660497,19.505,0.474971
23,13.9553,0.0422626,24.9443,0.150003,37.6213,0.659318,19.4104,0.470901
24,13.9613,0.0423779,24.9477,0.149585,37.5889,0.659017,19.3436,0.468061
25,13.9585,0.0420577,24.9649,0.1493,37.6307,0.658055,19.3066,0.470829
26,13.9607,0.0419879,24.9779,0.149402,37.6054,0.661483,19.3356,0.470904
27,13.9654,0.0423664,24.9734,0.149305,37.6543,0.66218,19.3474,0.471434
28,13.9623,0.042576,24.9618,0.149799,37.8677,0.665561,19.3897,0.471083
29,13.9615,0.0425967,24.9449,0.150023,37.9028,0.668199,19.3191,0.470763
30,13.9651,0.04277,24.9226,0.150495,37.8305,0.672207,19.2929,0.473216
31,13.9626,0.0427292,24.8949,0.15205,37.8461,0.673554,19.3051,0.474898
32,13.9627,0.0427635,24.8699,0.152915,37.7791,0.675943,19.3345,0.478558
33,13.9636,0.0427082,24.8597,0.152711,37.7009,0.676655,19.3898,0.479585
34,13.9619,0.042651,24.8526,0.152318,37.7528,0.675744,19.4166,0.482149
35,13.9615,0.0426121,24.8594,0.152526,37.8566,0.677044,19.4148,0.483194
36,13.9649,0.0426917,24.8789,0.152182,37.7014,0.676881,19.3858,0.484533
37,13.9648,0.0425542,24.8998,0.151759,37.4932,0.673817,19.3875,0.483947
38,13.9665,0.0424634,24.9237,0.151249,37.3875,0.67286,19.3703,0.48221
39,13.9666,0.0424441,24.95,0.151005,37.2276,0.670711,19.3566,0.483738
40,13.9686,0.0425287,24.9621,0.150931,37.3157,0.669512,19.3372,0.483257
41,13.9701,0.0425904,24.9633,0.150813,37.3807,0.671449,19.3327,0.484961
42,13.9716,0.0426451,24.9795,0.151211,37.305,0.674994,19.3199,0.486981
43,13.968,0.0425529,24.997,0.151341,37.1624,0.675184,19.3015,0.487521
44,13.9672,0.0425861,25.0168,0.151144,37.1188,0.677487,19.2561,0.487554
45,13.9688,0.0425615,25.0348,0.150949,37.0727,0.67732,19.1842,0.48821
46,13.9718,0.0425762,25.048,0.150639,36.9276,0.675946,19.12,0.488283
47,13.9738,0.0427163,25.0705,0.150672,36.8315,0.676029,19.0477,0.488404
48,13.9767,0.0427512,25.0775,0.150903,36.7038,0.677409,19.0045,0.491421
49,13.9795,0.0426885,25.0931,0.151185,36.6091,0.680573,18.9672,0.494087
50,13.9798,0.0426236,25.1142,0.151245,36.5236,0.679749,18.9532,0.495286
51,13.98,0.0425909,25.1262,0.151061,36.4096,0.681551,18.9502,0.496475
52,13.9802,0.042655,25.146,0.150847,36.3742,0.681773,19.0209,0.498873
53,13.9826,0.0426316,25.1596,0.150492,36.2583,0.681164,19.0098,0.499671
54,13.9839,0.0425595,25.1749,0.150297,36.2756,0.682983,19.0128,0.500046
55,13.9851,0.0426109,25.201,0.149877,36.2668,0.683767,18.999,0.499619
56,13.9814,0.0426486,25.2285,0.149497,36.332,0.685323,18.976,0.500339
57,13.9804,0.0425711,25.2486,0.149013,36.2448,0.684111,18.9662,0.500457
58,13.9796,0.0425628,25.2565,0.148592,36.176,0.682133,18.9722,0.500561
59,13.9781,0.0425463,25.2668,0.148384,36.0798,0.680128,18.9673,0.500576
60,13.9787,0.0425307,25.2788,0.148312,36.0113,0.678559,18.9456,0.499902
61,13.9791,0.0425629,25.2805,0.148315,36.209,0.679286,18.9273,0.499791
62,13.9809,0.0425903,25.2836,0.148284,36.361,0.681618,18.8968,0.499004
63,13.9822,0.0424597,25.2762,0.148263,36.4386,0.682795,18.8966,0.499086
64,13.9796,0.042441,25.2857,0.148995,36.4172,0.682991,18.8851,0.500115
65,13.9768,0.0424097,25.2932,0.149672,36.388,0.683141,18.8997,0.500442
66,13.9744,0.0423698,25.2977,0.149965,36.4113,0.683859,18.8839,0.499209
67,13.9742,0.0423986,25.2923,0.150216,36.3782,0.685027,18.859,0.498603
68,13.9713,0.0425139,25.3037,0.150096,36.2933,0.684156,18.8335,0.497824
69,13.97,0.0425644,25.3022,0.150353,36.2601,0.683026,18.8255,0.498504
70,13.9692,0.0425566,25.2957,0.15045,36.3199,0.682586,18.8122,0.499603
71,13.9699,0.0424324,25.2973,0.150472,36.4464,0.684823,18.777,0.49969
72,13.9718,0.0423539,25.295,0.150463,36.4704,0.684694,18.7371,0.501168
73,13.9727,0.0423654,25.2991,0.150299,36.453,0.683798,18.7392,0.501343
74,13.9732,0.0422558,25.2918,0.150228,36.5123,0.684275,18.7525,0.501266
75,13.9724,0.0422229,25.292,0.149893,36.5981,0.684272,18.7587,0.501577
