standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.43507,0.184102,-1.68222,0.216107,-2.56598,0.014026,-1.89184,0.108061,All
-1.16209,0.736409,-1.31678,0.157169,-2.05411,0.0420781,-1.4932,0.198111,All
-0.889112,0.526007,-0.951334,0.275045,-1.54224,0.168312,-1.09456,0.234132,All
-0.616131,0.131502,-0.585893,0.45186,-1.03037,0.21039,-0.695928,0.234132,All
-0.34315,0.157802,-0.220452,0.45186,-0.518506,0.308572,-0.297292,0.486273,All
-0.0701693,0.210403,0.14499,0.432214,-0.00663644,0.448833,0.101344,0.540304,All
0.202812,0.289304,0.510431,0.255399,0.505233,0.420781,0.49998,0.198111,All
0.475792,0.473406,0.875872,0.314337,1.0171,0.308572,0.898616,0.252142,All
0.748773,0.420805,1.24131,0.176815,1.52897,0.0701301,1.29725,0.252142,All
1.02175,0.289304,1.60675,0.0392921,2.04084,0.0701301,1.69589,0.144081,All
1.29473,0.263003,1.9722,0.0392921,2.55271,0.028052,2.09452,0.0360203,All
1.56772,0.105201,2.33764,0.0982304,3.06458,0,2.49316,0,All
1.8407,0.157802,2.70308,0.0392921,3.57645,0.014026,2.8918,0.0180101,All
