standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.57156,0.00666667,-1.86494,0.00666667,-2.82192,0.00666667,-2.09115,0.00666667,All
-1.52258,0.0133333,-1.84151,0.0133333,-1.86963,0.0133333,-1.95414,0.0133333,All
-1.46634,0.02,-1.77656,0.02,-1.83283,0.02,-1.85561,0.02,All
-1.42669,0.0266667,-1.7548,0.0266667,-1.80878,0.0266667,-1.81391,0.0266667,All
-1.40487,0.0333333,-1.74585,0.0333333,-1.7629,0.0333333,-1.80289,0.0333333,All
-1.39305,0.04,-1.72398,0.04,-1.64286,0.04,-1.79058,0.04,All
-1.32072,0.0466667,-1.64178,0.0466667,-1.6355,0.0466667,-1.6457,0.0466667,All
-1.28485,0.0533333,-1.60996,0.0533333,-1.59202,0.0533333,-1.62437,0.0533333,All
-1.24693,0.06,-1.58855,0.06,-1.45349,0.06,-1.54039,0.06,All
-1.2246,0.0666667,-1.56152,0.0666667,-1.4194,0.0666667,-1.52385,0.0666667,All
-1.22295,0.0733333,-1.52719,0.0733333,-1.40822,0.0733333,-1.46926,0.0733333,All
-1.22019,0.08,-1.49381,0.08,-1.37789,0.08,-1.429,0.08,All
-1.21959,0.0866667,-1.49233,0.0866667,-1.36082,0.0866667,-1.40137,0.0866667,All
-1.21331,0.0933333,-1.47194,0.0933333,-1.31506,0.0933333,-1.39877,0.0933333,All
-1.21268,0.1,-1.30599,0.1,-1.29493,0.1,-1.36856,0.1,All
-1.20902,0.106667,-1.27345,0.106667,-1.28998,0.106667,-1.35531,0.106667,All
-1.20672,0.113333,-1.23329,0.113333,-1.28309,0.113333,-1.29933,0.113333,All
-1.18529,0.12,-1.21962,0.12,-1.27366,0.12,-1.28719,0.12,All
-1.17846,0.126667,-1.21619,0.126667,-1.20346,0.126667,-1.26562,0.126667,All
-1.15641,0.133333,-1.10517,0.133333,-1.18255,0.133333,-1.22154,0.133333,All
-1.13466,0.14,-1.03356,0.14,-1.16,0.14,-1.19315,0.14,All
-1.13154,0.146667,-1.02105,0.146667,-1.14801,0.146667,-1.11648,0.146667,All
-1.12671,0.153333,-1.02027,0.153333,-1.10761,0.153333,-1.08184,0.153333,All
-1.11502,0.16,-1.01496,0.16,-1.06031,0.16,-1.00305,0.16,All
-1.09438,0.166667,-1.00677,0.166667,-0.964161,0.166667,-0.997164,0.166667,All
-1.09271,0.173333,-0.969586,0.173333,-0.956249,0.173333,-0.982586,0.173333,All
-1.09108,0.18,-0.959003,0.18,-0.91685,0.18,-0.942158,0.18,All
-1.0902,0.186667,-0.916025,0.186667,-0.868389,0.186667,-0.941103,0.186667,All
-1.0766,0.193333,-0.904485,0.193333,-0.864318,0.193333,-0.937611,0.193333,All
-1.07245,0.2,-0.831067,0.2,-0.853071,0.2,-0.927375,0.2,All
-1.0714,0.206667,-0.826347,0.206667,-0.795376,0.206667,-0.825189,0.206667,All
-1.06505,0.213333,-0.824962,0.213333,-0.768106,0.213333,-0.816126,0.213333,All
-1.0636,0.22,-0.800123,0.22,-0.640823,0.22,-0.756062,0.22,All
-1.04119,0.226667,-0.765845,0.226667,-0.614866,0.226667,-0.738363,0.226667,All
-1.0329,0.233333,-0.755118,0.233333,-0.569444,0.233333,-0.71541,0.233333,All
-1.01588,0.24,-0.697642,0.24,-0.54089,0.24,-0.663043,0.24,All
-1.01284,0.246667,-0.673479,0.246667,-0.538082,0.246667,-0.635638,0.246667,All
-1.00758,0.253333,-0.660049,0.253333,-0.525593,0.253333,-0.609767,0.253333,All
-1.00539,0.26,-0.647817,0.26,-0.521516,0.26,-0.60031,0.26,All
-1.00232,0.266667,-0.597173,0.266667,-0.501474,0.266667,-0.597872,0.266667,All
-1.00042,0.273333,-0.5812,0.273333,-0.467569,0.273333,-0.568693,0.273333,All
-0.995691,0.28,-0.578898,0.28,-0.460739,0.28,-0.55123,0.28,All
-0.96634,0.286667,-0.573323,0.286667,-0.453075,0.286667,-0.538814,0.286667,All
-0.951747,0.293333,-0.559037,0.293333,-0.426499,0.293333,-0.490422,0.293333,All
-0.945023,0.3,-0.555682,0.3,-0.419546,0.3,-0.448573,0.3,All
-0.943936,0.306667,-0.546137,0.306667,-0.399011,0.306667,-0.419955,0.306667,All
-0.931281,0.313333,-0.543569,0.313333,-0.396558,0.313333,-0.391578,0.313333,All
-0.920585,0.32,-0.513007,0.32,-0.386262,0.32,-0.386085,0.32,All
-0.879969,0.326667,-0.506185,0.326667,-0.359071,0.326667,-0.375467,0.326667,All
-0.87846,0.333333,-0.505978,0.333333,-0.328306,0.333333,-0.372113,0.333333,All
-0.869286,0.34,-0.485465,0.34,-0.32682,0.34,-0.369477,0.34,All
-0.850588,0.346667,-0.479309,0.346667,-0.316494,0.346667,-0.346522,0.346667,All
-0.83477,0.353333,-0.471987,0.353333,-0.270754,0.353333,-0.338331,0.353333,All
-0.800996,0.36,-0.457805,0.36,-0.241258,0.36,-0.329861,0.36,All
-0.765706,0.366667,-0.451754,0.366667,-0.222738,0.366667,-0.299084,0.366667,All
-0.746245,0.373333,-0.447259,0.373333,-0.171065,0.373333,-0.287301,0.373333,All
-0.729764,0.38,-0.374538,0.38,-0.1637,0.38,-0.271228,0.38,All
-0.729521,0.386667,-0.367678,0.386667,-0.147906,0.386667,-0.264685,0.386667,All
-0.656699,0.393333,-0.351484,0.393333,-0.139818,0.393333,-0.224337,0.393333,All
-0.616727,0.4,-0.348823,0.4,-0.113692,0.4,-0.22326,0.4,All
-0.3183,0.406667,-0.343532,0.406667,-0.105431,0.406667,-0.221088,0.406667,All
-0.29527,0.413333,-0.341908,0.413333,-0.0925348,0.413333,-0.202094,0.413333,All
-0.286633,0.42,-0.306224,0.42,-0.0864939,0.42,-0.202063,0.42,All
-0.257433,0.426667,-0.305442,0.426667,-0.0832167,0.426667,-0.187157,0.426667,All
-0.234294,0.433333,-0.294865,0.433333,-0.0682527,0.433333,-0.182453,0.433333,All
-0.218018,0.44,-0.293843,0.44,-0.0629717,0.44,-0.1509,0.44,All
-0.191059,0.446667,-0.272618,0.446667,-0.0547105,0.446667,-0.143323,0.446667,All
-0.128178,0.453333,-0.260794,0.453333,-0.0390521,0.453333,-0.122456,0.453333,All
-0.0861552,0.46,-0.241922,0.46,-0.0314287,0.46,-0.119231,0.46,All
-0.0558977,0.466667,-0.238579,0.466667,-0.014607,0.466667,-0.102167,0.466667,All
-0.00516992,0.473333,-0.206413,0.473333,-0.00843149,0.473333,-0.0937347,0.473333,All
0.0132186,0.48,-0.190254,0.48,0.0136965,0.48,-0.0483991,0.48,All
0.0306848,0.486667,-0.189487,0.486667,0.0289232,0.486667,-0.035019,0.486667,All
0.0325665,0.493333,-0.166596,0.493333,0.0298938,0.493333,-0.0122084,0.493333,All
0.0699699,0.5,-0.159492,0.5,0.0632479,0.5,-0.00876246,0.5,All
0.0863706,0.506667,-0.101239,0.506667,0.0962179,0.506667,-0.00652697,0.506667,All
0.117734,0.513333,-0.0971035,0.513333,0.126903,0.513333,-0.00573178,0.513333,All
0.129194,0.52,-0.0856309,0.52,0.139811,0.52,-0.00345873,0.52,All
0.149897,0.526667,-0.0851422,0.526667,0.15432,0.526667,0.00619546,0.526667,All
0.167122,0.533333,-0.0242096,0.533333,0.156147,0.533333,0.0145361,0.533333,All
0.167606,0.54,-0.0172744,0.54,0.1729,0.54,0.0226923,0.54,All
0.181295,0.546667,-0.0132051,0.546667,0.188064,0.546667,0.0339656,0.546667,All
0.219153,0.553333,0.0068122,0.553333,0.189599,0.553333,0.036712,0.553333,All
0.23266,0.56,0.0150751,0.56,0.216077,0.56,0.0368457,0.56,All
0.274647,0.566667,0.0278895,0.566667,0.242263,0.566667,0.0701313,0.566667,All
0.382029,0.573333,0.0411978,0.573333,0.276475,0.573333,0.0800304,0.573333,All
0.388321,0.58,0.0504694,0.58,0.281638,0.58,0.103172,0.58,All
0.405436,0.586667,0.0592422,0.586667,0.294809,0.586667,0.110784,0.586667,All
0.417583,0.593333,0.082981,0.593333,0.299346,0.593333,0.116202,0.593333,All
0.429506,0.6,0.108462,0.6,0.317814,0.6,0.134083,0.6,All
0.443654,0.606667,0.122323,0.606667,0.322542,0.606667,0.139945,0.606667,All
0.465989,0.613333,0.13221,0.613333,0.353151,0.613333,0.151474,0.613333,All
0.480247,0.62,0.151302,0.62,0.437808,0.62,0.156736,0.62,All
0.50624,0.626667,0.15289,0.626667,0.439402,0.626667,0.161361,0.626667,All
0.509088,0.633333,0.167209,0.633333,0.44792,0.633333,0.166669,0.633333,All
0.511458,0.64,0.202718,0.64,0.457968,0.64,0.201054,0.64,All
0.512227,0.646667,0.220839,0.646667,0.460006,0.646667,0.242729,0.646667,All
0.522033,0.653333,0.234147,0.653333,0.509755,0.653333,0.25044,0.653333,All
0.532762,0.66,0.237823,0.66,0.53739,0.66,0.274155,0.66,All
0.551734,0.666667,0.299147,0.666667,0.542821,0.666667,0.299746,0.666667,All
0.565802,0.673333,0.302607,0.673333,0.543689,0.673333,0.350759,0.673333,All
0.573667,0.68,0.329893,0.68,0.578761,0.68,0.363528,0.68,All
0.581988,0.686667,0.341059,0.686667,0.582314,0.686667,0.430888,0.686667,All
0.625816,0.693333,0.36443,0.693333,0.594533,0.693333,0.435719,0.693333,All
0.684391,0.7,0.397664,0.7,0.611311,0.7,0.479884,0.7,All
0.687264,0.706667,0.416915,0.706667,0.615971,0.706667,0.509364,0.706667,All
