standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.65289,0.235792,-2.58442,0.0174925,-2.51219,0.0138199,-2.48874,0.0390382,All
-1.37886,0.392986,-2.17399,0.0349849,-1.99269,0.0829194,-2.12092,0.0585573,All
-1.10482,0.183394,-1.76356,0.122447,-1.47318,0.193479,-1.7531,0.136634,All
-0.830785,0.130995,-1.35312,0.174925,-0.953681,0.234938,-1.38528,0.136634,All
-0.556749,0.602579,-0.94269,0.244895,-0.434177,0.221118,-1.01746,0.370863,All
-0.282714,0.445385,-0.532257,0.489789,0.0853262,0.414597,-0.649643,0.156153,All
-0.00867783,0.183394,-0.121824,0.437312,0.60483,0.428417,-0.281824,0.42942,All
0.265358,0.366787,0.288609,0.349849,1.12433,0.290218,0.0859942,0.409901,All
0.539394,0.0523982,0.699042,0.314864,1.64384,0.0967393,0.453813,0.351344,All
0.813429,0.28819,1.10947,0.192417,2.16334,0.0552796,0.821631,0.234229,All
1.08746,0.523982,1.51991,0.122447,2.68284,0.0276398,1.18945,0.409901,All
1.3615,0.28819,1.93034,0.0524774,3.20235,0,1.55727,0.156153,All
1.63554,0.235792,2.34077,0.0699699,3.72185,0.0138199,1.92509,0.0390382,All
