Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q2_abscissa,Q2_pdf,Q2_cdf,V2_abscissa,V2_pdf,V2_cdf,Q3_abscissa,Q3_pdf,Q3_cdf,V3_abscissa,V3_pdf,V3_cdf,split
13.9534,0.108675,0.54997,24.8909,0.0552829,0.576815,134.762,0.000717948,0.958572,24.9726,0.014097,0.794826,4.43962e-05,2.22045e-16,2.22045e-16,8.371,2.22045e-16,2.22045e-16,All
14.2745,0.104675,0.584244,25.4842,0.0529551,0.608931,139.485,0.000649403,0.961798,25.8053,0.0131825,0.80618,4.43966e-05,2.22045e-16,2.22045e-16,8.37107,2.22045e-16,2.22045e-16,All
14.5957,0.100167,0.61715,26.0774,0.0504407,0.639607,144.208,0.000588577,0.964719,26.6381,0.0123342,0.8168,4.4397e-05,2.22045e-16,2.22045e-16,8.37115,2.22045e-16,2.22045e-16,All
14.9168,0.0952731,0.648542,26.6706,0.0477951,0.668751,148.931,0.000534469,0.967368,27.4708,0.0115471,0.826739,4.43974e-05,2.22045e-16,2.22045e-16,8.37123,2.22045e-16,2.22045e-16,All
15.238,0.0901064,0.678316,27.2638,0.0450687,0.696298,153.653,0.000486225,0.969776,28.3036,0.0108165,0.836047,4.43978e-05,2.22045e-16,2.22045e-16,8.3713,2.22045e-16,2.22045e-16,All
15.5592,0.0847704,0.706401,27.8571,0.0423062,0.722216,158.376,0.000443114,0.971969,29.1363,0.0101381,0.844768,4.43982e-05,2.22045e-16,2.22045e-16,8.37138,2.22045e-16,2.22045e-16,All
15.8803,0.079357,0.732757,28.4503,0.039546,0.746493,163.099,0.000404505,0.973969,29.9691,0.0095078,0.852945,4.43986e-05,2.22045e-16,2.22045e-16,8.37146,2.22045e-16,2.22045e-16,All
16.2015,0.0739468,0.757374,29.0435,0.0368212,0.769142,167.822,0.000369859,0.975796,30.8018,0.00892199,0.860616,4.4399e-05,2.22045e-16,2.22045e-16,8.37154,2.22045e-16,2.22045e-16,All
16.5226,0.0686079,0.780263,29.6368,0.034159,0.790193,172.545,0.000338706,0.977468,31.6346,0.00837721,0.867816,4.43994e-05,2.22045e-16,2.22045e-16,8.37161,2.22045e-16,2.22045e-16,All
16.8438,0.0633973,0.801456,30.23,0.0315812,0.809687,177.267,0.000310642,0.979,32.4673,0.00787033,0.874579,4.43999e-05,2.22045e-16,2.22045e-16,8.37169,2.22045e-16,2.22045e-16,All
17.165,0.0583605,0.821002,30.8232,0.0291051,0.827682,181.99,0.000285313,0.980406,33.3,0.00739843,0.880934,4.44003e-05,2.22045e-16,2.22045e-16,8.37177,2.22045e-16,2.22045e-16,All
17.4861,0.0535332,0.838964,31.4164,0.0267434,0.844242,186.713,0.000262414,0.981699,34.1328,0.00695887,0.88691,4.44007e-05,2.22045e-16,2.22045e-16,8.37184,2.22045e-16,2.22045e-16,All
17.8073,0.0489416,0.855413,32.0097,0.0245051,0.859437,191.436,0.000241675,0.982888,34.9655,0.00654918,0.892532,4.44011e-05,2.22045e-16,2.22045e-16,8.37192,2.22045e-16,2.22045e-16,All
18.1284,0.0446041,0.870428,32.6029,0.0223959,0.873342,196.159,0.000222863,0.983985,35.7983,0.00616711,0.897825,4.44015e-05,2.22045e-16,2.22045e-16,8.372,2.22045e-16,2.22045e-16,All
18.4496,0.0405317,0.884091,33.1961,0.0204185,0.886035,200.881,0.000205771,0.984996,36.631,0.0058106,0.902811,4.44019e-05,2.22045e-16,2.22045e-16,8.37207,2.22045e-16,2.22045e-16,All
18.7708,0.0367298,0.896491,33.7894,0.0185734,0.897594,205.604,0.000190219,0.985931,37.4638,0.00547773,0.907509,4.44023e-05,2.22045e-16,2.22045e-16,8.37215,2.22045e-16,2.22045e-16,All
19.0919,0.0331984,0.907713,34.3826,0.0168592,0.908097,210.327,0.000176047,0.986795,38.2965,0.00516676,0.91194,4.44027e-05,2.22045e-16,2.22045e-16,8.37223,2.22045e-16,2.22045e-16,All
19.4131,0.0299336,0.917843,34.9758,0.0152728,0.917622,215.05,0.000163114,0.987595,39.1293,0.00487608,0.91612,4.44031e-05,2.22045e-16,2.22045e-16,8.37231,2.22045e-16,2.22045e-16,All
19.7342,0.0269283,0.926967,35.5691,0.0138099,0.926242,219.773,0.000151296,0.988337,39.962,0.0046042,0.920066,4.44035e-05,2.22045e-16,2.22045e-16,8.37238,2.22045e-16,2.22045e-16,All
20.0554,0.0241727,0.935167,36.1623,0.0124654,0.93403,224.495,0.000140483,0.989026,40.7948,0.00434975,0.923793,4.44039e-05,2.22045e-16,2.22045e-16,8.37246,2.22045e-16,2.22045e-16,All
20.3765,0.0216553,0.942519,36.7555,0.0112335,0.941054,229.218,0.000130576,0.989666,41.6275,0.00411149,0.927315,4.44043e-05,2.22045e-16,2.22045e-16,8.37254,2.22045e-16,2.22045e-16,All
20.6977,0.0193633,0.9491,37.3487,0.0101078,0.947379,233.941,0.000121488,0.990261,42.4603,0.00388826,0.930645,4.44047e-05,2.22045e-16,2.22045e-16,8.37261,2.22045e-16,2.22045e-16,All
21.0189,0.017283,0.95498,37.942,0.00908203,0.953066,238.664,0.000113141,0.990815,43.293,0.00367898,0.933795,4.44051e-05,2.22045e-16,1,8.37269,2.22045e-16,1,All
21.34,0.0154004,0.960223,38.5352,0.00814943,0.958173,243.387,0.000105466,0.991331,44.1258,0.00348269,0.936776,4.44055e-05,2.22045e-16,1,8.37277,2.22045e-16,1,All
21.6612,0.0137012,0.964891,39.1284,0.00730346,0.962752,248.109,9.84002e-05,0.991812,44.9585,0.00329846,0.939599,4.4406e-05,2.22045e-16,1,8.37285,2.22045e-16,1,All
21.9823,0.0121714,0.969041,39.7217,0.00653766,0.966854,252.832,9.18891e-05,0.992261,45.7913,0.00312546,0.942273,4.44064e-05,2.22045e-16,1,8.37292,2.22045e-16,1,All
22.3035,0.0107974,0.972726,40.3149,0.00584576,0.970524,257.555,8.58821e-05,0.99268,46.624,0.00296293,0.944807,4.44068e-05,2.22045e-16,1,8.373,2.22045e-16,1,All
22.6247,0.00956597,0.975992,40.9081,0.00522176,0.973803,262.278,8.03347e-05,0.993073,47.4568,0.00281014,0.94721,4.44072e-05,2.22045e-16,1,8.37308,2.22045e-16,1,All
22.9458,0.00846456,0.978884,41.5013,0.00465991,0.976731,267.001,7.52064e-05,0.99344,48.2895,0.00266644,0.94949,4.44076e-05,2.22045e-16,1,8.37315,2.22045e-16,1,All
23.267,0.00748131,0.981442,42.0946,0.00415482,0.979343,271.723,7.04609e-05,0.993784,49.1223,0.00253121,0.951653,4.4408e-05,2.22045e-16,1,8.37323,2.22045e-16,1,All
23.5881,0.00660511,0.983701,42.6878,0.0037014,0.981671,276.446,6.60655e-05,0.994106,49.955,0.00240389,0.953708,4.44084e-05,2.22045e-16,1,8.37331,2.22045e-16,1,All
23.9093,0.0058256,0.985695,43.281,0.00329491,0.983744,281.169,6.19906e-05,0.994408,50.7877,0.00228396,0.955659,4.44088e-05,2.22045e-16,1,8.37338,2.22045e-16,1,All
24.2305,0.00513318,0.987452,43.8743,0.00293094,0.985589,285.892,5.82092e-05,0.994692,51.6205,0.00217093,0.957513,4.44092e-05,2.22045e-16,1,8.37346,2.22045e-16,1,All
24.5516,0.004519,0.989,44.4675,0.00260544,0.987229,290.615,5.46974e-05,0.994959,52.4532,0.00206436,0.959276,4.44096e-05,2.22045e-16,1,8.37354,2.22045e-16,1,All
24.8728,0.00397498,0.990362,45.0607,0.00231463,0.988687,295.337,5.14329e-05,0.995209,53.286,0.00196382,0.960953,4.441e-05,2.22045e-16,1,8.37362,2.22045e-16,1,All
25.1939,0.0034937,0.99156,45.6539,0.0020551,0.989981,300.06,4.83959e-05,0.995445,54.1187,0.00186893,0.962549,4.44104e-05,2.22045e-16,1,8.37369,2.22045e-16,1,All
25.5151,0.00306844,0.992612,46.2472,0.00182368,0.991131,304.783,4.55681e-05,0.995666,54.9515,0.00177933,0.964067,4.44108e-05,2.22045e-16,1,8.37377,2.22045e-16,1,All
25.8363,0.00269309,0.993536,46.8404,0.00161752,0.99215,309.506,4.29332e-05,0.995875,55.7842,0.00169468,0.965514,4.44112e-05,2.22045e-16,1,8.37385,2.22045e-16,1,All
26.1574,0.00236213,0.994347,47.4336,0.00143401,0.993054,314.229,4.04759e-05,0.996072,56.617,0.00161468,0.966891,4.44117e-05,2.22045e-16,1,8.37392,2.22045e-16,1,All
26.4786,0.00207061,0.995058,48.0269,0.00127078,0.993856,318.951,3.81827e-05,0.996258,57.4497,0.00153904,0.968204,4.44121e-05,2.22045e-16,1,8.374,2.22045e-16,1,All
26.7997,0.00181405,0.995681,48.6201,0.00112569,0.994565,323.674,3.6041e-05,0.996433,58.2825,0.00146748,0.969456,4.44125e-05,2.22045e-16,1,8.37408,2.22045e-16,1,All
27.1209,0.00158846,0.996226,49.2133,0.000996811,0.995194,328.397,3.40393e-05,0.996599,59.1152,0.00139976,0.970649,4.44129e-05,2.22045e-16,1,8.37415,2.22045e-16,1,All
27.4421,0.00139025,0.996704,49.8065,0.000882397,0.995751,333.12,3.21671e-05,0.996755,59.948,0.00133564,0.971788,4.44133e-05,2.22045e-16,1,8.37423,2.22045e-16,1,All
27.7632,0.00121623,0.997122,50.3998,0.000780882,0.996244,337.843,3.04149e-05,0.996903,60.7807,0.00127491,0.972875,4.44137e-05,2.22045e-16,1,8.37431,2.22045e-16,1,All
28.0844,0.00106354,0.997487,50.993,0.000690859,0.99668,342.565,2.87738e-05,0.997042,61.6135,0.00121737,0.973912,4.44141e-05,2.22045e-16,1,8.37439,2.22045e-16,1,All
28.4055,0.000929674,0.997807,51.5862,0.000611064,0.997065,347.288,2.72359e-05,0.997175,62.4462,0.00116282,0.974903,4.44145e-05,2.22045e-16,1,8.37446,2.22045e-16,1,All
28.7267,0.000812368,0.998086,52.1795,0.000540366,0.997407,352.011,2.57936e-05,0.9973,63.279,0.00111109,0.97585,4.44149e-05,2.22045e-16,1,8.37454,2.22045e-16,1,All
29.0478,0.000709632,0.99833,52.7727,0.000477753,0.997708,356.734,2.44403e-05,0.997418,64.1117,0.00106201,0.976754,4.44153e-05,2.22045e-16,1,8.37462,2.22045e-16,1,All
29.369,0.000619705,0.998543,53.3659,0.000422321,0.997975,361.457,2.31696e-05,0.997531,64.9445,0.00101543,0.977619,4.44157e-05,2.22045e-16,1,8.37469,2.22045e-16,1,All
29.6902,0.000541026,0.99873,53.9591,0.000373263,0.998211,366.179,2.19757e-05,0.997637,65.7772,0.0009712,0.978446,4.44161e-05,2.22045e-16,1,8.37477,2.22045e-16,1,All
30.0113,0.000472219,0.998892,54.5524,0.000329859,0.998419,370.902,2.08533e-05,0.997738,66.61,0.000929195,0.979237,4.44165e-05,2.22045e-16,1,8.37485,2.22045e-16,1,All
30.3325,0.000412071,0.999034,55.1456,0.000291469,0.998603,375.625,1.97977e-05,0.997834,67.4427,0.000889282,0.979994,4.44169e-05,2.22045e-16,1,8.37492,2.22045e-16,1,All
30.6536,0.000359512,0.999157,55.7388,0.000257521,0.998766,380.348,1.88041e-05,0.997926,68.2755,0.000851345,0.980719,4.44173e-05,2.22045e-16,1,8.375,2.22045e-16,1,All
30.9748,0.0003136,0.999265,56.3321,0.000227509,0.998909,385.071,1.78685e-05,0.998012,69.1082,0.000815272,0.981413,4.44178e-05,2.22045e-16,1,8.37508,2.22045e-16,1,All
31.296,0.000273507,0.99936,56.9253,0.000200981,0.999036,389.793,1.6987e-05,0.998094,69.9409,0.000780959,0.982077,4.44182e-05,2.22045e-16,1,8.37516,2.22045e-16,1,All
31.6171,0.000238506,0.999442,57.5185,0.000177538,0.999148,394.516,1.6156e-05,0.998173,70.7737,0.00074831,0.982714,4.44186e-05,2.22045e-16,1,8.37523,2.22045e-16,1,All
31.9383,0.000207959,0.999513,58.1118,0.000156824,0.999247,399.239,1.53723e-05,0.998247,71.6064,0.000717233,0.983324,4.4419e-05,2.22045e-16,1,8.37531,2.22045e-16,1,All
32.2594,0.000181305,0.999576,58.705,0.000138524,0.999335,403.962,1.46327e-05,0.998318,72.4392,0.000687642,0.983909,4.44194e-05,2.22045e-16,1,8.37539,2.22045e-16,1,All
32.5806,0.000158054,0.99963,59.2982,0.000122359,0.999412,408.685,1.39344e-05,0.998385,73.2719,0.000659456,0.98447,4.44198e-05,2.22045e-16,1,8.37546,2.22045e-16,1,All
32.9018,0.000137774,0.999677,59.8914,0.00010808,0.99948,413.407,1.32748e-05,0.99845,74.1047,0.0006326,0.985007,4.44202e-05,2.22045e-16,1,8.37554,2.22045e-16,1,All
33.2229,0.000120089,0.999719,60.4847,9.54694e-05,0.999541,418.13,1.26514e-05,0.998511,74.9374,0.000607003,0.985524,4.44206e-05,2.22045e-16,1,8.37562,2.22045e-16,1,All
33.5441,0.00010467,0.999755,61.0779,8.43325e-05,0.999594,422.853,1.2062e-05,0.998569,75.7702,0.000582598,0.986019,4.4421e-05,2.22045e-16,1,8.37569,2.22045e-16,1,All
33.8652,9.12278e-05,0.999786,61.6711,7.44977e-05,0.999641,427.576,1.15044e-05,0.998625,76.6029,0.000559321,0.986494,4.44214e-05,2.22045e-16,1,8.37577,2.22045e-16,1,All
34.1864,7.95106e-05,0.999814,62.2644,6.58131e-05,0.999683,432.299,1.09767e-05,0.998678,77.4357,0.000537115,0.986951,4.44218e-05,2.22045e-16,1,8.37585,2.22045e-16,1,All
34.5076,6.92982e-05,0.999837,62.8576,5.81443e-05,0.999719,437.021,1.04772e-05,0.998729,78.2684,0.000515923,0.987389,4.44222e-05,2.22045e-16,1,8.37593,2.22045e-16,1,All
34.8287,6.03979e-05,0.999858,63.4508,5.13727e-05,0.999752,441.744,1.00039e-05,0.998777,79.1012,0.000495693,0.98781,4.44226e-05,2.22045e-16,1,8.376,2.22045e-16,1,All
35.1499,5.26417e-05,0.999876,64.044,4.53932e-05,0.99978,446.467,9.55546e-06,0.998823,79.9339,0.000476375,0.988215,4.4423e-05,2.22045e-16,1,8.37608,2.22045e-16,1,All
35.471,4.5883e-05,0.999892,64.6373,4.01132e-05,0.999806,451.19,9.1303e-06,0.998867,80.7667,0.000457922,0.988604,4.44235e-05,2.22045e-16,1,8.37616,2.22045e-16,1,All
35.7922,3.99936e-05,0.999906,65.2305,3.54506e-05,0.999828,455.912,8.72707e-06,0.998909,81.5994,0.000440292,0.988978,4.44239e-05,2.22045e-16,1,8.37623,2.22045e-16,1,All
36.1134,3.4862e-05,0.999918,65.8237,3.13332e-05,0.999848,460.635,8.34446e-06,0.99895,82.4322,0.000423441,0.989337,4.44243e-05,2.22045e-16,1,8.37631,2.22045e-16,1,All
36.4345,3.03906e-05,0.999928,66.417,2.7697e-05,0.999865,465.358,7.98128e-06,0.998988,83.2649,0.000407332,0.989683,4.44247e-05,2.22045e-16,1,8.37639,2.22045e-16,1,All
36.7557,2.64946e-05,0.999938,67.0102,2.44857e-05,0.999881,470.081,7.63641e-06,0.999025,84.0977,0.000391927,0.990016,4.44251e-05,2.22045e-16,1,8.37646,2.22045e-16,1,All
