parameter,value
Cl_pop,13.4951705863084
V1_pop,23.3755338877418
beta_V1_logtCLCRMLMIN,-1.47705981023384
beta_V1_logtPROGDL,-0.504408322869361
Q_pop,23.4
beta_Q_LMP_1,1.04784837844825
beta_Q_SEXF_1,-0.156060634654586
beta_Q_logtAGEA,1.1414579543782
beta_Q_logtALBGDL,18.6500165895394
beta_Q_logtPROGDL,-18.7633200132934
V2_pop,4.37702344053118
beta_V2_SEXF_1,3.57715261463948
beta_V2_logtHCM,27.4516554199892
omega_Cl,0.258847755625614
omega_V1,0.135471860688363
omega_Q,4.57429595886119e-8
omega_V2,5.3661063310341e-8
a,1.48338260734844
b,0.039460506415084
