parameter,value
Cl_pop,13.4847381240395
V1_pop,23.6311232033948
beta_V1_logtCLCRMLMIN,-3.20597118911779
Q_pop,23.4
beta_Q_LMP_1,0.875687768991624
beta_Q_logtAGEA,1.13599538234752
beta_Q_logtALBGDL,17.997491752124
beta_Q_logtPROGDL,-18.1721831896002
V2_pop,2.86774548841278
beta_V2_SEXF_1,4.78436506259726
beta_V2_logtHCM,35.6060724486801
beta_V2_logtSCRMGDL,0.463124665966472
omega_Cl,0.258914276574519
omega_V1,0.274194362128074
omega_Q,2.09180632624951e-8
omega_V2,5.94002673581261e-8
a,1.45073865246156
b,0.0419681493327465
