Cl_pop,0.83681,0.098325,-0.33063,-0.1448,0.00014067,0.00054774,-0.011242,0.0011552,0.053157,-0.039328,0.010188
V1_pop,0.098325,10.813,-29.363,-4.1439,0.00029092,0.030575,-0.56949,0.17631,-2.2423,1.5712,-0.32848
Q_pop,-0.33063,-29.363,168.47,13.45,0.0024997,-0.25658,2.5832,-0.3779,13.954,-10.416,2.4368
V2_pop,-0.1448,-4.1439,13.45,17.746,6.5336e-5,-0.0686,0.87613,0.060223,-0.92193,0.60024,-0.15655
omega_Cl,0.00014067,0.00029092,0.0024997,6.5336e-5,0.0023934,-0.00015265,0.00062801,0.00021485,0.0034797,-0.0026929,0.00060691
omega_V1,0.00054774,0.030575,-0.25658,-0.0686,-0.00015265,0.0087773,-0.020951,-0.0091108,-0.031497,0.031124,-0.0092329
omega_Q,-0.011242,-0.56949,2.5832,0.87613,0.00062801,-0.020951,0.23546,0.029932,0.063345,-0.081945,0.025037
omega_V2,0.0011552,0.17631,-0.3779,0.060223,0.00021485,-0.0091108,0.029932,0.086266,0.15417,-0.15491,0.047037
a,0.053157,-2.2423,13.954,-0.92193,0.0034797,-0.031497,0.063345,0.15417,9.3285,-7.4363,1.8768
b,-0.039328,1.5712,-10.416,0.60024,-0.0026929,0.031124,-0.081945,-0.15491,-7.4363,6.0368,-1.5493
c,0.010188,-0.32848,2.4368,-0.15655,0.00060691,-0.0092329,0.025037,0.047037,1.8768,-1.5493,0.4058
