iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,672.944,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,667.252,1,20.7541,19.9218,10.8817,0.95,0.285,-0.418238,0.974679,0.974679,0.974679,0.974679
3,658.588,1,19.895,20.6503,10.5681,0.9025,0.27075,-0.375992,0.95,0.95,0.95,0.95
4,647.3,1,20.5865,20.466,10.934,0.857375,0.257212,-0.413239,0.925945,0.962853,0.925945,0.925945
5,638.703,1,21.237,20.5549,11.3525,0.814506,0.244352,-0.455113,0.9025,0.939071,0.9025,0.9025
6,630.184,1,21.3755,20.3377,10.5553,0.773781,0.232134,-0.471962,0.879648,0.915294,0.879648,0.879648
7,624.967,1,21.0776,19.9001,10.1244,0.735092,0.220528,-0.456172,0.857375,1.01322,0.857375,0.857375
8,618.383,1,21.0792,20.3869,10.4395,0.698337,0.209501,-0.453757,0.835666,1.05789,0.835666,0.835666
9,607.613,1,20.8974,20.1408,10.2346,0.66342,0.199026,-0.446032,0.814506,1.0311,0.814506,0.814506
10,612.999,1,20.6736,19.8519,9.11054,0.630249,0.189075,-0.458633,0.793882,1.26146,0.793882,0.890689
11,604.883,1,22.3495,20.7127,9.56473,0.598737,0.179621,-0.530501,0.773781,1.36644,0.773781,0.868136
12,604.134,1,21.2576,19.9666,9.9869,0.5688,0.17064,-0.481786,0.754188,1.45949,0.754188,0.846154
13,591.893,1,19.4916,20.2963,9.56065,0.54036,0.162108,-0.392943,0.735092,1.42253,0.735092,0.824729
14,589.122,1,20.7571,21.0758,8.89622,0.513342,0.154003,-0.451272,0.716479,1.45871,0.716479,0.803846
15,580.796,1,21.1385,21.0431,9.08993,0.487675,0.146302,-0.460415,0.698337,1.44274,0.698337,0.85613
16,570.119,1,23.5773,21.1624,9.76621,0.463291,0.138987,-0.551728,0.680655,1.40621,0.680655,0.834452
17,572.729,1,23.2769,21.3818,9.5167,0.440127,0.132038,-0.557232,0.66342,1.3706,0.66342,0.817867
18,566.224,1,22.0464,21.1833,9.67971,0.41812,0.125436,-0.511211,0.646622,1.3359,0.646622,0.83128
19,553.027,1,23.2838,21.4309,10.2519,0.871868,0.115023,-0.54501,0.630249,1.30207,0.630249,0.836155
20,539.741,1,22.3072,21.9775,9.61954,0.828275,0.109272,-0.514414,0.614291,1.2691,0.614291,0.814983
21,529.988,1,22.2456,21.9731,9.52266,0.786861,0.103808,-0.508615,0.598737,1.23697,0.598737,0.794347
22,524.444,1,22.8301,20.9577,9.26537,0.747518,0.0986176,-0.532509,0.583577,1.21693,0.583577,0.774234
23,529.307,1,23.0419,21.9978,9.63102,0.710142,0.0936867,-0.54124,0.5688,1.20867,0.5688,0.75463
