Cl_pop,15.922,-0.6881,-6.9746e-5,0.025485,-0.23182,0.0019072,0.0010221,0.0017388,-0.015954,0.029635,-0.0014965
beta_Cl_tSCRMGDL,-0.6881,0.032687,0.0022687,-0.00062216,0.0022676,-5.9311e-5,-7.5252e-5,-0.00031639,0.00077933,-0.0011467,6.4784e-5
V1_pop,-6.9746e-5,0.0022687,5.1071,0.139,-1.7472,0.00038429,-0.0038648,-0.11819,0.13251,-0.018329,0.0017214
beta_V1_logtWTKG,0.025485,-0.00062216,0.139,0.6801,-0.22021,0.00063224,-0.0093894,-0.0050653,0.0059344,0.029586,-0.00059604
V2_pop,-0.23182,0.0022676,-1.7472,-0.22021,16.404,-0.002489,-0.028317,0.53576,-0.17273,-0.10548,0.002411
omega_Cl,0.0019072,-5.9311e-5,0.00038429,0.00063224,-0.002489,0.0018415,-1.2455e-5,0.00017242,3.76e-5,-6.0471e-5,-1.3044e-5
omega_V1,0.0010221,-7.5252e-5,-0.0038648,-0.0093894,-0.028317,-1.2455e-5,0.0055799,-0.0088924,-0.0031342,0.0014318,-0.00024374
omega_Q,0.0017388,-0.00031639,-0.11819,-0.0050653,0.53576,0.00017242,-0.0088924,0.15031,-0.0033991,-0.010075,0.00083399
omega_V2,-0.015954,0.00077933,0.13251,0.0059344,-0.17273,3.76e-5,-0.0031342,-0.0033991,0.07898,-0.013012,0.00087941
a,0.029635,-0.0011467,-0.018329,0.029586,-0.10548,-6.0471e-5,0.0014318,-0.010075,-0.013012,0.083026,-0.0028143
b,-0.0014965,6.4784e-5,0.0017214,-0.00059604,0.002411,-1.3044e-5,-0.00024374,0.00083399,0.00087941,-0.0028143,0.00027934
