popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
1.22209,1.07306,1.22209,0.83636,1.60781,-0.103475,-0.129154,-0.103475,-0.489201,0.282252,All
1.2512,1.12087,1.2512,0.865477,1.63693,-0.0599311,-0.0794765,-0.0599311,-0.445658,0.325795,All
1.27697,1.16156,1.27697,0.891246,1.6627,-0.0163877,-0.0297992,-0.0163877,-0.402114,0.369339,All
1.28101,1.16791,1.28101,0.895287,1.66674,0.0271558,0.0198781,0.0271558,-0.358571,0.412882,All
1.31153,1.21086,1.31153,0.925807,1.69726,0.0706993,0.0695554,0.0706993,-0.315027,0.456426,All
1.33186,1.23909,1.33186,0.946131,1.71758,0.114243,0.119233,0.114243,-0.271484,0.499969,All
1.34278,1.25426,1.34278,0.957055,1.72851,0.157786,0.167859,0.157786,-0.22794,0.543513,All
1.37477,1.29869,1.37477,0.989047,1.7605,0.20133,0.21349,0.20133,-0.184397,0.587056,All
1.38674,1.31531,1.38674,1.00102,1.77247,0.244873,0.259121,0.244873,-0.140853,0.6306,All
1.40753,1.34418,1.40753,1.0218,1.79325,0.288417,0.304752,0.288417,-0.0973097,0.674143,All
1.44106,1.39018,1.44106,1.05534,1.82679,0.33196,0.350383,0.33196,-0.0537662,0.717687,All
1.44163,1.39088,1.44163,1.0559,1.82736,0.375504,0.396014,0.375504,-0.0102227,0.76123,All
1.4754,1.4315,1.4754,1.08967,1.86112,0.419047,0.441645,0.419047,0.0333208,0.804774,All
1.49651,1.45533,1.49651,1.11079,1.88224,0.462591,0.487276,0.462591,0.0768643,0.848317,All
1.51055,1.47116,1.51055,1.12482,1.89627,0.506134,0.532907,0.506134,0.120408,0.891861,All
1.54654,1.51177,1.54654,1.16081,1.93226,0.549678,0.578538,0.549678,0.163951,0.935404,All
1.5514,1.51725,1.5514,1.16567,1.93713,0.593221,0.624169,0.593221,0.207495,0.978948,All
1.58338,1.55185,1.58338,1.19766,1.96911,0.636765,0.668124,0.636765,0.251038,1.02249,All
1.60629,1.57415,1.60629,1.22056,1.99201,0.680308,0.711053,0.680308,0.294582,1.06603,All
1.62111,1.58859,1.62111,1.23538,2.00683,0.723852,0.753982,0.723852,0.338125,1.10958,All
1.65973,1.6262,1.65973,1.274,2.04546,0.767395,0.796911,0.767395,0.381669,1.15312,All
1.66117,1.6276,1.66117,1.27544,2.0469,0.810939,0.839762,0.810939,0.425212,1.19667,All
1.69927,1.66471,1.69927,1.31355,2.085,0.854482,0.881584,0.854482,0.468756,1.24021,All
1.71606,1.68105,1.71606,1.33033,2.10178,0.898026,0.923407,0.898026,0.512299,1.28375,All
