parameter,value,se_sa,rse_sa
Cl_pop,20.5235291966163,4.01812565527269,19.5781418331072
beta_Cl_tSCRMGDL,-0.408721351512966,0.182342988388682,44.6130322562552
V1_pop,24.5149273099225,2.22651433728677,9.08227998859121
Q_pop,23.4,,
V2_pop,12.7715464740992,3.87964506237621,30.3772536101573
omega_Cl,0.222861237605268,0.0427168856961353,19.1674811443861
omega_V1,0.272655427775056,0.0868069517078344,31.8376026533575
omega_Q,0.984945791259511,0.331891555833206,33.6964286540883
omega_V2,0.927319384086754,0.257602843427385,27.7793010529029
a,1.31241181721943,0.310474483656856,23.656788180607
b,0.0277054223614488,0.0144730507583434,52.2390547580396
