parameter,value,se_sa,rse_sa
Cl_pop,20.6,4.05707603022179,19.6945438360281
beta_Cl_tSCRMGDL,-0.415,0.183134065217039,44.1286904137443
V1_pop,23.8,3.38854523563259,14.2375850236664
Q_pop,21.1545454545455,,
V2_pop,13.3,5.21563296652954,39.2152854626281
omega_Cl,0.224,0.0434040880709317,19.376825031666
omega_V1,0.299,0.0759411398329283,25.398374526063
omega_Q,0.946,0.570542776775847,60.311075769117
omega_V2,0.795,0.247220924184225,31.0969715954999
a,1.86,0.207020062046194,11.1301108626986
