Cl_pop,1,-0.11227,0.03884,-0.044303,0.022665,0.067805,0.043801,-0.0067141,0.03804,-0.0095042
V1_pop,-0.11227,1,-0.13544,0.24698,-0.050987,-0.22891,-0.10104,0.0090032,-0.28667,0.049748
Q_pop,0.03884,-0.13544,1,-0.073131,0.027408,0.16422,0.30105,0.047806,0.055106,0.018057
V2_pop,-0.044303,0.24698,-0.073131,1,-0.017958,-0.045031,-0.0074147,-0.071138,-0.093551,-0.009678
omega_Cl,0.022665,-0.050987,0.027408,-0.017958,1,0.078729,0.031686,0.009732,0.037443,-0.047538
omega_V1,0.067805,-0.22891,0.16422,-0.045031,0.078729,1,0.26057,0.067705,0.066343,-0.010547
omega_Q,0.043801,-0.10104,0.30105,-0.0074147,0.031686,0.26057,1,-0.080446,0.018698,0.016951
omega_V2,-0.0067141,0.0090032,0.047806,-0.071138,0.009732,0.067705,-0.080446,1,-0.11669,0.12073
a,0.03804,-0.28667,0.055106,-0.093551,0.037443,0.066343,0.018698,-0.11669,1,-0.41506
b,-0.0095042,0.049748,0.018057,-0.009678,-0.047538,-0.010547,0.016951,0.12073,-0.41506,1
