trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.336768,2.70125,2.77155,62.1313,2.69151,2.54497,-0.095338,2.72996,2.5402,0.623644,2.70125,2.77155,0.336768,2.96949,3.1349,62.1313,3.46789,3.17818,-0.095338,3.455,3.17193,0.623644,2.96949,3.1349,0.336768,3.34197,3.17347,62.1313,3.15133,3.22103,-0.095338,3.12385,3.22578,0.623644,3.34197,3.17347,0.336768,2.57299,2.70195,62.1313,3.10656,2.66314,-0.095338,3.18264,2.69771,0.623644,2.57299,2.70195,All
0.344444,2.70969,2.76558,62.4444,2.67067,2.54829,-0.0910726,2.71198,2.5433,0.63786,2.70969,2.76558,0.344444,2.89613,3.13897,62.4444,3.47085,3.18214,-0.0910726,3.45879,3.17565,0.63786,2.89613,3.13897,0.344444,3.33459,3.17378,62.4444,3.16518,3.21885,-0.0910726,3.13627,3.22366,0.63786,3.33459,3.17378,0.344444,2.50062,2.69581,62.4444,3.06628,2.65569,-0.0910726,3.14791,2.68961,0.63786,2.50062,2.69581,All
0.352121,2.71825,2.75962,62.7576,2.64982,2.55161,-0.0868073,2.69401,2.54639,0.652076,2.71825,2.75962,0.352121,2.85408,3.14304,62.7576,3.47381,3.1861,-0.0868073,3.46257,3.17937,0.652076,2.85408,3.14304,0.352121,3.32416,3.17408,62.7576,3.17904,3.21667,-0.0868073,3.14868,3.22155,0.652076,3.32416,3.17408,0.352121,2.46301,2.68967,62.7576,3.02599,2.64824,-0.0868073,3.11318,2.68151,0.652076,2.46301,2.68967,All
0.359798,2.72712,2.75366,63.0707,2.62897,2.55493,-0.0825419,2.67603,2.54949,0.666293,2.72712,2.75366,0.359798,2.89405,3.14711,63.0707,3.47677,3.19006,-0.0825419,3.46636,3.1831,0.666293,2.89405,3.14711,0.359798,3.30572,3.17439,63.0707,3.19289,3.21449,-0.0825419,3.16109,3.21944,0.666293,3.30572,3.17439,0.359798,2.51641,2.68353,63.0707,2.98571,2.64079,-0.0825419,3.07846,2.67341,0.666293,2.51641,2.68353,All
0.367475,2.73599,2.7477,63.3838,2.60812,2.55825,-0.0782765,2.65806,2.55259,0.680509,2.73599,2.7477,0.367475,2.93401,3.15118,63.3838,3.47973,3.19402,-0.0782765,3.47015,3.18682,0.680509,2.93401,3.15118,0.367475,3.28728,3.17469,63.3838,3.20675,3.21231,-0.0782765,3.17351,3.21733,0.680509,3.28728,3.17469,0.367475,2.56982,2.67739,63.3838,2.94543,2.63334,-0.0782765,3.04373,2.66531,0.680509,2.56982,2.67739,All
0.375152,2.74487,2.74174,63.697,2.58728,2.56158,-0.0740111,2.64008,2.55569,0.694725,2.74487,2.74174,0.375152,2.97398,3.15525,63.697,3.48269,3.19798,-0.0740111,3.47393,3.19054,0.694725,2.97398,3.15525,0.375152,3.26884,3.175,63.697,3.2206,3.21013,-0.0740111,3.18592,3.21522,0.694725,3.26884,3.175,0.375152,2.62322,2.67126,63.697,2.90515,2.62589,-0.0740111,3.00901,2.65721,0.694725,2.62322,2.67126,All
0.382828,2.75374,2.73578,64.0101,2.56643,2.5649,-0.0697458,2.62211,2.55879,0.708941,2.75374,2.73578,0.382828,3.01394,3.15933,64.0101,3.48565,3.20194,-0.0697458,3.47772,3.19426,0.708941,3.01394,3.15933,0.382828,3.2504,3.17531,64.0101,3.23446,3.20795,-0.0697458,3.19834,3.21311,0.708941,3.2504,3.17531,0.382828,2.67663,2.66512,64.0101,2.86486,2.61844,-0.0697458,2.97428,2.64911,0.708941,2.67663,2.66512,All
0.390505,2.76261,2.72981,64.3232,2.54558,2.56822,-0.0654804,2.60413,2.56189,0.723158,2.76261,2.72981,0.390505,3.05391,3.1634,64.3232,3.48861,3.2059,-0.0654804,3.4815,3.19798,0.723158,3.05391,3.1634,0.390505,3.23196,3.17561,64.3232,3.24831,3.20578,-0.0654804,3.21075,3.211,0.723158,3.23196,3.17561,0.390505,2.73003,2.65898,64.3232,2.82458,2.61099,-0.0654804,2.93955,2.64101,0.723158,2.73003,2.65898,All
0.398182,2.77149,2.72385,64.6364,2.52473,2.57154,-0.061215,2.58616,2.56498,0.737374,2.77149,2.72385,0.398182,3.09387,3.16747,64.6364,3.49157,3.20987,-0.061215,3.48529,3.2017,0.737374,3.09387,3.16747,0.398182,3.21352,3.17592,64.6364,3.26217,3.2036,-0.061215,3.22317,3.20889,0.737374,3.21352,3.17592,0.398182,2.78343,2.65284,64.6364,2.7843,2.60354,-0.061215,2.90483,2.6329,0.737374,2.78343,2.65284,All
0.405859,2.78036,2.71789,64.9495,2.50389,2.57486,-0.0569496,2.56818,2.56808,0.75159,2.78036,2.71789,0.405859,3.13384,3.17154,64.9495,3.49453,3.21383,-0.0569496,3.48907,3.20542,0.75159,3.13384,3.17154,0.405859,3.19508,3.17622,64.9495,3.27602,3.20142,-0.0569496,3.23558,3.20678,0.75159,3.19508,3.17622,0.405859,2.83684,2.6467,64.9495,2.74402,2.59609,-0.0569496,2.8701,2.6248,0.75159,2.83684,2.6467,All
0.413535,2.78923,2.71193,65.2626,2.4956,2.57819,-0.0526842,2.55021,2.57118,0.765806,2.78923,2.71193,0.413535,3.1738,3.17561,65.2626,3.44964,3.21779,-0.0526842,3.49286,3.20914,0.765806,3.1738,3.17561,0.413535,3.17664,3.17653,65.2626,3.25875,3.19924,-0.0526842,3.24799,3.20467,0.765806,3.17664,3.17653,0.413535,2.89024,2.64057,65.2626,2.65125,2.58864,-0.0526842,2.83538,2.6167,0.765806,2.89024,2.64057,All
0.421212,2.79811,2.70597,65.5758,2.48974,2.58151,-0.0484189,2.53223,2.57428,0.780022,2.79811,2.70597,0.421212,3.21377,3.17968,65.5758,3.39554,3.22175,-0.0484189,3.49665,3.21287,0.780022,3.21377,3.17968,0.421212,3.1582,3.17683,65.5758,3.23549,3.19706,-0.0484189,3.26041,3.20256,0.780022,3.1582,3.17683,0.421212,2.94365,2.63443,65.5758,2.54838,2.58119,-0.0484189,2.80065,2.6086,0.780022,2.94365,2.63443,All
0.428889,2.80698,2.7,65.8889,2.48388,2.58483,-0.0441535,2.51426,2.57738,0.794239,2.80698,2.7,0.428889,3.25373,3.18375,65.8889,3.34145,3.22571,-0.0441535,3.50043,3.21659,0.794239,3.25373,3.18375,0.428889,3.13976,3.17714,65.8889,3.21224,3.19488,-0.0441535,3.27282,3.20045,0.794239,3.13976,3.17714,0.428889,2.99705,2.62829,65.8889,2.44552,2.57374,-0.0441535,2.76593,2.6005,0.794239,2.99705,2.62829,All
0.436566,2.81585,2.69404,66.202,2.47801,2.58815,-0.0398881,2.50005,2.58048,0.808455,2.81585,2.69404,0.436566,3.2937,3.18782,66.202,3.28735,3.22967,-0.0398881,3.4881,3.22031,0.808455,3.2937,3.18782,0.436566,3.12132,3.17744,66.202,3.18898,3.1927,-0.0398881,3.27476,3.19833,0.808455,3.12132,3.17744,0.436566,3.05046,2.62215,66.202,2.34266,2.56629,-0.0398881,2.71325,2.5924,0.808455,3.05046,2.62215,All
0.444242,2.82473,2.68808,66.5152,2.47215,2.59147,-0.0356227,2.49491,2.58357,0.822671,2.82473,2.68808,0.444242,3.33366,3.19189,66.5152,3.23326,3.23363,-0.0356227,3.43703,3.22403,0.822671,3.33366,3.19189,0.444242,3.10288,3.17775,66.5152,3.16572,3.19052,-0.0356227,3.25153,3.19622,0.822671,3.10288,3.17775,0.444242,3.10386,2.61601,66.5152,2.2398,2.55884,-0.0356227,2.61745,2.5843,0.822671,3.10386,2.61601,All
0.451919,2.8336,2.68212,66.8283,2.46628,2.59479,-0.0313574,2.48977,2.58667,0.836887,2.8336,2.68212,0.451919,3.37363,3.19596,66.8283,3.17916,3.23759,-0.0313574,3.38597,3.22775,0.836887,3.37363,3.19596,0.451919,3.08444,3.17806,66.8283,3.14246,3.18834,-0.0313574,3.2283,3.19411,0.836887,3.08444,3.17806,0.451919,3.15727,2.60988,66.8283,2.13694,2.55139,-0.0313574,2.52166,2.5762,0.836887,3.15727,2.60988,All
0.459596,2.84247,2.67616,67.1414,2.47374,2.59812,-0.027092,2.48463,2.58977,0.851104,2.84247,2.67616,0.459596,3.41359,3.20004,67.1414,3.13096,3.24155,-0.027092,3.33491,3.23147,0.851104,3.41359,3.20004,0.459596,3.066,3.17836,67.1414,3.11917,3.18616,-0.027092,3.20507,3.192,0.851104,3.066,3.17836,0.459596,3.21067,2.60374,67.1414,2.0567,2.54394,-0.027092,2.42586,2.56809,0.851104,3.21067,2.60374,All
0.467273,2.8118,2.6702,67.4545,2.49737,2.60144,-0.0228266,2.47949,2.59287,0.86532,2.8118,2.6702,0.467273,3.37184,3.20411,67.4545,3.08991,3.24551,-0.0228266,3.28385,3.23519,0.86532,3.37184,3.20411,0.467273,3.1031,3.17867,67.4545,3.09583,3.18398,-0.0228266,3.18184,3.18989,0.86532,3.1031,3.17867,0.467273,3.11228,2.5976,67.4545,2.00393,2.53649,-0.0228266,2.33006,2.55999,0.86532,3.11228,2.5976,All
0.474949,2.77893,2.66423,67.7677,2.52099,2.60476,-0.0185612,2.47434,2.59597,0.879536,2.77893,2.66423,0.474949,3.32555,3.20818,67.7677,3.04886,3.24947,-0.0185612,3.23279,3.23891,0.879536,3.32555,3.20818,0.474949,3.14329,3.17897,67.7677,3.0725,3.1818,-0.0185612,3.15861,3.18778,0.879536,3.14329,3.17897,0.474949,3.00546,2.59146,67.7677,1.95116,2.52904,-0.0185612,2.23427,2.55189,0.879536,3.00546,2.59146,All
0.482626,2.74,2.65827,68.0808,2.54835,2.60808,-0.0142959,2.4692,2.59907,0.893752,2.74,2.65827,0.482626,3.30922,3.21225,68.0808,3.01576,3.25343,-0.0142959,3.18173,3.24264,0.893752,3.30922,3.21225,0.482626,3.17573,3.17928,68.0808,3.05724,3.17962,-0.0142959,3.13538,3.18567,0.893752,3.17573,3.17928,0.482626,2.83467,2.58532,68.0808,1.92327,2.52159,-0.0142959,2.13847,2.54379,0.893752,2.83467,2.58532,All
0.490303,2.68939,2.65231,68.3939,2.58641,2.6114,-0.0100305,2.46911,2.60216,0.907969,2.68939,2.65231,0.490303,3.35053,3.21632,68.3939,3.0055,3.25739,-0.0100305,3.13308,3.24636,0.907969,3.35053,3.21632,0.490303,3.19329,3.17958,68.3939,3.06523,3.17744,-0.0100305,3.11268,3.18356,0.907969,3.19329,3.17958,0.490303,2.54084,2.57919,68.3939,1.96691,2.51414,-0.0100305,2.05196,2.53569,0.907969,2.54084,2.57919,All
0.49798,2.63879,2.64635,68.7071,2.62447,2.61473,-0.00576511,2.49068,2.60526,0.922185,2.63879,2.64635,0.49798,3.39183,3.22039,68.7071,2.99523,3.26135,-0.00576511,3.09476,3.25008,0.922185,3.39183,3.22039,0.49798,3.21084,3.17989,68.7071,3.07321,3.17526,-0.00576511,3.09229,3.18145,0.922185,3.21084,3.17989,0.49798,2.24702,2.57305,68.7071,2.01056,2.50669,-0.00576511,2.00528,2.52759,0.922185,2.24702,2.57305,All
0.505657,2.61713,2.64039,69.0202,2.66253,2.61805,-0.00149974,2.51225,2.60836,0.936401,2.61713,2.64039,0.505657,3.37879,3.22446,69.0202,2.98496,3.26531,-0.00149974,3.05645,3.2538,0.936401,3.37879,3.22446,0.505657,3.20158,3.18019,69.0202,3.08119,3.17308,-0.00149974,3.07189,3.17934,0.936401,3.20158,3.18019,0.505657,2.20266,2.56691,69.0202,2.05421,2.49924,-0.00149974,1.95861,2.51949,0.936401,2.20266,2.56691,All
0.513333,2.6058,2.63442,69.3333,2.70059,2.62137,0.00276564,2.53382,2.61146,0.950617,2.6058,2.63442,0.513333,3.34634,3.22853,69.3333,2.97469,3.26927,0.00276564,3.01813,3.25752,0.950617,3.34634,3.22853,0.513333,3.18274,3.1805,69.3333,3.08918,3.1709,0.00276564,3.05149,3.17723,0.950617,3.18274,3.1805,0.513333,2.24739,2.56077,69.3333,2.09786,2.49179,0.00276564,1.91193,2.51139,0.950617,2.24739,2.56077,All
0.52101,2.59448,2.62846,69.6465,2.73865,2.62469,0.00703102,2.56601,2.61456,0.964834,2.59448,2.62846,0.52101,3.31389,3.2326,69.6465,2.96443,3.27324,0.00703102,3.00281,3.26124,0.964834,3.31389,3.2326,0.52101,3.1639,3.1808,69.6465,3.09716,3.16872,0.00703102,3.0531,3.17511,0.964834,3.1639,3.1808,0.52101,2.29212,2.55463,69.6465,2.1415,2.48434,0.00703102,1.9307,2.50328,0.964834,2.29212,2.55463,All
0.528687,2.58315,2.6225,69.9596,2.77671,2.62801,0.0112964,2.60243,2.61766,0.97905,2.58315,2.6225,0.528687,3.28144,3.23667,69.9596,2.95416,3.2772,0.0112964,2.99662,3.26496,0.97905,3.28144,3.23667,0.528687,3.14507,3.18111,69.9596,3.10514,3.16654,0.0112964,3.06344,3.173,0.97905,3.14507,3.18111,0.528687,2.33686,2.54849,69.9596,2.18515,2.47689,0.0112964,1.97548,2.49518,0.97905,2.33686,2.54849,All
0.536364,2.57183,2.61654,70.2727,2.77815,2.63134,0.0155618,2.63885,2.62075,0.993266,2.57183,2.61654,0.536364,3.24899,3.24075,70.2727,2.96569,3.28116,0.0155618,2.99043,3.26868,0.993266,3.24899,3.24075,0.536364,3.12623,3.18142,70.2727,3.11264,3.16436,0.0155618,3.07379,3.17089,0.993266,3.12623,3.18142,0.536364,2.38159,2.54236,70.2727,2.20266,2.46944,0.0155618,2.02025,2.48708,0.993266,2.38159,2.54236,All
0.54404,2.57227,2.61058,70.5859,2.77418,2.63466,0.0198271,2.67526,2.62385,1.00748,2.57227,2.61058,0.54404,3.12531,3.24482,70.5859,2.98046,3.28512,0.0198271,2.98424,3.27241,1.00748,3.12531,3.24482,0.54404,3.06504,3.18172,70.5859,3.12007,3.16218,0.0198271,3.08413,3.16878,1.00748,3.06504,3.18172,0.54404,2.31608,2.53622,70.5859,2.2163,2.46199,0.0198271,2.06503,2.47898,1.00748,2.31608,2.53622,All
0.551717,2.59168,2.60462,70.899,2.7702,2.63798,0.0240925,2.71168,2.62695,1.0217,2.59168,2.60462,0.551717,2.98391,3.24889,70.899,2.99522,3.28908,0.0240925,2.97805,3.27613,1.0217,2.98391,3.24889,0.551717,3.00566,3.18203,70.899,3.1275,3.16,0.0240925,3.09448,3.16667,1.0217,3.00566,3.18203,0.551717,2.19441,2.53008,70.899,2.22994,2.45454,0.0240925,2.1098,2.47088,1.0217,2.19441,2.53008,All
0.559394,2.64022,2.59865,71.2121,2.76623,2.6413,0.0283579,2.74809,2.63005,1.03591,2.64022,2.59865,0.559394,3.06593,3.25296,71.2121,3.00998,3.29304,0.0283579,2.97187,3.27985,1.03591,3.06593,3.25296,0.559394,3.08479,3.18233,71.2121,3.13493,3.15782,0.0283579,3.10482,3.16456,1.03591,3.08479,3.18233,0.559394,2.22218,2.52394,71.2121,2.24357,2.44709,0.0283579,2.15458,2.46278,1.03591,2.22218,2.52394,All
0.567071,2.68875,2.59269,71.5253,2.76225,2.64462,0.0326233,2.78451,2.63315,1.05013,2.68875,2.59269,0.567071,3.14795,3.25703,71.5253,3.02475,3.297,0.0326233,2.96568,3.28357,1.05013,3.14795,3.25703,0.567071,3.16392,3.18264,71.5253,3.14236,3.15564,0.0326233,3.11517,3.16245,1.05013,3.16392,3.18264,0.567071,2.24995,2.5178,71.5253,2.25721,2.43964,0.0326233,2.19935,2.45468,1.05013,2.24995,2.5178,All
0.574747,2.68842,2.58673,71.8384,2.75828,2.64794,0.0368886,2.78302,2.63625,1.06435,2.68842,2.58673,0.574747,3.1261,3.2611,71.8384,3.03951,3.30096,0.0368886,2.9785,3.28729,1.06435,3.1261,3.2611,0.574747,3.18419,3.18294,71.8384,3.14979,3.15346,0.0368886,3.1219,3.16034,1.06435,3.18419,3.18294,0.574747,2.31512,2.51167,71.8384,2.27085,2.43219,0.0368886,2.21201,2.44658,1.06435,2.31512,2.51167,All
0.582424,2.65793,2.58077,72.1515,2.7543,2.65127,0.041154,2.77822,2.63934,1.07856,2.65793,2.58077,0.582424,3.04017,3.26517,72.1515,3.05427,3.30492,0.041154,2.99298,3.29101,1.07856,3.04017,3.26517,0.582424,3.16815,3.18325,72.1515,3.15721,3.15128,0.041154,3.12833,3.15823,1.07856,3.16815,3.18325,0.582424,2.40336,2.50553,72.1515,2.28449,2.42474,0.041154,2.22185,2.43848,1.07856,2.40336,2.50553,All
0.590101,2.62744,2.57481,72.4646,2.75032,2.65459,0.0454194,2.77342,2.64244,1.09278,2.62744,2.57481,0.590101,2.95423,3.26924,72.4646,3.06903,3.30888,0.0454194,3.00746,3.29473,1.09278,2.95423,3.26924,0.590101,3.15211,3.18355,72.4646,3.16464,3.1491,0.0454194,3.13475,3.15612,1.09278,3.15211,3.18355,0.590101,2.49161,2.49939,72.4646,2.29812,2.41729,0.0454194,2.2317,2.43037,1.09278,2.49161,2.49939,All
0.597778,2.59694,2.56884,72.7778,2.74635,2.65791,0.0496848,2.76862,2.64554,1.107,2.59694,2.56884,0.597778,2.8683,3.27331,72.7778,3.0838,3.31284,0.0496848,3.02195,3.29845,1.107,2.8683,3.27331,0.597778,3.13607,3.18386,72.7778,3.17207,3.14692,0.0496848,3.14117,3.15401,1.107,3.13607,3.18386,0.597778,2.57985,2.49325,72.7778,2.31176,2.40984,0.0496848,2.24155,2.42227,1.107,2.57985,2.49325,All
0.605455,2.56645,2.56288,73.0909,2.74237,2.66123,0.0539502,2.76382,2.64864,1.12121,2.56645,2.56288,0.605455,2.78236,3.27738,73.0909,3.09856,3.3168,0.0539502,3.03643,3.30218,1.12121,2.78236,3.27738,0.605455,3.12003,3.18417,73.0909,3.1795,3.14474,0.0539502,3.1476,3.1519,1.12121,3.12003,3.18417,0.605455,2.6681,2.48711,73.0909,2.3254,2.40239,0.0539502,2.2514,2.41417,1.12121,2.6681,2.48711,All
0.613131,2.53596,2.55692,73.404,2.7384,2.66455,0.0582155,2.75902,2.65174,1.13543,2.53596,2.55692,0.613131,2.69643,3.28145,73.404,3.11332,3.32076,0.0582155,3.05091,3.3059,1.13543,2.69643,3.28145,0.613131,3.10399,3.18447,73.404,3.18693,3.14256,0.0582155,3.15402,3.14978,1.13543,3.10399,3.18447,0.613131,2.75634,2.48098,73.404,2.33904,2.39494,0.0582155,2.26124,2.40607,1.13543,2.75634,2.48098,All
0.620808,2.50547,2.55096,73.7172,2.73442,2.66788,0.0624809,2.75422,2.65484,1.14964,2.50547,2.55096,0.620808,2.61049,3.28553,73.7172,3.12809,3.32472,0.0624809,3.0654,3.30962,1.14964,2.61049,3.28553,0.620808,3.08795,3.18478,73.7172,3.19436,3.14038,0.0624809,3.16044,3.14767,1.14964,3.08795,3.18478,0.620808,2.84459,2.47484,73.7172,2.35268,2.38749,0.0624809,2.27109,2.39797,1.14964,2.84459,2.47484,All
