iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2
1,443.668,1,13.5,31.5,22.7,13.2,1.9,0.26,0.826,0.312,0.75
2,442.925,1,13.5215,33.326,22.973,12.945,1.89234,0.254296,0.86803,0.249765,0.747635
3,451.919,1,13.4052,33.6571,22.4991,13.9448,2.01023,0.261057,0.83682,0.244902,0.7258
4,442.898,1,13.4466,36.943,22.0371,13.7481,1.87859,0.258215,0.911908,0.240404,0.758964
5,445.411,1,13.4686,37.706,22.0027,14.0093,1.86208,0.258097,0.947399,0.239747,0.834757
6,446.393,1,13.4082,33.3884,22.0171,14.1842,1.87603,0.250956,0.94692,0.242671,0.832888
7,433.338,1,13.5245,31.3809,22.656,14.4876,1.77039,0.262118,0.964988,0.245895,0.708911
8,436.599,1,13.5305,35.9842,22.0907,14.107,1.76254,0.261855,1.06134,0.263459,0.693697
9,442.285,1,13.3862,39.1621,21.6082,14.4153,1.8406,0.254567,1.06284,0.247146,0.705049
10,434.222,1,13.4264,37.5104,21.9416,13.5337,1.77397,0.261783,0.995875,0.246514,0.702387
11,448.046,1,13.4124,37.9607,21.4637,13.4522,1.85725,0.263083,1.07004,0.256245,0.763125
12,446.518,1,13.5972,39.773,21.4023,13.3401,1.84199,0.267504,1.0246,0.270594,0.733266
13,448.531,1,13.6038,35.1002,21.3516,13.3497,1.87759,0.266694,0.980263,0.289981,0.685009
14,455.278,1,13.3736,34.5276,21.8319,13.1345,1.94205,0.25849,1.02126,0.282155,0.707297
15,450.527,1,13.5927,35.3551,21.8891,12.9617,1.89206,0.272689,1.02644,0.264069,0.716457
16,448.365,1,13.5075,33.2537,22.2775,13.2437,1.85928,0.265274,0.970196,0.270861,0.785543
17,453.296,1,13.6383,33.3066,22.1512,13.3941,1.91468,0.262591,0.985106,0.270891,0.7686
18,450.211,1,13.5906,31.8599,22.1419,13.1951,1.86133,0.264625,0.993467,0.272746,0.796726
19,453.99,1,13.5693,32.294,22.6546,13.3058,1.91022,0.256205,1.03502,0.263459,0.805445
20,453.769,1,13.6449,36.0597,23.0776,12.1226,1.89089,0.255305,1.09708,0.26508,0.79705
21,457.085,1,13.5512,33.2576,22.9775,12.0046,1.9791,0.256758,1.03735,0.252806,0.75185
22,450.3,1,13.5008,31.971,22.7739,12.3723,1.88211,0.248754,1.10037,0.241051,0.814862
23,440.505,1,13.4825,32.9755,22.8464,12.8683,1.82959,0.261016,0.951693,0.235708,0.786757
24,446.412,1,13.4925,31.5841,22.9357,13.2051,1.89011,0.256028,0.927122,0.239801,0.803645
25,451.868,1,13.5815,29.7474,22.9684,13.4779,1.90657,0.266275,1.00621,0.24567,0.803308
26,441.484,1,13.5697,30.2363,23.0667,13.0752,1.84811,0.258235,1.00809,0.228809,0.752095
27,438.46,1,13.538,31.6864,23.2764,13.6488,1.81258,0.261031,0.975536,0.237625,0.75288
28,446.297,1,13.4728,32.2656,22.9749,13.5168,1.87004,0.260699,1.04366,0.242693,0.753923
29,440.735,1,13.5165,29.3642,22.5368,14.102,1.81385,0.256908,1.09913,0.240648,0.725905
30,446.523,1,13.4882,28.4696,23.0372,14.0349,1.86499,0.25781,1.09289,0.243559,0.730437
31,446.586,1,13.471,27.4234,23.1572,13.7057,1.83625,0.265996,1.11155,0.244504,0.767273
32,452.308,1,13.6021,28.9956,22.8412,13.9644,1.8295,0.265446,1.15956,0.28935,0.773098
33,458.385,1,13.6857,30.8653,23.0929,13.5798,1.87151,0.278752,1.1556,0.285091,0.796145
34,445.42,1,13.5754,30.8637,23.0243,12.9297,1.80516,0.264224,1.08947,0.2787,0.739118
35,441.691,1,13.5862,28.4753,22.5644,14.2324,1.80194,0.269781,1.09576,0.259867,0.687053
36,443.882,1,13.4897,29.6185,22.8441,13.6121,1.81741,0.263256,1.07618,0.272109,0.706053
37,445.908,1,13.4929,28.1772,23.1566,13.7898,1.83317,0.263304,1.05861,0.269084,0.727758
38,448.399,1,13.507,26.8961,22.6997,14.0793,1.85714,0.25772,1.08145,0.26459,0.745548
39,456.599,1,13.3974,29.5901,23.1876,13.368,1.89865,0.249796,1.14864,0.281044,0.78928
40,458.805,1,13.487,27.6342,22.9446,13.2028,1.86219,0.256685,1.1392,0.311312,0.846691
41,458.449,1,13.5254,25.121,23.0343,14.2376,1.90128,0.262061,1.078,0.30809,0.774536
42,462.46,1,13.4938,24.6179,22.9815,14.3065,1.9207,0.260848,1.10322,0.319334,0.781182
43,452.054,1,13.3927,26.2103,22.8985,14.5497,1.82771,0.258774,1.03238,0.310028,0.830379
44,457.065,1,13.3753,25.8156,23.2398,14.6773,1.86519,0.261031,1.15356,0.318839,0.754084
45,457.325,1,13.2672,23.3763,23.5665,14.7116,1.90547,0.242717,1.12949,0.304282,0.775076
46,452.058,1,13.5648,22.5667,23.6571,14.5905,1.87272,0.257819,1.05614,0.295365,0.732177
47,452.187,1,13.651,21.003,23.378,14.6445,1.84103,0.266627,1.04241,0.314236,0.767566
48,453.265,1,13.52,22.2982,23.3715,13.647,1.85922,0.267381,0.989886,0.32859,0.743825
49,450.664,1,13.5552,22.3911,23.4381,12.1354,1.8539,0.262707,0.922843,0.319794,0.770747
50,455.814,1,13.6245,22.9988,23.7774,11.9964,1.9153,0.266998,0.934451,0.307341,0.765711
51,449.146,1,13.3531,24.2591,23.9283,13.1376,1.85156,0.255547,0.913811,0.302604,0.818553
52,450.982,1,13.4758,24.0725,24.1443,12.5639,1.86235,0.260706,0.827322,0.285203,0.960256
53,449.711,1,13.3338,23.7814,24.3058,12.9734,1.84495,0.263146,0.818406,0.286402,0.977844
54,446.111,1,13.4257,24.924,23.756,12.7941,1.82948,0.261146,0.810218,0.29101,0.900304
55,454.861,1,13.5434,27.1549,23.8184,11.9808,1.91741,0.27079,0.955611,0.259332,0.846006
