pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.59659,0.108425,-3.48951,0.0103092,-1.80778,0.0560233,All
-1.14569,0.135531,-3.26676,0.0103092,-1.37145,0.140058,All
-0.694792,0.379487,-3.04402,0.00515459,-0.935126,0.224093,All
-0.243891,0.677655,-2.82128,0.00515459,-0.4988,0.476198,All
0.20701,0.379487,-2.59853,0.0257729,-0.0624733,0.50421,All
0.657911,0.352381,-2.37579,0.0206184,0.373853,0.420175,All
1.10881,0.135531,-2.15305,0.0206184,0.81018,0.280116,All
1.55971,0.162637,-1.9303,0.0515459,1.24651,0.196082,All
2.01061,0.0271062,-1.70756,0.0927826,1.68283,0.140058,All
2.46152,0.0813186,-1.48482,0.144328,2.11916,0.0840349,All
,,-1.26208,0.144328,,,All
,,-1.03933,0.159792,,,All
,,-0.81659,0.201029,,,All
,,-0.593847,0.283502,,,All
,,-0.371104,0.283502,,,All
,,-0.148361,0.37113,,,All
,,0.0743815,0.489686,,,All
,,0.297124,0.520613,,,All
,,0.519867,0.458758,,,All
,,0.74261,0.340203,,,All
,,0.965353,0.278348,,,All
,,1.1881,0.206184,,,All
,,1.41084,0.170101,,,All
,,1.63358,0.113401,,,All
,,1.85632,0.0927826,,,All
,,2.07907,0.0927826,,,All
,,2.30181,0.0103092,,,All
,,2.52455,0.0154638,,,All
,,2.7473,0.00515459,,,All
,,2.97004,0.0154638,,,All
