pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-0.0633842,6.34441,-3.10512,0.00525037,-0.0578099,10.1435,All
-0.0518254,60.2719,-2.88644,0.00525037,-0.0517852,6.08613,All
-0.0402667,15.861,-2.66776,0.0262519,-0.0457606,8.11484,All
-0.028708,0,-2.44908,0.0210015,-0.039736,20.2871,All
-0.0171492,0,-2.2304,0.0315022,-0.0337114,6.08613,All
-0.00559049,0,-2.01172,0.0577541,-0.0276867,18.2584,All
0.00596825,0,-1.79304,0.084006,-0.0216621,34.4881,All
0.017527,0,-1.57436,0.120759,-0.0156375,34.4881,All
0.0290857,0,-1.35568,0.14701,-0.00961284,26.3732,All
0.0406445,12.6888,-1.137,0.231016,-0.00358821,18.2584,All
,,-0.918325,0.252018,,,All
,,-0.699645,0.273019,,,All
,,-0.480966,0.330774,,,All
,,-0.262287,0.42528,,,All
,,-0.0436074,0.42003,,,All
,,0.175072,0.435781,,,All
,,0.393751,0.351775,,,All
,,0.61243,0.315022,,,All
,,0.83111,0.336024,,,All
,,1.04979,0.225766,,,All
,,1.26847,0.189013,,,All
,,1.48715,0.162762,,,All
,,1.70583,0.0945067,,,All
,,1.92451,0.042003,,,All
,,2.14319,0.0577541,,,All
,,2.36186,0.0262519,,,All
,,2.58054,0.0262519,,,All
,,2.79922,0.0105007,,,All
,,3.0179,0.0157511,,,All
,,3.23658,0.00525037,,,All
