Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.47076,0.0541956,27.069,84460.7,83.2878,0.00621067,13.9072,0.0235102,All
9.39808,0.0154845,27.069,84460.7,249.751,0.000172519,39.8642,0.00968069,All
10.3254,0.0851645,27.069,464534,416.214,0,65.8212,0.00359568,All
11.2527,0.123876,27.069,422303,582.677,0,91.7783,0.00165955,All
12.18,0.116133,27.069,422303,749.14,4.31296e-05,117.735,0.00165955,All
13.1073,0.162587,27.069,1.05576e+06,915.603,0,143.692,0.000276591,All
14.0347,0.116133,27.069,1.22468e+06,1082.07,0,169.649,0,All
14.962,0.100649,27.069,1.05576e+06,1248.53,0,195.606,0,All
15.8893,0.0774223,27.069,675686,1414.99,0,221.564,0.000553182,All
16.8166,0.131618,27.069,337843,1581.45,0,247.521,0,All
17.7439,0.116133,27.069,253382,1747.92,0,273.478,0,All
18.6712,0.0309689,27.069,42230.3,1914.38,0,299.435,0.000276591,All
19.5985,0.0309689,27.069,211152,2080.84,4.31296e-05,325.392,0.000276591,All
