time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
31.833,0.103987,31.833,0.0850465,31.833,0.148746,0.448167,0.140294,0.262235,-0.304695,0.448167,-0.145634,All
32.9374,0.103822,32.9374,0.094672,32.9374,0.118794,0.448293,0.139696,0.265136,-0.280725,0.448293,-0.163744,All
34.0801,0.103281,34.0801,0.102431,34.0801,0.0929882,0.448294,0.139691,0.266081,-0.272913,0.448294,-0.163869,All
34.6997,0.10293,34.6997,0.106296,34.6997,0.0798009,0.44842,0.139097,0.268068,-0.256489,0.44842,-0.181859,All
35.2624,0.102396,35.2624,0.1085,35.2624,0.0708806,0.448421,0.139089,0.269927,-0.241131,0.448421,-0.182105,All
36.4858,0.101187,36.4858,0.113014,36.4858,0.052141,0.448546,0.138498,0.271033,-0.231986,0.448546,-0.199979,All
37.5664,0.0997618,37.5664,0.11479,37.5664,0.0407169,0.448548,0.138486,0.273773,-0.209349,0.448548,-0.20034,All
37.7516,0.0994976,37.7516,0.114972,37.7516,0.0390433,0.448672,0.137898,0.274031,-0.207211,0.448672,-0.218104,All
39.0613,0.0976294,39.0613,0.116258,39.0613,0.0272088,0.448676,0.137883,0.277063,-0.182162,0.448676,-0.218576,All
40.4164,0.0948208,40.4164,0.111576,40.4164,0.0283161,0.448799,0.136727,0.277619,-0.177567,0.448799,-0.232376,All
40.433,0.0947862,40.433,0.111518,40.433,0.0283323,0.448803,0.136673,0.280127,-0.156837,0.448803,-0.232715,All
41.8186,0.0918999,41.8186,0.106631,41.8186,0.0296868,0.448925,0.135021,0.281464,-0.14881,0.448925,-0.243048,All
43.2694,0.0888777,43.2694,0.101514,43.2694,0.031105,0.44893,0.134957,0.283226,-0.147631,0.44893,-0.243446,All
43.2997,0.0888146,43.2997,0.101407,43.2997,0.0311347,0.449052,0.133314,0.28531,-0.146235,0.449052,-0.253722,All
44.7706,0.0857507,44.7706,0.0962202,44.7706,0.0325725,0.449057,0.133242,0.286359,-0.145533,0.449057,-0.254177,All
46.1664,0.082843,46.1664,0.0912974,46.1664,0.033937,0.449178,0.131607,0.289156,-0.14366,0.449178,-0.2644,All
46.3238,0.0825151,46.3238,0.0907423,46.3238,0.0340909,0.449184,0.131526,0.289526,-0.143413,0.449184,-0.264907,All
47.9309,0.0791673,47.9309,0.0850744,47.9309,0.0356619,0.449305,0.1299,0.292729,-0.141269,0.449305,-0.275081,All
49.0331,0.0768054,49.0331,0.0804529,49.0331,0.0381229,0.449311,0.12978,0.293002,-0.141086,0.449311,-0.275432,All
49.5938,0.0755709,49.5938,0.0775811,49.5938,0.0402732,0.449431,0.127572,0.295967,-0.139101,0.449431,-0.281632,All
51.3143,0.0718836,51.3143,0.069029,51.3143,0.0459127,0.449438,0.127441,0.296848,-0.138511,0.449438,-0.282002,All
51.8998,0.0707034,51.8998,0.0663684,51.8998,0.0470475,0.449558,0.125035,0.29924,-0.13691,0.449558,-0.286805,All
53.0946,0.0683554,53.0946,0.061149,53.0946,0.0487157,0.449565,0.124877,0.300694,-0.135936,0.449565,-0.287094,All
54.7664,0.0653154,54.7664,0.0548452,54.7664,0.0482016,0.449684,0.12238,0.30255,-0.134694,0.449684,-0.291214,All
54.9366,0.0650268,54.9366,0.0542974,54.9366,0.0478913,0.449693,0.122199,0.30454,-0.133362,0.449693,-0.291431,All
56.8425,0.0618697,56.8425,0.0507206,56.8425,0.0390315,0.449811,0.119504,0.305897,-0.132453,0.449811,-0.294175,All
57.6331,0.0605679,57.6331,0.0499367,57.6331,0.0339296,0.44982,0.119296,0.308386,-0.130787,0.44982,-0.294297,All
58.8145,0.0586226,58.8145,0.0487654,58.8145,0.0263063,0.449938,0.116448,0.30928,-0.130188,0.449938,-0.295972,All
60.4998,0.0558476,60.4998,0.0470945,60.4998,0.0154314,0.449947,0.11623,0.312232,-0.128212,0.449947,-0.2961,All
60.855,0.0552628,60.855,0.0467424,60.855,0.0131396,0.450065,0.113149,0.312701,-0.127898,0.450065,-0.29622,All
62.9662,0.0517864,62.9662,0.0446492,62.9662,-0.000483927,0.450074,0.112896,0.316078,-0.125637,0.450074,-0.296183,All
63.3665,0.0511273,63.3665,0.0442523,63.3665,-0.0030669,0.450191,0.109733,0.31616,-0.125582,0.450191,-0.295717,All
65.1507,0.047855,65.1507,0.0439327,65.1507,-0.0163438,0.450201,0.109471,0.319657,-0.123241,0.450201,-0.295679,All
66.2332,0.0454437,66.2332,0.045104,66.2332,-0.0256835,0.450318,0.106316,0.319924,-0.123063,0.450318,-0.295214,All
67.4109,0.0425937,67.4109,0.0467184,67.4109,-0.0357571,0.450328,0.106045,0.323193,-0.120874,0.450328,-0.295174,All
69.0998,0.0379331,69.0998,0.0497516,69.0998,-0.0497016,0.450445,0.102653,0.32377,-0.120488,0.450445,-0.293169,All
69.7496,0.0360254,69.7496,0.0510514,69.7496,-0.0549529,0.450455,0.102349,0.326768,-0.118481,0.450455,-0.29296,All
71.9665,0.0289316,71.9665,0.0560728,71.9665,-0.072196,0.450572,0.0989063,0.327616,-0.117913,0.450572,-0.290602,All
72.1695,0.0282181,72.1695,0.0565441,72.1695,-0.0736491,0.450582,0.0985951,0.330383,-0.116061,0.450582,-0.290389,All
74.6732,0.0194146,74.6732,0.0623591,74.6732,-0.0915774,0.450699,0.0948529,0.331462,-0.115339,0.450699,-0.286195,All
74.8332,0.0188522,74.8332,0.0627306,74.8332,-0.0927229,0.45071,0.0944994,0.334037,-0.113614,0.45071,-0.285758,All
77.2639,0.0103058,77.2639,0.0683758,77.2639,-0.110128,0.450826,0.0906726,0.335307,-0.112764,0.450826,-0.281036,All
77.6999,0.00877269,77.6999,0.0693884,77.6999,-0.11325,0.450837,0.0903137,0.337732,-0.111141,0.450837,-0.280593,All
79.9444,0.000880862,79.9444,0.0746013,79.9444,-0.129322,0.450953,0.0864911,0.339153,-0.110189,0.450953,-0.275875,All
80.5666,-0.00130678,80.5666,0.0760463,80.5666,-0.133777,0.450964,0.0861281,0.341468,-0.10864,0.450964,-0.275427,All
82.7179,-0.0083675,82.7179,0.0791646,82.7179,-0.148414,0.45108,0.0823084,0.342999,-0.107614,0.45108,-0.270714,All
83.4332,-0.0105795,83.4332,0.0798874,83.4332,-0.153262,0.451091,0.0819424,0.345245,-0.106111,0.451091,-0.270262,All
85.5876,-0.0167279,85.5876,0.080951,85.5876,-0.167843,0.451207,0.0781246,0.346845,-0.10504,0.451207,-0.26555,All
86.2999,-0.0186017,86.2999,0.0809653,86.2999,-0.172647,0.451218,0.0777567,0.349064,-0.103555,0.451218,-0.265097,All
88.5569,-0.0240228,88.5569,0.0799526,88.5569,-0.187759,0.451334,0.0739395,0.350691,-0.102465,0.451334,-0.260386,All
89.1666,-0.0253514,89.1666,0.0794084,89.1666,-0.191798,0.451345,0.0735711,0.352925,-0.10097,0.451345,-0.259931,All
91.6292,-0.0302263,91.6292,0.0762748,91.6292,-0.207887,0.451461,0.0695088,0.354537,-0.0998902,0.451461,-0.253876,All
92.0333,-0.0309169,92.0333,0.0755615,92.0333,-0.210462,0.451472,0.0691147,0.356828,-0.0983563,0.451472,-0.253278,All
94.8081,-0.0353216,94.8081,0.0700962,94.8081,-0.227862,0.451588,0.0650222,0.358383,-0.0973155,0.451588,-0.247064,All
94.9,-0.0354549,94.9,0.0698941,94.9,-0.228427,0.4516,0.0646299,0.360775,-0.0957139,0.4516,-0.246469,All
97.7666,-0.0391536,97.7666,0.0628912,97.7666,-0.24557,0.451716,0.0604372,0.362229,-0.0947408,0.451716,-0.239854,All
98.0973,-0.0395202,98.0973,0.0619976,98.0973,-0.247473,0.451727,0.0600378,0.364766,-0.0930423,0.451727,-0.239221,All
100.633,-0.0419342,100.633,0.0546568,100.633,-0.261432,0.451843,0.0558301,0.366075,-0.0921661,0.451843,-0.232556,All
101.501,-0.0426834,101.501,0.0520605,101.501,-0.266072,0.451854,0.0554352,0.368801,-0.0903412,0.451854,-0.23193,All
103.5,-0.0440517,103.5,0.0457637,103.5,-0.275985,0.45197,0.0512217,0.369921,-0.0895913,0.45197,-0.225256,All
105.022,-0.0445846,105.022,0.0414262,105.022,-0.280932,0.451981,0.0508326,0.37288,-0.0876101,0.451981,-0.22464,All
106.367,-0.044886,106.367,0.0377453,106.367,-0.284437,0.452097,0.0465924,0.373767,-0.0870166,0.452097,-0.217943,All
108.665,-0.0454012,108.665,0.0314534,108.665,-0.290428,0.452108,0.0462056,0.377005,-0.0848489,0.452108,-0.217335,All
109.233,-0.0455284,109.233,0.0298988,109.233,-0.291908,0.452225,0.041924,0.377613,-0.0844419,0.452225,-0.210605,All
112.1,-0.0461709,112.1,0.0220523,112.1,-0.299379,0.452235,0.0415458,0.381175,-0.0820571,0.452235,-0.21001,All
112.435,-0.046246,112.435,0.0211345,112.435,-0.300253,0.452352,0.0372545,0.381459,-0.0818672,0.452352,-0.203333,All
114.967,-0.0468133,114.967,0.0142058,114.967,-0.306851,0.452362,0.0368861,0.385305,-0.0792925,0.452362,-0.202773,All
116.336,-0.0471202,116.336,0.0104577,116.336,-0.310419,0.45248,0.0325841,0.385391,-0.0792345,0.45248,-0.196242,All
117.833,-0.0474558,117.833,0.00635927,117.833,-0.314322,0.452489,0.0322268,0.38915,-0.0767178,0.452489,-0.195699,All
120.372,-0.0480247,120.372,-0.00058953,120.372,-0.320938,0.452607,0.0279267,0.389654,-0.0763806,0.452607,-0.189394,All
120.7,-0.0480806,120.7,-0.00133902,120.7,-0.321483,0.452617,0.0275832,0.392996,-0.074143,0.452617,-0.188893,All
123.567,-0.0483399,123.567,-0.00468923,123.567,-0.320092,0.452735,0.023292,0.393964,-0.0734952,0.452735,-0.182787,All
124.548,-0.0484681,124.548,-0.00536085,124.548,-0.318961,0.452744,0.0229652,0.396842,-0.0715683,0.452744,-0.182328,All
126.433,-0.0487655,126.433,-0.00628865,126.433,-0.31636,0.452862,0.0187278,0.398322,-0.0705778,0.452862,-0.176302,All
128.869,-0.0492727,128.869,-0.00672976,128.869,-0.312154,0.452871,0.0184273,0.400688,-0.0672296,0.452871,-0.175851,All
129.3,-0.0493901,129.3,-0.0066846,129.3,-0.311298,0.45299,0.0143694,0.402728,-0.0636272,0.45299,-0.169391,All
132.167,-0.0503592,132.167,-0.00582315,132.167,-0.305296,0.452998,0.0141088,0.404534,-0.0599009,0.452998,-0.168894,All
133.34,-0.0508431,133.34,-0.00525019,133.34,-0.302764,0.453117,0.0103014,0.407182,-0.0538488,0.453117,-0.161641,All
135.033,-0.0517172,135.033,-0.00412766,135.033,-0.299199,0.453125,0.0100562,0.40838,-0.0505163,0.453125,-0.161174,All
