parameter,value,se_lin,rse_lin
Cl_pop,20.587861152965,4.03059531780864,19.5775330320225
beta_Cl_tSCRMGDL,-0.413467083805209,0.182626471765042,44.1695310021535
V1_pop,23.9274848616483,2.07602492671435,8.67631904781543
Q_pop,23.4,,
V2_pop,12.9231741065302,3.03446721213405,23.4808197051273
omega_Cl,0.223721031564758,0.0426795865947288,19.0771454503932
omega_V1,0.285882491909805,0.0696236398318717,24.3539362507858
omega_Q,0.922704879898211,0.251892816405493,27.2993913756347
omega_V2,0.809933645931862,0.189265368069115,23.3680090979994
a,1.87770934695885,0.22078967771262,11.7584586810633
