iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,354.681,1,19.9867,27.069,20.5526,1,-0.367397,1,1,1,1
2,339.157,1,16.6617,29.9366,27.17,0.974679,-0.228352,0.974679,0.974679,0.974679,1.05065
3,331.132,1,15.4184,31.2403,25.9605,0.95,-0.00731502,0.95,0.972894,0.95,1.02675
4,326.935,1,13.3488,35.3256,28.5627,0.925945,0.161785,0.925945,0.948259,1.0225,1.00076
5,329.092,1,14.3814,39.896,29.6122,0.9025,0.0583345,0.9025,0.962888,1.03301,0.975416
6,313.683,1,16.2221,31.4359,33.2012,0.879648,-0.034072,0.879648,0.938507,1.00685,0.950718
7,309.181,1,16.6958,25.5719,34.3575,0.857375,-0.122491,0.857375,0.974424,0.98136,0.987792
8,308.091,1,30.5686,28.8501,34.8023,0.835666,-0.691292,0.835666,0.949751,0.956511,1.08864
9,309.684,1,14.6479,36.0384,34.7097,0.814506,0.0616004,0.814506,0.925703,0.932292,1.11178
10,300.618,1,13.3521,30.5262,24.1888,0.793882,0.10707,0.793882,1.0958,0.908686,1.08747
11,300.688,1,16.2252,29.8522,25.2464,0.773781,-0.202556,0.773781,1.18276,0.885677,1.12166
12,293.95,1,17.6004,27.0843,23.7633,0.754188,-0.210949,0.754188,1.15282,0.868823,1.09415
13,285.148,1,16.3498,24.4055,17.5688,0.735092,-0.187827,0.735092,1.23752,0.846824,1.06645
14,266.642,1,15.4006,25.2002,19.1253,0.716479,0.00880392,0.716479,1.20619,0.825382,1.03945
15,270.03,1,11.7044,28.0344,21.1825,0.698337,0.279216,0.698337,1.17565,0.804483,1.01313
16,264.41,1,12.8118,25.6088,20.5638,0.680655,0.129511,0.680655,1.21604,0.784113,0.987473
17,264.754,1,14.1212,24.6681,22.2283,0.66342,0.0449099,0.66342,1.20423,0.771125,0.984111
18,253.84,1,18.1899,25.495,17.4468,0.646622,-0.259453,0.646622,1.17373,0.7516,1.04886
19,248.196,1,18.4887,30.898,18.2688,0.630249,-0.150574,0.630249,1.14401,0.732569,1.20663
20,249.344,1,28.4401,32.0191,21.1267,0.614291,-0.589721,0.614291,1.1451,0.71402,1.17608
21,236.853,1,33.274,30.8413,20.3513,0.598737,-0.72618,0.598737,1.16045,0.695941,1.1463
22,234.516,1,26.7834,27.8726,24.4392,0.583577,-0.546487,0.583577,1.21985,0.678319,1.11727
23,230.317,1,20.925,27.5817,25.8409,0.5688,-0.29569,0.5688,1.18896,0.661144,1.08898
24,220.544,1,19.2874,29.9548,25.4894,0.554398,-0.175775,0.554398,1.1956,0.644403,1.06141
25,212.551,1,29.7606,33.0618,25.1258,0.54036,-0.627459,0.54036,1.16532,0.628086,1.03674
26,232.006,1,23.5947,29.8317,21.8093,0.526678,-0.400797,0.526678,1.13582,0.691378,1.08187
27,215.664,1,23.796,27.9838,27.5209,0.513342,-0.386875,0.513342,1.26313,0.673872,1.08296
28,212.975,1,15.7424,31.4649,25.9035,0.500344,-0.0159191,0.500344,1.23231,0.656809,1.14392
29,197.278,1,20.3467,30.0521,24.5478,0.487675,-0.253801,0.487675,1.20111,0.640178,1.11496
30,199.001,1,16.4735,29.9786,25.4716,0.475327,-0.0274938,0.475327,1.1707,0.625492,1.1449
31,182.112,1,19.2087,26.8707,28.5293,0.463291,-0.175067,0.463291,1.14106,0.609654,1.11591
32,182.938,1,21.5625,27.333,24.6066,0.45156,-0.320311,0.45156,1.17487,0.594217,1.14885
33,180.302,1,20.5305,28.365,21.5806,0.440127,-0.238862,0.440127,1.19243,0.579172,1.11976
34,165.05,1,18.457,28.3595,19.3131,0.428982,-0.185143,0.428982,1.16223,0.564507,1.0914
35,174.672,1,23.7232,27.2861,22.1122,0.41812,-0.408973,0.41812,1.16548,0.551236,1.06377
36,164.447,1,17.3033,31.184,14.4598,0.407533,-0.0366479,0.407533,1.21309,0.537278,1.03683
37,145.039,1,16.8008,31.2584,13.5266,0.397214,-0.0313014,0.397214,1.19111,0.523674,1.01058
38,141.615,1,19.9602,29.6047,14.1083,0.387157,-0.245998,0.387157,1.1724,0.510414,0.984991
39,138.722,1,17.1206,28.5927,11.6928,0.377354,-0.124578,0.377354,1.14271,0.49749,0.960051
40,138.541,1,17.2244,30.3085,12.1626,0.367799,-0.114227,0.367799,1.46634,0.484894,0.935742
41,138.307,1,21.403,28.2026,14.7052,0.358486,-0.33979,0.358486,1.71657,0.472616,0.912048
42,127.039,1,20.7668,29.1152,14.1944,0.349409,-0.304615,0.349409,1.6731,0.460649,0.888955
43,120.084,1,18.5218,28.3952,13.9037,0.340562,-0.16278,0.340562,1.63074,0.448985,0.866446
44,109.69,1,16.3565,26.5601,12.5424,0.331938,-0.0559744,0.331938,1.58945,0.437617,0.844507
45,115.024,1,18.3633,27.6463,11.6514,0.323534,-0.195159,0.323534,1.5492,0.426536,0.838297
46,112.118,1,18.646,28.9182,12.8174,0.315341,-0.215447,0.315341,1.50998,0.415736,0.826567
47,97.0188,1,15.536,28.2382,11.8961,0.307357,-0.0337014,0.307357,1.47174,0.405209,0.809162
48,87.6662,1,18.0096,29.4288,12.4508,0.299574,-0.135757,0.299574,1.43448,0.394949,0.788674
49,76.9436,1,16.8404,28.4407,11.9825,0.291989,-0.0923831,0.291989,1.39816,0.384949,0.768704
50,84.0482,1,17.339,28.9333,11.2364,0.284596,-0.0934724,0.284596,1.41533,0.375201,0.825481
51,75.9909,1,16.2883,29.5467,10.5667,0.27739,-0.0412387,0.27739,1.53786,0.365701,0.809343
52,73.4959,1,19.7027,29.593,10.385,0.270366,-0.244969,0.270366,1.62225,0.356441,0.868644
53,66.3997,1,18.9438,30.316,8.98695,0.26352,-0.232111,0.26352,1.58117,0.347416,0.84665
54,61.3165,1,20.4019,30.8634,9.25519,0.256848,-0.312581,0.256848,1.61264,0.338619,0.825212
55,56.9257,1,19.1805,29.8376,9.21244,0.250344,-0.239596,0.250344,1.66709,0.330045,0.804317
56,47.7932,1,16.5802,28.2889,9.4008,0.244005,-0.111872,0.244005,1.62488,0.321688,0.783951
57,50.925,1,18.7182,27.3812,9.01736,0.237827,-0.228779,0.237827,1.58374,0.313543,0.764101
58,40.5466,1,19.7993,29.1184,9.49755,0.231805,-0.274326,0.231805,1.54364,0.305604,0.744754
59,39.8241,1,20.2536,29.4552,7.94439,0.225936,-0.321682,0.225936,1.67124,0.297866,0.737664
60,34.9033,1,16.133,30.0241,7.39891,0.220215,-0.08105,0.220215,1.62892,0.290324,0.718986
61,33.4514,1,16.3984,28.3283,8.52065,0.214639,-0.100847,0.214639,1.60148,0.282973,0.700781
62,29.6172,1,17.4574,27.9114,8.4059,0.209204,-0.158714,0.209204,1.56093,0.275808,0.683037
63,24.9035,1,18.764,27.7643,8.01491,0.203907,-0.240838,0.203907,1.6702,0.268824,0.682222
64,16.7289,1,18.8736,28.792,9.08192,0.198744,-0.245604,0.198744,1.62791,0.262017,0.704274
65,3.67458,1,20.7627,29.9619,8.90315,0.193711,-0.30472,0.193711,1.58669,0.255383,0.686441
66,4.83085,1,18.1171,30.9625,8.1634,0.188807,-0.173662,0.188807,1.54652,0.248916,0.678787
67,2.01306,1,19.1481,29.274,8.72845,0.184026,-0.240027,0.184026,1.50736,0.242614,0.698593
68,-3.48911,1,18.4541,29.5476,8.43007,0.179366,-0.210045,0.179366,1.46919,0.236471,0.680904
69,-9.39194,1,19.4687,28.8082,8.64469,0.174825,-0.266074,0.174825,1.46082,0.230483,0.729212
