Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
3.75135,0,8.7395,0,1.56204,0.00666667,1.6959,0.00666667,All
8.2447,0.00666667,12.6272,0.00666667,1.67292,0.0133333,1.71007,0.0133333,All
8.4243,0.0133333,13.663,0.0133333,2.62292,0.02,1.75102,0.02,All
8.43503,0.02,13.955,0.02,2.8394,0.0266667,2.27041,0.0266667,All
8.47935,0.0266667,13.993,0.0266667,4.05811,0.0333333,2.3653,0.0333333,All
8.58962,0.0333333,14.1391,0.0333333,4.30115,0.04,2.40781,0.04,All
8.60965,0.04,14.6258,0.04,5.01253,0.0466667,2.49313,0.0466667,All
8.6771,0.0466667,14.7712,0.0466667,5.02029,0.0533333,2.49616,0.0533333,All
8.93995,0.0533333,15.4969,0.0533333,5.10577,0.06,2.6082,0.06,All
8.98377,0.06,15.569,0.06,5.4446,0.0666667,2.79595,0.0666667,All
9.15167,0.0666667,15.594,0.0666667,5.67772,0.0733333,3.05023,0.0733333,All
9.23157,0.0733333,15.623,0.0733333,5.79722,0.08,3.162,0.08,All
9.36246,0.08,15.8773,0.08,6.37954,0.0866667,3.18353,0.0866667,All
9.37946,0.0866667,15.9472,0.0866667,6.58068,0.0933333,3.61731,0.0933333,All
9.42163,0.0933333,15.9859,0.0933333,6.58756,0.1,3.665,0.1,All
9.46129,0.1,16.1458,0.1,6.59355,0.106667,3.68972,0.106667,All
9.49703,0.106667,16.1507,0.106667,6.7195,0.113333,3.76204,0.113333,All
9.78568,0.113333,16.333,0.113333,6.794,0.12,3.8225,0.12,All
9.85916,0.12,16.9895,0.12,6.90831,0.126667,3.89624,0.126667,All
9.86134,0.126667,17.1067,0.126667,7.40292,0.133333,4.02127,0.133333,All
9.86617,0.133333,18.0554,0.133333,7.52097,0.14,4.03023,0.14,All
9.9136,0.14,18.4442,0.14,7.54126,0.146667,4.10998,0.146667,All
