Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.8871,0.0754344,15.0381,0.0180734,71.7183,0.00703986,3.78667,0.0612143,All
9.93403,0.157727,17.4216,0.0421712,211.436,0.000462473,8.71262,0.0349796,All
10.981,0.102865,19.805,0.0692812,351.153,0.000154158,13.6386,0.0335221,All
12.0279,0.11658,22.1885,0.0963912,490.87,0,18.5645,0.0160323,All
13.0748,0.0480037,24.5719,0.0692812,630.587,0,23.4905,0.0102024,All
14.1217,0.0822921,26.9554,0.0542201,770.304,0,28.4164,0.0160323,All
15.1687,0.0685768,29.3388,0.0481956,910.021,0,33.3424,0.0102024,All
16.2156,0.0754344,31.7223,0.02711,1049.74,0,38.2683,0.0145748,All
17.2625,0.11658,34.1057,0.00903668,1189.46,0,43.1943,0.00728741,All
18.3094,0.0891498,36.4892,0.00903668,1329.17,0,48.1202,0.00437245,All
19.3564,0.0548614,38.8726,0.00301223,1468.89,0,53.0462,0.00437245,All
20.4033,0.0274307,41.2561,0.00301223,1608.61,0,57.9721,0.00291497,All
21.4502,0.0137154,43.6395,0.00301223,1748.32,5.13859e-05,62.8981,0.00291497,All
