iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,529.132,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,528.779,1,10.3373,19.162,19.63,1.6761,0.403296,1.46202,1.46202,1.46202,1.46202
3,524.999,1,10.314,18.9004,20.6591,1.65472,0.422348,1.425,1.425,1.425,1.425
4,526.02,1,10.181,18.7095,19.5291,1.69,0.431817,1.38892,1.38892,1.38892,1.38892
5,526.193,1,10.2714,18.6896,19.9716,1.68333,0.414506,1.35375,1.35375,1.35375,1.35375
6,522.027,1,10.0194,18.9089,20.8216,1.66774,0.449224,1.31947,1.31947,1.31947,1.31947
7,522.073,1,10.0823,18.7915,19.4955,1.70005,0.451983,1.28606,1.28606,1.28606,1.28606
8,518.094,1,9.90828,19.0921,19.8445,1.66634,0.468929,1.2535,1.2535,1.2535,1.2535
9,512.511,1,9.64879,19.2474,19.0348,1.6686,0.506217,1.22176,1.22176,1.22176,1.22176
10,505.754,1,9.8464,19.0081,17.9323,1.64255,0.477231,1.19082,1.19082,1.19082,1.19082
11,505.668,1,9.92662,19.3116,17.0277,1.66559,0.455284,1.16067,1.16067,1.16067,1.16067
12,500.763,1,10.1902,18.9125,15.8034,1.63736,0.444118,1.13128,1.13128,1.13128,1.13128
13,505.322,1,9.93605,19.3097,15.2786,1.68963,0.480036,1.10264,1.10264,1.10264,1.10264
14,504.674,1,10.296,18.7807,14.4766,1.67557,0.450982,1.07472,1.11877,1.07472,1.07472
15,498.106,1,9.86786,19.0901,16.3441,1.6451,0.482503,1.04751,1.09044,1.04751,1.04751
16,495.514,1,10.1566,19.0729,17.0429,1.64199,0.4497,1.02098,1.06283,1.02098,1.02098
17,487.924,1,9.93496,19.3158,17.3911,1.60729,0.479397,0.995131,1.03592,0.995131,0.995131
18,484.264,1,9.92265,19.309,16.496,1.57871,0.476824,0.969933,1.03205,0.969933,0.969933
19,487.029,1,9.98729,19.0428,16.5349,1.6362,0.475986,0.945374,1.00592,0.945374,0.945374
20,484.798,1,10.0089,18.7191,17.2482,1.62771,0.463691,0.921437,0.980451,0.921437,0.921437
21,486.288,1,10.0612,18.6494,16.8307,1.6819,0.456937,0.898105,0.955626,0.898105,0.898105
22,478.748,1,9.92386,18.5927,16.7599,1.63931,0.474897,0.875365,0.931429,0.875365,0.875365
23,487.798,1,10.1427,18.891,16.9863,1.69217,0.454217,0.8532,0.950513,0.8532,0.8532
24,483.383,1,10.3292,18.9968,16.9736,1.68625,0.428921,0.831597,0.926445,0.831597,0.831597
25,483.131,1,10.1663,19.234,17.1621,1.6747,0.442884,0.81054,0.923686,0.827761,0.81054
26,487.224,1,10.6209,18.8618,17.6252,1.74076,0.397107,0.790017,0.916833,0.806802,0.790017
27,487.161,1,10.303,19.0628,18.7267,1.70686,0.431129,0.770013,0.928389,0.796705,0.896052
28,488.482,1,10.3911,19.0423,18.0235,1.73734,0.418342,0.750516,0.983854,0.792225,0.873363
29,483.395,1,10.021,19.1778,18.3718,1.70259,0.474212,0.731512,1.01148,0.782333,0.851249
30,478.033,1,10.2856,19.2413,18.0966,1.65948,0.437953,0.71299,1.03497,0.794395,0.829695
31,468.85,1,10.1113,19.5236,20.2355,1.61746,0.442272,0.694937,1.00876,0.789007,0.808687
