Cl_pop,2.8611e-7,-1.0675e-8,-2.0334e-9,-0.00093151,2.977e-10,3.9926e-11,-2.5081e-5,-5.6426e-6,-2.9105e-8,-1.5934e-21
beta_Cl_tSCRMGDL,-1.0675e-8,4.2929e-10,8.223e-11,2.898e-5,-1.0274e-11,-1.4094e-12,9.0659e-7,2.8525e-7,1.2425e-9,8.3115e-23
V1_pop,-2.0334e-9,8.223e-11,1.4896e-10,8.3046e-6,-7.6028e-12,-9.072e-13,4.4585e-7,1.7374e-7,3.7233e-10,7.353e-23
V2_pop,-0.00093151,2.898e-5,8.3046e-6,686.72,-1.8299e-6,-7.3543e-7,-0.38913,0.8059,-0.0027472,7.2488e-18
omega_Cl,2.977e-10,-1.0274e-11,-7.6028e-12,-1.8299e-6,9.0227e-12,1.1899e-13,8.7208e-9,-2.1711e-8,-1.0478e-10,-3.4001e-24
omega_V1,3.9926e-11,-1.4094e-12,-9.072e-13,-7.3543e-7,1.1899e-13,1.4723e-13,4.4388e-10,-2.9661e-9,-2.6307e-12,-7.5966e-25
omega_Q,-2.5081e-5,9.0659e-7,4.4585e-7,-0.38913,8.7208e-9,4.4388e-10,0.26654,-0.0048204,4.1004e-6,-4.0432e-19
omega_V2,-5.6426e-6,2.8525e-7,1.7374e-7,0.8059,-2.1711e-8,-2.9661e-9,-0.0048204,0.10208,-4.359e-6,7.9353e-19
a,-2.9105e-8,1.2425e-9,3.7233e-10,-0.0027472,-1.0478e-10,-2.6307e-12,4.1004e-6,-4.359e-6,3.3137e-6,-2.6516e-19
b,-1.5934e-21,8.3115e-23,7.353e-23,7.2488e-18,-3.4001e-24,-7.5966e-25,-4.0432e-19,7.9353e-19,-2.6516e-19,3.5179e-5
