iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,807.256,1,13.5086,26.1537,23.8987,13.1157,1.5,1.5,1.2,1.5,1.5,1.5
2,795.284,1,40.1031,34.1956,57.3711,18.6313,1.425,1.425,1.16962,1.46202,1.46202,1.51653
3,791.727,1,43.7298,49.962,55.655,19.7487,1.35375,1.35375,1.14,1.425,1.425,1.47813
4,783.91,1,42.1339,47.812,61.3439,22.4541,1.28606,1.28606,1.11113,1.38892,1.38892,1.47414
5,776.427,1,42.0918,41.4263,58.1301,19.8023,1.22176,1.22176,1.083,1.35375,1.35375,1.50916
6,768.243,1,39.9079,43.802,63.8091,20.4878,1.16067,1.16067,1.05558,1.31947,1.31947,1.47095
7,763.712,1,38.3304,38.4329,60.6804,20.2959,1.10264,1.10264,1.02885,1.51351,1.28606,1.43371
8,760.229,1,38.0872,48.0222,59.1626,21.1723,1.04751,1.04751,1.0028,1.81351,1.2535,1.3974
9,754.326,1,38.372,45.8408,58.2987,20.1944,0.995131,0.995131,0.977407,1.98863,1.22176,1.36202
10,746.75,1,37.9713,31.4981,61.7401,26.157,0.945374,0.945374,0.952659,1.97405,1.19082,1.32753
11,739.245,1,36.2212,26.6494,62.1374,25.4679,0.898105,0.898105,0.928537,2.25566,1.16067,1.29392
12,734.191,1,35.5324,20.8342,63.8255,24.3225,0.8532,0.8532,0.905026,2.19855,1.13128,1.26116
13,725.948,1,34.7429,23.39,64.0393,21.4659,0.81054,0.81054,0.88211,2.14288,1.10264,1.26398
14,719.349,1,32.9166,37.1957,56.3217,20.2888,0.770013,0.770013,0.859775,2.08862,1.07472,1.23198
15,711.763,1,32.9491,30.4182,57.9086,20.7491,0.731512,0.731512,0.838005,2.1079,1.04751,1.20078
16,702.258,1,33.2318,32.4266,54.8355,18.9073,0.694937,0.694937,0.816786,2.28187,1.02098,1.17038
17,695.367,1,30.5668,30.3876,52.0691,17.1432,0.66019,0.66019,0.796105,2.2241,0.995131,1.14074
18,688.424,1,30.9661,44.2546,51.3931,17.6498,0.627181,0.627181,0.775947,2.16778,0.969933,1.22027
19,688.301,1,29.8715,44.6862,47.9287,18.1973,0.595821,0.595821,0.756299,2.27212,0.945374,1.18937
20,680.017,1,28.9676,74.1563,48.933,19.2789,0.56603,0.56603,0.737149,2.21459,0.921437,1.15926
21,669.067,1,28.5174,104.757,48.497,15.7008,0.537729,0.537729,0.718484,2.20598,0.898105,1.16087
22,657.701,1,27.8273,79.0241,47.5633,16.4211,0.510842,0.510842,0.700292,2.36779,0.875365,1.13147
23,650.963,1,28.5186,85.5745,50.6702,14.5756,0.4853,0.4853,0.68256,2.38276,0.8532,1.15174
24,642.349,1,27.4774,131.422,51.3661,15.8045,0.461035,0.461035,0.665277,2.40243,0.831597,1.12258
25,634.518,1,27.3084,73.3211,51.2947,13.5956,0.437984,0.437984,0.648432,2.3416,0.81054,1.09415
26,629.912,1,27.532,51.4041,50.263,18.2826,0.416084,0.416084,0.632013,2.43601,0.790017,1.06645
27,618.387,1,27.2968,40.6632,48.8387,17.2182,0.39528,0.39528,0.61601,2.37433,0.770013,1.03944
28,615.661,1,26.8457,37.4461,49.4566,17.7042,0.375516,0.375516,0.600413,2.51976,0.750516,1.01312
29,604.464,1,26.5485,53.7153,50.608,16.4291,0.35674,0.35674,0.58521,2.85129,0.731512,0.987472
30,596.528,1,26.7815,37.8919,50.7223,15.1761,0.338903,0.338903,0.570392,2.77909,0.71299,0.962468
31,590.861,1,26.6989,29.7967,51.5559,14.2743,0.321958,0.321958,0.555949,2.70873,0.694937,0.938098
32,582.8,1,26.2067,30.3817,51.9719,12.5196,0.30586,0.30586,0.541873,2.64014,0.677341,0.914345
33,576.51,1,26.5948,27.3897,54.7962,13.5849,0.290567,0.290567,0.528152,2.58742,0.66019,0.891193
34,569.678,1,26.2989,20.3842,54.0251,15.0219,0.276039,0.276039,0.514779,2.5219,0.643474,0.868628
35,566.302,1,25.7009,11.8548,52.6657,14.6372,0.262237,0.262237,0.501744,2.45804,0.627181,0.846633
36,551.163,1,25.7102,10.0749,54.7841,13.8875,0.249125,0.249125,0.48904,2.39581,0.6113,0.825196
37,542.486,1,25.379,9.38105,53.3357,13.4453,0.236669,0.236669,0.476657,2.33514,0.595821,0.804302
38,536.307,1,25.6696,9.73754,53.8824,15.0381,0.224835,0.224835,0.464588,2.27602,0.580735,0.783936
39,533.529,1,25.5788,11.187,52.0654,19.2181,0.213594,0.213594,0.452824,2.30475,0.56603,0.764087
40,520.499,1,25.3377,9.84955,50.1741,18.1471,0.202914,0.202914,0.441359,2.24639,0.551698,0.74474
41,512.963,1,25.0848,7.94639,49.4844,18.4129,0.192768,0.192768,0.430183,2.18951,0.537729,0.725882
