iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,645.254,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,608.308,1,17.9793,32.0402,14.6171,1.72201,0.165595,0.418312,0.804081,1.05337,0.961135
3,591.25,1,18.0151,28.6169,15.563,2.05431,0.13128,0.409632,0.833991,1.14798,0.891737
4,553.266,1,18.004,29.8168,18.3647,2.14039,0.0891048,0.418725,0.741858,1.13137,0.877755
5,540.398,1,18.1854,30.6921,20.2313,2.10412,0.0748997,0.411131,0.820773,1.10935,0.9858
6,534.768,1,18.0079,31.0415,20.3539,2.05091,0.0716192,0.422386,0.788981,1.07714,1.04238
7,515.499,1,18.0153,29.6769,15.653,2.08783,0.0504587,0.417199,0.779569,1.12343,1.09457
8,500.211,1,18.1386,28.7692,16.7583,2.05034,0.0386727,0.418245,0.90234,1.12485,0.971282
9,496.667,1,18.0005,28.6735,18.6654,2.10222,0.0312953,0.421847,0.906958,1.12277,1.00854
10,489.402,1,17.8737,28.3809,21.0063,2.02526,0.0296398,0.412457,0.839105,1.11947,1.12481
11,484.701,1,17.953,29.3043,20.4046,2.00134,0.0255022,0.411472,0.947019,1.07869,1.12477
12,486.447,1,17.8811,29.5574,20.8978,2.01445,0.0266196,0.415118,0.899338,1.07253,1.15322
13,479.698,1,18.0164,29.814,23.4316,2.01143,0.0195847,0.415993,0.906727,1.07146,1.16522
14,472.757,1,18.2214,28.3966,21.8634,2.02319,1.83424e-08,0.412709,0.946899,1.08485,1.23429
15,468.79,1,18.1359,28.9982,21.6047,1.97697,2.22045e-16,0.413912,0.946913,1.08174,1.24714
16,466.928,1,18.1683,29.7005,21.4744,1.96676,2.22045e-16,0.414035,0.927237,1.0631,1.23052
17,460.61,1,18.0631,29.4603,22.8293,1.92515,2.22045e-16,0.420288,0.944834,1.04598,1.05405
