iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,536.976,1,10.3141,23.8174,6.65121,1.5,-0.415546,1.5,1.5,1.5,1.5
2,522.302,1,20.1645,17.7187,14.7872,1.66223,-0.412036,1.46202,1.46202,1.46202,1.46202
3,532.536,1,20.3071,18.0008,15.7879,1.74969,-0.41176,1.425,1.425,1.425,1.425
4,545.747,1,20.4347,18.0806,15.8409,1.89017,-0.417503,1.38892,1.38892,1.38892,1.38892
5,537.094,1,19.4028,18.1665,16.689,1.84231,-0.376412,1.35375,1.35375,1.35375,1.35375
6,535.905,1,20.166,18.4698,17.7164,1.82146,-0.410671,1.31947,1.31947,1.31947,1.31947
7,534.509,1,19.8986,18.5534,14.877,1.86421,-0.39908,1.28606,1.28606,1.28606,1.28606
8,523.115,1,20.1119,18.4354,14.6265,1.81701,-0.403638,1.2535,1.2535,1.2535,1.2535
9,517.477,1,20.1048,18.2682,16.2729,1.771,-0.40314,1.22176,1.22176,1.22176,1.22176
10,517.102,1,20.5887,18.2414,15.5569,1.79404,-0.423792,1.19082,1.19082,1.19082,1.19082
11,517.011,1,20.1735,18.2032,15.5779,1.80575,-0.409805,1.16067,1.16067,1.16067,1.16067
12,514.708,1,19.9685,18.1648,16.7669,1.76003,-0.395218,1.13128,1.13128,1.13128,1.13128
13,508.905,1,19.6104,18.32,15.7102,1.75088,-0.377489,1.10264,1.10264,1.10264,1.10264
14,508.136,1,19.638,18.6906,15.5184,1.79674,-0.380817,1.07472,1.07472,1.07472,1.07472
15,504.025,1,19.6614,18.4856,15.334,1.75499,-0.384179,1.04751,1.04751,1.04751,1.04751
16,500.751,1,19.7036,18.971,16.0458,1.77583,-0.385375,1.02098,1.02098,1.02098,1.02098
17,503.587,1,20.0643,19.0424,16.9478,1.81401,-0.403959,0.995131,0.995131,0.995131,0.995131
18,502.344,1,20.626,19.0179,16.3273,1.82736,-0.424036,0.969933,0.969933,0.969933,0.969933
19,504.336,1,19.8342,19.5867,16.9547,1.84757,-0.387913,0.945374,0.945374,0.945374,0.945374
20,506.919,1,20.0537,19.6569,16.3456,1.86714,-0.399533,0.921437,0.957121,0.921437,0.921437
21,512.309,1,20.3466,19.4362,17.05,1.93321,-0.418274,0.898105,0.956424,0.898105,0.908099
22,512.456,1,20.8211,19.9677,17.0741,1.9607,-0.424097,0.875365,1.09292,0.875365,0.885105
23,505.282,1,20.1466,19.1911,16.4261,1.91105,-0.4004,0.8532,1.11235,0.8532,0.862694
24,506.865,1,20.5949,18.9653,17.6786,1.86266,-0.42452,0.831597,1.1296,0.831597,0.852985
25,506.916,1,20.0736,18.8413,17.9003,1.88398,-0.396144,0.81054,1.101,0.81054,0.886874
26,502.147,1,20.0496,18.7845,17.9608,1.85756,-0.393847,0.790017,1.07312,0.790017,0.876474
27,497.998,1,20.2525,19.0685,16.1098,1.82367,-0.418215,0.770013,1.09504,0.770013,0.854281
28,487.952,1,20.114,18.714,15.7865,1.7775,-0.405312,0.750516,1.06731,0.750516,0.83265
29,490.507,1,20.0882,19.3458,17.0846,1.79315,-0.409958,0.731512,1.06708,0.731512,0.811567
30,491.647,1,20.7773,19.5551,16.4939,1.83951,-0.437447,0.71299,1.04006,0.725546,0.791018
31,493.083,1,20.9237,19.7167,17.6055,1.8649,-0.437717,0.694937,1.03766,0.707175,0.770989
32,492.735,1,20.4919,19.7109,17.6591,1.84776,-0.415907,0.677341,1.05228,0.732297,0.751467
33,483.461,1,20.4866,19.5885,17.35,1.80097,-0.418783,0.66019,1.02564,0.735544,0.819812
34,490.652,1,20.4062,19.4332,16.7169,1.83068,-0.420895,0.643474,1.01296,0.716919,0.827769
35,491.859,1,19.9798,18.9913,16.826,1.82497,-0.394636,0.627181,1.01469,0.75089,0.831095
36,484.109,1,19.9579,19.147,15.6775,1.8017,-0.396091,0.6113,0.988999,0.731877,0.810051
37,489.027,1,20.8475,18.9652,14.9825,1.84947,-0.427724,0.595821,1.04465,0.713346,0.78954
38,484.014,1,20.5014,19.1229,15.4237,1.83993,-0.421932,0.580735,1.06733,0.695284,0.769548
39,497.776,1,20.6935,19.0815,16.4054,1.92921,-0.425788,0.56603,1.16916,0.684231,0.756501
40,488.747,1,19.9774,19.3528,15.9547,1.88036,-0.395106,0.551698,1.18955,0.695087,0.774853
41,489.242,1,20.1556,19.273,14.9371,1.88742,-0.402793,0.537729,1.15943,0.677487,0.755233
