iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,44.0825,1,13.5016,36.5315,21.7629,16.3975,1.54598,0.0572365,0.257881,1.665,6.78912e-08,0.72094
2,35.6255,1,12.9373,26.8244,21.7629,15.5637,1.74052,0.0514955,0.2017,1.56463,7.12493e-08,0.676897
3,33.0692,1,13.0954,28.3158,21.7629,14.4922,1.80017,0.0504545,0.209712,1.46886,6.75185e-08,0.621542
4,33.8502,1,13.1478,24.4754,21.7629,14.9194,1.86284,0.0476957,0.206576,1.35524,7.01745e-08,0.663665
5,32.6766,1,13.0507,24.9106,21.7629,15.5399,1.81316,0.0515861,0.215369,1.35918,5.71961e-08,0.707062
6,29.3239,1,13.1331,24.8852,21.7629,15.3036,1.726,0.0545392,0.212618,1.38035,5.27727e-08,0.734511
7,25.333,1,13.0803,23.3212,21.7629,14.7305,1.66043,0.0614341,0.206004,1.3255,4.81739e-08,0.654049
8,17.2389,1,13.1638,22.1439,21.7629,15.0183,1.65863,0.0547463,0.201367,1.40982,4.62422e-08,0.674213
9,17.2973,1,13.1463,21.3648,21.7629,14.5747,1.71017,0.0565166,0.208874,1.29296,4.65645e-08,0.585866
10,29.6191,1,13.0109,22.5594,21.7629,13.3867,1.74,0.0606942,0.1987,1.45138,4.60206e-08,0.648478
11,33.6442,1,12.9556,23.0175,21.7629,14.2922,1.81737,0.0596875,0.200487,1.38818,4.64597e-08,0.671055
12,33.5006,1,13.0079,24.8362,21.7629,14.3087,1.81735,0.0583192,0.225383,1.32695,4.35697e-08,0.706459
13,27.329,1,13.1266,26.0398,21.7629,13.7466,1.78458,0.0542162,0.215353,1.42043,4.46283e-08,0.692953
14,18.5587,1,13.2278,23.7253,21.7629,14.8986,1.73515,0.0517277,0.208229,1.4415,4.37185e-08,0.677404
15,13.991,1,13.1373,24.5458,21.7629,13.4827,1.73515,0.0504054,0.205474,1.37519,4.10273e-08,0.667611
16,9.96762,1,13.045,22.9492,21.7629,13.7162,1.71149,0.0504531,0.201569,1.39536,3.76022e-08,0.681229
17,13.5717,1,13.0686,21.7182,21.7629,14.4574,1.66049,0.0546592,0.20345,1.43921,3.93603e-08,0.669937
18,18.0142,1,13.1006,23.4767,21.7629,14.5764,1.62475,0.0539018,0.21355,1.57098,4.07792e-08,0.731591
19,17.3185,1,13.1662,24.5114,21.7629,14.2877,1.62475,0.0542439,0.208601,1.47747,4.40245e-08,0.717178
20,13.3213,1,13.164,23.2996,21.7629,14.8455,1.62479,0.0549994,0.210258,1.34237,3.72412e-08,0.766129
21,24.5515,1,13.2391,24.3797,21.7629,15.048,1.68084,0.0560973,0.216317,1.35201,4.10234e-08,0.850769
22,20.2189,1,13.0047,22.821,21.7629,15.8393,1.6809,0.0599497,0.194847,1.36398,3.67491e-08,0.786387
23,29.3083,1,12.9206,24.0285,21.7629,15.5842,1.72157,0.0633571,0.202344,1.31332,3.96777e-08,0.750808
24,21.3376,1,13.073,22.0665,21.7629,15.2512,1.68855,0.0606899,0.203136,1.21431,3.92273e-08,0.753385
