standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.84876,0.00666667,-2.51393,0.00666667,-2.33595,0.00666667,-1.92616,0.00666667,All
-1.82531,0.0133333,-2.01402,0.0133333,-2.28796,0.0133333,-1.92423,0.0133333,All
-1.77785,0.02,-1.97685,0.02,-1.8065,0.02,-1.91282,0.02,All
-1.76668,0.0266667,-1.93391,0.0266667,-1.7937,0.0266667,-1.84648,0.0266667,All
-1.71064,0.0333333,-1.91158,0.0333333,-1.72612,0.0333333,-1.82814,0.0333333,All
-1.70608,0.04,-1.87256,0.04,-1.64258,0.04,-1.66871,0.04,All
-1.67007,0.0466667,-1.7319,0.0466667,-1.56069,0.0466667,-1.62757,0.0466667,All
-1.63074,0.0533333,-1.57651,0.0533333,-1.5548,0.0533333,-1.52243,0.0533333,All
-1.62774,0.06,-1.52089,0.06,-1.54991,0.06,-1.52172,0.06,All
-1.56548,0.0666667,-1.49041,0.0666667,-1.54639,0.0666667,-1.48127,0.0666667,All
-1.48533,0.0733333,-1.41889,0.0733333,-1.53233,0.0733333,-1.44101,0.0733333,All
-1.41724,0.08,-1.4036,0.08,-1.52837,0.08,-1.44083,0.08,All
-1.30258,0.0866667,-1.33033,0.0866667,-1.49991,0.0866667,-1.39872,0.0866667,All
-1.29516,0.0933333,-1.29396,0.0933333,-1.47223,0.0933333,-1.39639,0.0933333,All
-1.29458,0.1,-1.18754,0.1,-1.44836,0.1,-1.3118,0.1,All
-1.29257,0.106667,-1.1767,0.106667,-1.41037,0.106667,-1.26071,0.106667,All
-1.23978,0.113333,-1.099,0.113333,-1.407,0.113333,-1.23289,0.113333,All
-1.23669,0.12,-1.06891,0.12,-1.31898,0.12,-1.2247,0.12,All
-1.22968,0.126667,-1.06784,0.126667,-1.29149,0.126667,-1.17503,0.126667,All
-1.22143,0.133333,-1.0454,0.133333,-1.24996,0.133333,-1.15874,0.133333,All
-1.21693,0.14,-1.01827,0.14,-1.22915,0.14,-1.1259,0.14,All
-1.1918,0.146667,-1.00778,0.146667,-1.20497,0.146667,-1.07038,0.146667,All
-1.18188,0.153333,-1.00014,0.153333,-1.17991,0.153333,-1.05712,0.153333,All
-1.16765,0.16,-0.974053,0.16,-1.15175,0.16,-1.04888,0.16,All
-1.14445,0.166667,-0.968199,0.166667,-1.11639,0.166667,-1.0104,0.166667,All
-1.13869,0.173333,-0.85425,0.173333,-1.08805,0.173333,-0.967615,0.173333,All
-1.13861,0.18,-0.84542,0.18,-1.08288,0.18,-0.958265,0.18,All
-1.13035,0.186667,-0.831342,0.186667,-1.08129,0.186667,-0.892352,0.186667,All
-1.11206,0.193333,-0.80154,0.193333,-1.03456,0.193333,-0.888429,0.193333,All
-1.10625,0.2,-0.799678,0.2,-1.00635,0.2,-0.878063,0.2,All
-1.0772,0.206667,-0.712034,0.206667,-0.866522,0.206667,-0.850483,0.206667,All
-1.07533,0.213333,-0.701961,0.213333,-0.864763,0.213333,-0.804449,0.213333,All
-1.07067,0.22,-0.700823,0.22,-0.851976,0.22,-0.794205,0.22,All
-1.06959,0.226667,-0.680132,0.226667,-0.838917,0.226667,-0.747496,0.226667,All
-1.00282,0.233333,-0.676299,0.233333,-0.832559,0.233333,-0.739464,0.233333,All
-0.981247,0.24,-0.671477,0.24,-0.817848,0.24,-0.684661,0.24,All
-0.943165,0.246667,-0.649937,0.246667,-0.809225,0.246667,-0.682577,0.246667,All
-0.936089,0.253333,-0.623596,0.253333,-0.783105,0.253333,-0.612739,0.253333,All
-0.849127,0.26,-0.62268,0.26,-0.760068,0.26,-0.607388,0.26,All
-0.758198,0.266667,-0.58403,0.266667,-0.753533,0.266667,-0.542306,0.266667,All
-0.731994,0.273333,-0.576184,0.273333,-0.74913,0.273333,-0.539868,0.273333,All
-0.727645,0.28,-0.571192,0.28,-0.725372,0.28,-0.526708,0.28,All
-0.662356,0.286667,-0.564799,0.286667,-0.615811,0.286667,-0.517738,0.286667,All
-0.66085,0.293333,-0.564131,0.293333,-0.537149,0.293333,-0.517725,0.293333,All
-0.64505,0.3,-0.556472,0.3,-0.52209,0.3,-0.512857,0.3,All
-0.626541,0.306667,-0.5523,0.306667,-0.49228,0.306667,-0.497974,0.306667,All
-0.617732,0.313333,-0.524187,0.313333,-0.482325,0.313333,-0.484718,0.313333,All
-0.610607,0.32,-0.516706,0.32,-0.471886,0.32,-0.480661,0.32,All
-0.61033,0.326667,-0.513573,0.326667,-0.439834,0.326667,-0.47837,0.326667,All
-0.609186,0.333333,-0.5043,0.333333,-0.431349,0.333333,-0.473354,0.333333,All
-0.598399,0.34,-0.473038,0.34,-0.430778,0.34,-0.4728,0.34,All
-0.57998,0.346667,-0.46906,0.346667,-0.41606,0.346667,-0.46102,0.346667,All
-0.567914,0.353333,-0.468983,0.353333,-0.377407,0.353333,-0.459313,0.353333,All
-0.511397,0.36,-0.455002,0.36,-0.352402,0.36,-0.419613,0.36,All
