iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2,r
1849,27.9978,1,13.5009,68.392,18.1283,16.2684,3.35063,0.271277,1.19779,5.26003e-08,0.458982,0.727537
1850,32.9386,1,13.7649,62.9554,18.1283,15.3907,3.46229,0.262735,1.08666,5.45156e-08,0.460199,0.718379
1851,37.1294,1,13.735,64.3508,18.1283,15.2079,3.50254,0.272703,1.1009,5.71865e-08,0.490897,0.728951
1852,31.5973,1,13.6556,64.3833,18.1283,15.4349,3.40446,0.270677,1.17982,5.11097e-08,0.513901,0.735014
1853,36.1691,1,13.9854,70.8185,18.1283,16.5114,3.59656,0.270049,1.28532,4.4392e-08,0.486591,0.733289
1854,35.9504,1,13.9185,68.2778,18.1283,16.4293,3.44618,0.272133,1.20533,4.68303e-08,0.531247,0.710278
1855,34.4336,1,13.7792,65.3378,18.1283,15.6527,3.32577,0.287698,1.15387,4.68071e-08,0.551162,0.696913
1856,36.4765,1,13.8708,65.4688,18.1283,16.3448,3.57256,0.269231,1.13453,4.50443e-08,0.517771,0.71804
1857,28.2595,1,13.9164,63.1637,18.1283,16.0061,3.58165,0.254826,1.11134,4.5325e-08,0.487074,0.739702
1858,24.2848,1,13.9661,61.3402,18.1283,15.7708,3.35997,0.269131,1.08546,4.5008e-08,0.493482,0.718909
1859,16.8389,1,13.8901,59.1715,18.1283,16.2114,3.44986,0.274521,1.06605,3.61203e-08,0.49815,0.74319
1860,22.8679,1,13.748,65.0224,18.1283,16.0892,3.66483,0.269414,1.16024,3.38738e-08,0.496457,0.760564
1861,17.8402,1,13.7042,61.2182,18.1283,16.0413,3.55871,0.275751,1.08384,3.09126e-08,0.506181,0.751868
1862,9.13591,1,13.5933,60.2135,18.1283,16.2388,3.56385,0.267238,1.09411,2.59172e-08,0.501094,0.759796
1863,-0.542898,1,13.6755,55.7772,18.1283,16.202,3.24781,0.244958,1.05331,2.50428e-08,0.494763,0.701522
1864,-3.63117,1,13.3919,56.6394,18.1283,15.9928,3.09684,0.238838,0.96787,2.6345e-08,0.533821,0.669626
1865,6.77533,1,13.2605,57.9656,18.1283,16.266,3.14736,0.234087,1.11056,2.61452e-08,0.551891,0.646548
1866,4.8373,1,13.2897,66.7444,18.1283,16.084,3.1946,0.23818,1.11985,2.84756e-08,0.532151,0.690172
1867,3.363,1,13.4079,60.3934,18.1283,15.931,3.21577,0.26877,1.12138,2.5574e-08,0.484114,0.691414
1868,-5.79045,1,13.3187,62.4275,18.1283,16.1064,3.15257,0.238081,1.04995,2.18031e-08,0.512389,0.673771
1869,-2.99292,1,13.4749,63.8666,18.1283,16.143,3.19337,0.252846,1.06157,2.12846e-08,0.546613,0.695409
1870,4.42126,1,13.484,60.2821,18.1283,15.8826,3.27629,0.229215,0.995353,2.27978e-08,0.592488,0.678785
1871,2.75566,1,13.5665,62.5006,18.1283,15.3235,3.48588,0.238883,1.06967,2.29847e-08,0.541387,0.747752
1872,6.76938,1,13.8749,57.9329,18.1283,15.261,3.37845,0.242805,1.05871,2.24557e-08,0.565414,0.713708
1873,-8.70632,1,13.4843,60.8744,18.1283,15.3549,3.02098,0.232399,1.02777,2.35874e-08,0.546001,0.668896
1874,-1.75309,1,13.8339,59.1201,18.1283,15.5679,3.23359,0.222987,1.10021,1.98692e-08,0.52554,0.668214
1875,-1.26415,1,13.6196,60.5115,18.1283,15.0986,3.2084,0.233203,1.12118,1.9774e-08,0.52701,0.664739
1876,2.62593,1,13.7416,60.4921,18.1283,15.5975,3.19582,0.259009,1.12702,2.04697e-08,0.505782,0.653606
1877,4.77463,1,13.773,61.5395,18.1283,15.9097,3.24815,0.255684,1.11008,2.09618e-08,0.471169,0.651384
1878,9.91972,1,13.8707,62.7932,18.1283,16.9448,3.35158,0.267379,1.13347,2.12573e-08,0.492387,0.673125
1879,6.64178,1,13.8457,61.9922,18.1283,15.9783,3.27938,0.28283,1.11328,2.22143e-08,0.50564,0.692142
1880,-2.94383,1,13.6181,58.1845,18.1283,16.7859,3.11388,0.272989,1.01727,2.07383e-08,0.512263,0.666209
1881,1.24136,1,13.6804,56.9261,18.1283,17.3749,3.0373,0.288007,1.05448,2.17662e-08,0.480498,0.620793
1882,0.146314,1,13.2729,62.8012,18.1283,17.0574,3.22083,0.264379,1.1374,2.06605e-08,0.49715,0.680524
1883,5.4711,1,13.2483,66.0156,18.1283,16.3722,3.32514,0.246894,1.18186,2.20448e-08,0.48274,0.6901
1884,7.62466,1,13.3933,62.3405,18.1283,16.4485,3.33192,0.261698,1.12323,1.99846e-08,0.51105,0.673558
1885,7.95693,1,13.5601,60.5938,18.1283,16.4424,3.12211,0.255169,1.16444,2.31697e-08,0.497245,0.627748
1886,7.60569,1,13.7663,64.8517,18.1283,15.8009,3.10566,0.262083,1.20495,2.5093e-08,0.501977,0.640617
1887,8.34095,1,13.6152,61.5616,18.1283,15.4528,3.01958,0.269881,1.26844,2.34549e-08,0.496157,0.612169
1888,11.7778,1,13.5977,67.6309,18.1283,14.7699,3.13182,0.278879,1.34727,2.37899e-08,0.525374,0.653362
1889,8.18862,1,13.584,66.8955,18.1283,14.9809,3.15453,0.276837,1.25352,2.49018e-08,0.518303,0.680654
1890,7.05804,1,13.7692,66.896,18.1283,16.088,2.98922,0.27686,1.30934,2.19898e-08,0.533881,0.619383
1891,3.07218,1,13.5104,66.8795,18.1283,17.0709,3.16092,0.261947,1.31921,2.1638e-08,0.501366,0.676487
1892,15.1247,1,13.5975,68.7038,18.1283,16.57,3.26025,0.273997,1.30149,2.38048e-08,0.504017,0.66894
1893,20.2013,1,13.5268,63.1262,18.1283,15.9628,3.32383,0.260848,1.19191,2.50848e-08,0.517745,0.642618
1894,8.57422,1,13.5174,60.0093,18.1283,16.475,3.32913,0.248014,1.18287,2.3828e-08,0.4835,0.683253
1895,5.66541,1,13.4285,63.0271,18.1283,16.776,3.36867,0.23923,1.21994,1.99869e-08,0.511184,0.69025
1896,6.41476,1,13.9467,62.7384,18.1283,15.772,3.33803,0.25148,1.23061,1.89512e-08,0.500762,0.678796
1897,-5.53909,1,13.9925,61.1653,18.1283,15.6839,3.12967,0.268084,1.06205,1.73389e-08,0.499705,0.654625
1898,-0.258433,1,13.9824,61.538,18.1283,15.8656,3.18309,0.268285,1.16081,1.72192e-08,0.507676,0.654517
1899,-0.303314,1,13.9493,66.8747,18.1283,15.8988,3.19229,0.269139,1.18238,1.70097e-08,0.540243,0.659992
1900,-17.6706,1,13.7565,63.1824,18.1283,15.483,2.72279,0.270505,1.16043,1.65066e-08,0.491108,0.562311
1901,-14.3907,1,13.4724,58.2595,18.1283,16.4383,2.73899,0.263505,1.11939,1.84945e-08,0.545684,0.584494
1902,-20.9716,1,13.5165,58.1316,18.1283,15.8343,2.6614,0.271428,1.07718,1.56564e-08,0.558711,0.541995
1903,-26.1067,1,13.6123,62.0677,18.1283,15.3678,2.52657,0.26654,1.09778,1.55859e-08,0.562285,0.492621
1904,-28.2698,1,13.6668,62.2661,18.1283,15.4116,2.43345,0.270186,1.11326,1.63498e-08,0.565574,0.479802
1905,-26.7308,1,13.6874,61.9575,18.1283,16.2046,2.46561,0.282117,1.09595,1.52994e-08,0.552335,0.484251
1906,-30.225,1,13.7322,60.434,18.1283,15.492,2.43026,0.284825,1.08286,1.49012e-08,0.540593,0.414203
1907,39.0294,1,13.4766,59.8829,18.1283,16.6156,2.43085,0.262344,1.04106,1.54782e-07,0.537044,0.422678
1908,39.066,1,13.5491,60.4902,18.1283,16.9741,2.4166,0.262319,1.02785,1.62523e-07,0.545658,0.431796
1909,49.6656,1,13.5976,57.3724,18.1283,16.0086,2.4723,0.25289,1.05882,1.6371e-07,0.59896,0.416231
1910,55.0649,1,13.4475,56.9489,18.1283,16.8731,2.55329,0.252478,1.11564,1.58694e-07,0.595659,0.394777
1911,57.9965,1,13.5368,59.0308,18.1283,16.7982,2.65935,0.246735,1.175,1.5752e-07,0.565391,0.441308
1912,53.2763,1,13.4641,65.4299,18.1283,15.5132,2.54734,0.252604,1.27652,1.46923e-07,0.588795,0.429024
1913,52.7157,1,13.5706,66.8208,18.1283,15.6477,2.57357,0.248864,1.30782,1.54378e-07,0.602737,0.47424
1914,49.8805,1,13.6264,65.9508,18.1283,16.0479,2.584,0.265746,1.19879,1.65676e-07,0.608159,0.550101
1915,55.794,1,13.3212,65.9053,18.1283,16.2758,2.76384,0.253623,1.16198,1.71041e-07,0.608835,0.587685
1916,55.3831,1,13.4366,69.8264,18.1283,15.2651,2.68832,0.268412,1.19342,1.61968e-07,0.59895,0.573575
1917,48.9595,1,13.5651,66.3527,18.1283,15.6304,2.8763,0.238577,1.18655,1.39317e-07,0.611479,0.622998
1918,38.9375,1,13.3957,64.1034,18.1283,15.7596,2.94065,0.252776,1.14108,1.19431e-07,0.506945,0.664784
1919,49.4649,1,13.6332,59.0188,18.1283,15.3936,3.1619,0.251064,1.10769,1.20469e-07,0.519489,0.683939
1920,39.7937,1,13.7559,58.1828,18.1283,16.262,2.93355,0.254676,1.04661,1.14516e-07,0.494649,0.637657
1921,52.3715,1,13.5495,57.5372,18.1283,16.2662,3.14825,0.278867,1.1018,1.0192e-07,0.511039,0.657288
1922,39.7459,1,13.6275,61.6559,18.1283,16.6037,3.01065,0.265319,1.09015,8.98865e-08,0.487837,0.633158
1923,36.2763,1,13.7486,62.929,18.1283,16.1512,2.78434,0.282018,1.15742,8.42217e-08,0.494397,0.572445
1924,33.0835,1,13.2871,58.4108,18.1283,15.5415,2.86637,0.255012,1.16303,7.43461e-08,0.514969,0.578896
1925,38.4725,1,13.4789,63.8138,18.1283,16.1203,2.83158,0.260611,1.21749,8.05414e-08,0.50677,0.560097
1926,43.767,1,13.6308,69.1237,18.1283,16.0447,2.87365,0.250993,1.33763,8.09075e-08,0.476015,0.538787
1927,42.6701,1,13.6833,67.772,18.1283,16.9462,2.88233,0.259441,1.26164,8.09027e-08,0.466877,0.53863
1928,46.6907,1,13.5032,68.3276,18.1283,16.1671,2.83893,0.257653,1.35134,8.40857e-08,0.484028,0.494883
1929,43.1614,1,13.3699,66.8979,18.1283,16.787,2.85279,0.266441,1.32363,8.07314e-08,0.479559,0.516906
1930,40.9274,1,13.3579,67.203,18.1283,16.4205,2.88316,0.265473,1.20678,8.25136e-08,0.510657,0.556869
1931,41.1296,1,13.3963,61.2231,18.1283,16.6169,2.86872,0.267843,1.13564,7.87477e-08,0.53211,0.561174
1932,40.9467,1,13.7182,65.0489,18.1283,15.6157,2.92482,0.27935,1.2102,8.05527e-08,0.516085,0.604444
1933,26.4538,1,13.8216,64.4966,18.1283,17.0149,2.8055,0.260371,1.19047,7.48582e-08,0.469248,0.598979
1934,34.283,1,13.5152,62.4703,18.1283,16.3672,3.08346,0.243826,1.12121,7.7445e-08,0.500316,0.656203
1935,32.4074,1,13.5907,59.8764,18.1283,16.1749,3.04284,0.266617,1.07187,7.6188e-08,0.521422,0.67316
1936,24.2514,1,13.522,56.124,18.1283,16.1356,2.83485,0.265316,1.02804,6.49895e-08,0.526829,0.593179
1937,35.8955,1,13.6605,58.6225,18.1283,15.5085,2.87129,0.275409,1.11894,7.1121e-08,0.5423,0.591851
1938,30.1178,1,13.6654,58.8809,18.1283,16.1113,2.89269,0.260501,1.0689,6.50996e-08,0.529031,0.582075
1939,22.6884,1,13.7405,56.9773,18.1283,15.7295,2.8526,0.272531,1.0766,5.54855e-08,0.494601,0.58569
1940,33.1115,1,13.6683,62.1551,18.1283,15.0824,3.00768,0.268332,1.01987,6.12927e-08,0.530752,0.590917
1941,36.1678,1,13.5,56.7152,18.1283,16.0893,3.07397,0.264275,1.05051,5.93508e-08,0.553367,0.608025
1942,28.2335,1,13.4142,58.5339,18.1283,16.5649,2.91023,0.260424,1.06371,5.79547e-08,0.596235,0.587857
1943,23.6634,1,13.7979,63.6088,18.1283,16.2162,2.69036,0.270393,1.15257,5.53724e-08,0.583655,0.540794
1944,25.4677,1,13.6601,60.5768,18.1283,16.2411,2.82742,0.276846,1.07681,5.75812e-08,0.576761,0.598831
1945,27.3568,1,13.5624,59.8946,18.1283,16.0171,3.11128,0.266849,1.09427,5.33205e-08,0.555273,0.674085
1946,31.2992,1,13.9262,59.7837,18.1283,15.5139,3.26344,0.268985,1.11793,5.17936e-08,0.552116,0.694129
1947,36.944,1,13.9114,64.1319,18.1283,16.4018,3.2738,0.29174,1.2076,5.41938e-08,0.534106,0.697257
1948,37.1807,1,14.0337,68.3984,18.1283,15.5914,3.29042,0.285193,1.17926,5.53393e-08,0.539861,0.699206
1949,34.2445,1,13.6105,63.6269,18.1283,15.9946,3.34326,0.274718,1.06895,5.85424e-08,0.536241,0.720403
1950,42.4068,1,13.4681,65.3237,18.1283,15.9019,3.2585,0.283885,1.0757,6.40205e-08,0.514109,0.662814
1951,40.0986,1,13.6087,63.5961,18.1283,16.3435,3.1975,0.27773,1.06363,6.56736e-08,0.569698,0.677908
1952,23.7038,1,13.591,61.5679,18.1283,15.2223,3.13057,0.266135,1.02061,5.81423e-08,0.52901,0.701429
1953,28.1775,1,13.6905,64.3709,18.1283,15.5015,3.25186,0.256621,1.05001,5.62533e-08,0.500475,0.69058
1954,28.7006,1,13.6467,67.7494,18.1283,15.9782,3.20969,0.253248,1.08749,5.77314e-08,0.530493,0.686857
1955,29.2917,1,13.5075,67.086,18.1283,15.6201,3.20418,0.253329,1.16551,5.39101e-08,0.523991,0.678368
1956,31.0611,1,13.5538,61.9321,18.1283,15.8479,3.38427,0.263988,1.03102,5.24338e-08,0.549668,0.716074
1957,33.5009,1,13.7859,58.1522,18.1283,15.8373,3.63702,0.276529,0.926013,5.36699e-08,0.531959,0.754633
1958,30.9318,1,14.0484,56.544,18.1283,16.1464,3.65029,0.266033,1.03966,5.13244e-08,0.494755,0.764044
1959,42.6153,1,13.9629,59.8404,18.1283,15.8182,3.56631,0.290446,1.0539,5.69421e-08,0.553635,0.745318
1960,48.1165,1,14.2374,68.4,18.1283,14.6273,3.59377,0.300804,1.16145,6.00404e-08,0.472955,0.721646
1961,39.7232,1,13.7632,61.3143,18.1283,15.3978,3.74988,0.270969,1.13093,5.62203e-08,0.481663,0.766952
1962,26.4783,1,13.3855,61.3191,18.1283,16.1143,3.41047,0.246367,1.07869,5.29693e-08,0.472456,0.719757
1963,33.8913,1,13.4972,60.2474,18.1283,15.7712,3.61303,0.252822,1.12075,4.92035e-08,0.453141,0.725961
1964,32.9103,1,13.198,61.6452,18.1283,16.5177,3.57161,0.267433,1.13922,4.46729e-08,0.481,0.735908
1965,22.4286,1,13.5772,60.9221,18.1283,15.9987,3.30222,0.254676,1.00867,4.65866e-08,0.499135,0.697759
1966,15.303,1,13.181,57.7334,18.1283,16.1067,2.94447,0.259047,1.07802,4.06115e-08,0.506759,0.615519
1967,16.018,1,13.5547,60.2211,18.1283,16.2088,2.9239,0.263706,1.11039,4.161e-08,0.516571,0.604445
1968,11.9666,1,13.4659,62.7507,18.1283,15.8668,2.89574,0.257557,1.14873,3.91155e-08,0.535534,0.61234
1969,16.3091,1,13.535,61.3954,18.1283,16.3949,2.98667,0.266608,1.06918,3.74743e-08,0.559033,0.62194
1970,27.3844,1,13.74,61.806,18.1283,15.7126,3.08587,0.274857,1.12814,4.32968e-08,0.555907,0.629679
1971,14.2901,1,13.4791,62.235,18.1283,15.5384,2.94064,0.253552,1.08433,3.91223e-08,0.545299,0.618651
1972,10.2286,1,13.5982,62.5616,18.1283,16.9656,2.91415,0.263049,1.08428,3.86812e-08,0.501601,0.614489
1973,8.45901,1,13.3265,57.7667,18.1283,16.0783,2.97491,0.272209,1.01215,3.53353e-08,0.514435,0.639494
1974,16.2319,1,13.4006,57.9646,18.1283,16.0635,3.1784,0.256706,0.984129,3.72563e-08,0.547464,0.666108
1975,11.4022,1,13.7206,61.4419,18.1283,16.9041,3.17774,0.251,1.03884,3.83645e-08,0.531041,0.700149
1976,15.718,1,13.8683,64.9241,18.1283,16.2621,3.17775,0.274749,1.11083,3.85627e-08,0.535633,0.700592
1977,21.0401,1,13.7489,64.0103,18.1283,16.3227,3.21812,0.274946,1.04764,3.87964e-08,0.489422,0.660527
1978,24.7199,1,13.5298,60.4461,18.1283,15.739,3.46907,0.249939,1.17534,3.94275e-08,0.464012,0.708733
1979,27.4923,1,13.4747,62.6024,18.1283,15.8558,3.48188,0.243163,1.18547,4.30367e-08,0.511532,0.72951
1980,20.4458,1,13.4481,61.097,18.1283,15.7574,3.25638,0.264185,1.11605,3.90657e-08,0.491498,0.689213
1981,23.7905,1,13.37,65.2211,18.1283,15.2671,3.31058,0.257617,1.17538,3.98157e-08,0.450976,0.671038
1982,25.0919,1,13.5632,62.548,18.1283,16.4084,3.28937,0.243968,1.18862,4.30514e-08,0.490008,0.680638
1983,25.2984,1,13.6719,65.0871,18.1283,16.0546,3.13233,0.27726,1.15069,4.32009e-08,0.513184,0.649072
1984,25.3882,1,13.7009,68.5576,18.1283,15.5813,3.10405,0.284612,1.21352,4.14705e-08,0.538035,0.665378
1985,26.8869,1,13.3764,65.3993,18.1283,16.3163,3.30193,0.278909,1.2315,4.16732e-08,0.471289,0.702833
1986,24.1452,1,13.5638,65.5016,18.1283,16.4058,3.15357,0.261956,1.20853,4.51745e-08,0.482479,0.65718
1987,29.6086,1,13.7267,70.9949,18.1283,16.376,3.43806,0.255214,1.26653,4.42173e-08,0.458473,0.705516
1988,18.4977,1,13.7565,62.6251,18.1283,15.6085,3.20731,0.27845,1.04203,4.75003e-08,0.49447,0.709191
1989,22.3359,1,13.6591,61.1005,18.1283,15.4276,3.18543,0.247821,1.01729,5.1262e-08,0.519928,0.674257
1990,25.3977,1,13.6121,61.2142,18.1283,15.4636,3.08365,0.261945,1.12782,5.57149e-08,0.540527,0.666493
1991,26.1543,1,13.5908,59.9068,18.1283,15.0923,3.01502,0.260608,1.05933,5.54945e-08,0.530129,0.622132
1992,28.288,1,13.4477,64.6218,18.1283,15.7446,2.9797,0.257139,1.20224,5.70581e-08,0.545068,0.62789
1993,28.5748,1,13.7852,60.1875,18.1283,16.5156,2.9815,0.262931,1.133,6.17564e-08,0.502729,0.630186
1994,26.3801,1,13.5234,63.9893,18.1283,15.6495,2.90174,0.253957,1.15281,6.69569e-08,0.512293,0.623887
1995,25.0838,1,13.6172,60.0851,18.1283,15.9777,2.82772,0.249234,1.15932,6.73525e-08,0.533417,0.603509
1996,31.3039,1,13.7957,61.3436,18.1283,15.6957,2.71932,0.272544,1.28505,6.73938e-08,0.545019,0.549547
1997,28.3463,1,13.7363,65.2136,18.1283,15.4823,2.77779,0.246272,1.29779,5.83191e-08,0.531393,0.546384
1998,25.5532,1,13.759,64.0031,18.1283,16.2307,2.82466,0.244412,1.26553,5.39363e-08,0.53041,0.561849
1999,20.3269,1,13.6093,60.2595,18.1283,16.271,2.8632,0.239052,1.11743,4.64796e-08,0.544934,0.569053
2000,29.6355,1,13.5133,62.6341,18.1283,16.2009,2.85239,0.250738,1.27016,5.06679e-08,0.551187,0.562755
2001,22.772,1,13.5263,61.5123,18.1283,15.7653,2.86862,0.243487,1.17816,4.78911e-08,0.542772,0.557579
2002,15.7923,1,13.5842,67.3005,18.1283,16.5857,2.76673,0.262563,1.2037,4.04611e-08,0.545444,0.547887
2003,11.1746,1,13.5318,62.6069,18.1283,16.0211,2.55323,0.251854,1.27766,3.55215e-08,0.571491,0.433416
2004,11.0338,1,13.593,66.7224,18.1283,16.5249,2.49459,0.252397,1.32725,3.80114e-08,0.609939,0.443701
2005,12.9613,1,13.5309,64.9358,18.1283,16.786,2.58517,0.251112,1.22519,4.19283e-08,0.597467,0.488504
2006,8.67226,1,13.559,62.8544,18.1283,17.4421,2.5529,0.243589,1.10745,4.20981e-08,0.591137,0.457628
2007,9.26854,1,13.441,63.3114,18.1283,16.237,2.5048,0.254033,1.17758,3.81697e-08,0.638515,0.435653
2008,7.97869,1,13.5923,64.705,18.1283,16.1691,2.6191,0.263671,1.12971,3.15063e-08,0.619254,0.474331
2009,6.14643,1,13.681,60.6463,18.1283,15.997,2.53352,0.275678,1.18112,3.18761e-08,0.577338,0.459025
2010,4.60623,1,13.7325,60.7503,18.1283,16.221,2.60443,0.291748,1.18159,3.06396e-08,0.549705,0.499844
2011,3.7386,1,13.4652,61.615,18.1283,16.1319,2.64579,0.267383,1.21167,3.1743e-08,0.543309,0.524095
2012,13.5587,1,13.4551,62.9229,18.1283,15.5515,2.80766,0.261827,1.23385,3.20651e-08,0.524547,0.522113
2013,10.8763,1,13.4294,60.6495,18.1283,16.5539,2.8888,0.250843,1.20313,3.25789e-08,0.505202,0.547362
2014,1.93758,1,13.4845,57.2806,18.1283,16.1136,2.73344,0.260264,1.1216,3.09093e-08,0.494038,0.527734
2015,10.6596,1,13.4813,60.7213,18.1283,16.2879,2.8465,0.247618,1.19008,3.4856e-08,0.501651,0.548377
2016,9.82056,1,13.6352,63.9357,18.1283,15.5903,2.93079,0.2724,1.16757,3.25224e-08,0.496434,0.597273
2017,20.7351,1,13.698,65.4032,18.1283,16.1266,3.05383,0.265173,1.17848,3.78924e-08,0.540922,0.632137
2018,14.3644,1,13.527,61.2682,18.1283,16.8682,2.9187,0.275927,1.07449,3.4406e-08,0.538851,0.595786
2019,11.0501,1,13.5893,57.3962,18.1283,16.2351,3.02107,0.259587,1.04127,3.46565e-08,0.501599,0.609286
2020,12.682,1,13.7812,58.0574,18.1283,15.9335,3.11406,0.257887,1.06649,3.15873e-08,0.505497,0.638373
2021,7.20189,1,13.3301,54.7527,18.1283,15.4825,3.31592,0.223122,1.02411,2.79371e-08,0.507344,0.684847
2022,1.85208,1,13.2939,62.4589,18.1283,15.5657,3.14298,0.209504,1.07142,2.84766e-08,0.542456,0.666627
2023,10.0046,1,13.3859,66.8077,18.1283,15.327,3.08077,0.238513,1.17846,2.69035e-08,0.558478,0.627331
2024,6.85618,1,13.3412,65.6126,18.1283,15.8806,3.00005,0.24395,1.21876,2.71264e-08,0.553698,0.635093
2025,10.3015,1,13.4346,67.2735,18.1283,17.2054,3.18517,0.245699,1.17961,2.60497e-08,0.578411,0.676458
2026,9.94414,1,13.5248,60.1498,18.1283,16.2395,3.18102,0.261043,1.04274,2.55706e-08,0.583462,0.665548
2027,4.42228,1,13.5006,71.2733,18.1283,17.7264,2.95175,0.260407,1.19545,2.66e-08,0.53082,0.631297
2028,0.310925,1,13.5347,65.2479,18.1283,16.9399,2.90106,0.258189,1.16731,2.76506e-08,0.491615,0.633105
2029,12.065,1,13.6609,65.8004,18.1283,17.18,2.94626,0.266934,1.13213,3.10857e-08,0.513628,0.590512
2030,12.8055,1,13.3889,58.275,18.1283,16.5223,3.10926,0.248557,1.11903,3.07248e-08,0.469089,0.609005
2031,30.0096,1,13.6979,66.7122,18.1283,16.4707,3.4034,0.27513,1.17272,3.77287e-08,0.475972,0.681256
2032,32.061,1,13.5348,60.7724,18.1283,16.1802,3.49942,0.281612,1.10087,4.22801e-08,0.459588,0.702454
2033,23.9699,1,13.36,64.6533,18.1283,16.1411,3.34792,0.267894,1.13775,3.98648e-08,0.461719,0.686757
2034,36.435,1,13.5394,67.1183,18.1283,15.8337,3.78024,0.246187,1.12378,4.25113e-08,0.523169,0.745122
2035,28.2212,1,13.9588,63.9824,18.1283,16.3673,3.63105,0.265409,1.09317,3.9069e-08,0.499514,0.746223
2036,23.2174,1,14.0598,65.1651,18.1283,15.0458,3.45914,0.267349,1.11415,3.9458e-08,0.508543,0.733978
2037,14.7072,1,13.6493,58.8625,18.1283,15.2633,3.17887,0.252283,1.08598,4.02811e-08,0.509239,0.681112
2038,23.9531,1,13.8419,64.9828,18.1283,15.8359,3.22131,0.254514,1.13028,4.79324e-08,0.489105,0.686862
2039,20.9072,1,13.7821,69.1616,18.1283,16.0008,3.03245,0.284228,1.15927,5.03407e-08,0.495823,0.67731
2040,15.0601,1,13.8639,64.1975,18.1283,15.9549,2.97266,0.290082,1.11167,5.0594e-08,0.455051,0.669915
2041,15.5321,1,13.722,63.4336,18.1283,15.9563,3.20061,0.299838,1.10157,4.01279e-08,0.498302,0.726977
2042,19.487,1,13.2961,64.4141,18.1283,16.3621,3.20317,0.24507,1.09464,4.33679e-08,0.542586,0.69054
2043,23.4285,1,13.5758,64.0005,18.1283,16.21,3.18165,0.259357,1.11614,4.06853e-08,0.570757,0.671968
2044,25.2132,1,13.6027,63.4181,18.1283,16.1566,3.4262,0.262415,1.15122,4.05936e-08,0.490576,0.720077
2045,33.0245,1,13.4498,70.3176,18.1283,15.8521,3.67969,0.240039,1.25551,4.15717e-08,0.518019,0.750661
2046,42.5254,1,13.8498,76.3418,18.1283,16.9076,3.56481,0.273874,1.31084,4.59115e-08,0.532356,0.723273
2047,38.7103,1,13.6,71.7953,18.1283,15.8631,3.54629,0.278863,1.16478,4.94252e-08,0.48332,0.721591
2048,35.3409,1,13.2154,68.0151,18.1283,15.7171,3.26284,0.264613,1.21593,4.71668e-08,0.497802,0.65104
2049,22.4454,1,13.5098,60.7911,18.1283,15.8206,3.11825,0.261424,1.08945,4.45369e-08,0.507634,0.645802
2050,10.0577,1,13.3919,60.4014,18.1283,15.9032,2.88789,0.25382,1.06405,4.0486e-08,0.455083,0.585276
2051,12.1259,1,13.4331,58.8751,18.1283,16.593,2.91152,0.257443,1.00729,4.12919e-08,0.504731,0.594274
2052,13.9559,1,13.6478,57.3749,18.1283,16.3273,2.97667,0.260798,1.03348,3.62848e-08,0.517599,0.599903
2053,12.1185,1,13.4954,59.9522,18.1283,15.9767,3.07991,0.242237,1.07819,3.72671e-08,0.542201,0.65677
2054,26.0024,1,13.8856,61.7298,18.1283,15.2583,3.07731,0.253328,1.19256,4.30075e-08,0.549695,0.620314
2055,23.0488,1,13.7848,69.169,18.1283,15.1992,3.12901,0.246414,1.19084,3.91992e-08,0.530416,0.643887
2056,21.4636,1,13.642,61.8329,18.1283,16.2577,3.08791,0.256063,1.16336,3.84466e-08,0.537349,0.63492
2057,17.5231,1,13.7025,58.6457,18.1283,15.5207,3.35076,0.243555,1.15418,3.3361e-08,0.514688,0.697435
2058,13.1086,1,13.3527,60.7942,18.1283,15.7808,3.46808,0.231093,1.08864,3.29814e-08,0.527365,0.736195
2059,22.4747,1,13.132,64.2961,18.1283,16.8475,3.48186,0.256701,1.11909,3.57982e-08,0.472938,0.71477
2060,35.8497,1,13.5352,67.6345,18.1283,16.2379,3.61284,0.265683,1.17344,3.90628e-08,0.501634,0.713493
2061,31.6301,1,13.3335,63.1124,18.1283,15.6591,3.71881,0.24491,1.03749,3.81714e-08,0.498592,0.725443
2062,29.283,1,13.811,63.1839,18.1283,14.86,3.53333,0.251973,1.10955,3.95188e-08,0.518238,0.71414
2063,35.619,1,13.9346,63.7849,18.1283,14.5166,3.64187,0.237445,1.10174,4.22931e-08,0.551309,0.723702
2064,37.7534,1,13.8652,65.0505,18.1283,14.844,3.56763,0.257206,1.18497,4.44124e-08,0.610752,0.74187
2065,39.3789,1,13.7369,65.4584,18.1283,15.7177,3.70319,0.25172,1.18528,4.55217e-08,0.620839,0.764979
2066,47.4519,1,13.3091,66.9235,18.1283,16.171,3.85022,0.249555,1.27208,4.80576e-08,0.551003,0.752896
2067,42.7829,1,13.2472,71.4142,18.1283,16.1491,3.81283,0.224706,1.24669,4.94702e-08,0.532986,0.755404
2068,45.5993,1,13.3803,62.2306,18.1283,15.5217,3.62249,0.254662,1.24285,5.06136e-08,0.513556,0.720655
2069,35.9046,1,13.6332,68.8864,18.1283,15.8909,3.5443,0.246995,1.17881,5.34391e-08,0.519906,0.739891
2070,32.4154,1,13.7423,68.9449,18.1283,16.1719,3.89744,0.232046,1.15937,4.35337e-08,0.521765,0.787183
