Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
4.99032,0,21.7518,0,0.220942,0.00666667,1.29676,0.00666667,All
8.07611,0.00666667,21.7629,0.00666667,0.513369,0.0133333,3.64827,0.0133333,All
8.25973,0.0133333,21.7629,0.0133333,0.591621,0.02,3.91248,0.02,All
8.36221,0.02,21.7629,0.02,0.698203,0.0266667,4.15265,0.0266667,All
8.60642,0.0266667,21.7629,0.0266667,0.793349,0.0333333,4.16981,0.0333333,All
8.65375,0.0333333,21.7629,0.0333333,0.810655,0.04,4.3785,0.04,All
8.70246,0.04,21.7629,0.04,1.169,0.0466667,4.79553,0.0466667,All
8.87577,0.0466667,21.7629,0.0466667,1.96891,0.0533333,4.81942,0.0533333,All
8.94449,0.0533333,21.7629,0.0533333,2.09565,0.06,5.00189,0.06,All
8.98831,0.06,21.7629,0.06,2.38651,0.0666667,5.18736,0.0666667,All
9.00767,0.0666667,21.7629,0.0666667,2.8808,0.0733333,5.84911,0.0733333,All
9.09997,0.0733333,21.7629,0.0733333,3.47141,0.08,5.88404,0.08,All
9.15772,0.08,21.7629,0.08,3.67792,0.0866667,6.58795,0.0866667,All
9.37083,0.0866667,21.7629,0.0866667,3.68428,0.0933333,6.59418,0.0933333,All
9.40734,0.0933333,21.7629,0.0933333,4.6838,0.1,6.61761,0.1,All
9.43966,0.1,21.7629,0.1,4.91525,0.106667,6.89646,0.106667,All
9.65641,0.106667,21.7629,0.106667,5.33968,0.113333,6.90613,0.113333,All
9.66061,0.113333,21.7629,0.113333,5.3611,0.12,7.52426,0.12,All
9.73081,0.12,21.7629,0.12,5.42673,0.126667,8.00415,0.126667,All
9.74066,0.126667,21.7629,0.126667,5.45771,0.133333,8.03629,0.133333,All
9.76648,0.133333,21.7629,0.133333,5.67855,0.14,8.5639,0.14,All
9.77342,0.14,21.7629,0.14,5.71502,0.146667,8.64655,0.146667,All
10.0473,0.146667,21.7629,0.146667,5.73167,0.153333,8.69298,0.153333,All
10.1294,0.153333,21.7629,0.153333,5.77615,0.16,8.70534,0.16,All
10.19,0.16,21.7629,0.16,6.36795,0.166667,8.78101,0.166667,All
10.1908,0.166667,21.7629,0.166667,6.63929,0.173333,9.03378,0.173333,All
10.2112,0.173333,21.7629,0.173333,7.63016,0.18,9.08418,0.18,All
10.2266,0.18,21.7629,0.18,7.77664,0.186667,9.12311,0.186667,All
10.3606,0.186667,21.7629,0.186667,7.79367,0.193333,9.43321,0.193333,All
10.3732,0.193333,21.7629,0.193333,7.8292,0.2,9.47583,0.2,All
10.3874,0.2,21.7629,0.2,8.51691,0.206667,9.49387,0.206667,All
10.4142,0.206667,21.7629,0.206667,8.81566,0.213333,9.57715,0.213333,All
10.447,0.213333,21.7629,0.213333,9.81915,0.22,9.80957,0.22,All
10.447,0.22,21.7629,0.22,10.972,0.226667,9.85952,0.226667,All
10.4782,0.226667,21.7629,0.226667,11.9955,0.233333,9.99448,0.233333,All
10.5916,0.233333,21.7629,0.233333,12.1783,0.24,10.2523,0.24,All
10.6638,0.24,21.7629,0.24,12.233,0.246667,10.3639,0.246667,All
10.7578,0.246667,21.7629,0.246667,12.8205,0.253333,10.4222,0.253333,All
10.7604,0.253333,21.7629,0.253333,13.7522,0.26,10.5586,0.26,All
10.8561,0.26,21.7629,0.26,16.5251,0.266667,10.5913,0.266667,All
10.8707,0.266667,21.7629,0.266667,17.1855,0.273333,10.6442,0.273333,All
10.9998,0.273333,21.7629,0.273333,18.745,0.28,10.8093,0.28,All
11.0523,0.28,21.7629,0.28,19.4306,0.286667,11.0696,0.286667,All
11.1169,0.286667,21.7629,0.286667,21.4325,0.293333,11.301,0.293333,All
11.2143,0.293333,21.7629,0.293333,22.0598,0.3,11.4913,0.3,All
11.3557,0.3,21.7629,0.3,22.3249,0.306667,11.5228,0.306667,All
11.3696,0.306667,21.7629,0.306667,23.0645,0.313333,11.5774,0.313333,All
11.4122,0.313333,21.7629,0.313333,25.0871,0.32,11.9269,0.32,All
11.4948,0.32,21.7629,0.32,25.9273,0.326667,12.0156,0.326667,All
11.5585,0.326667,21.7629,0.326667,25.9606,0.333333,12.0601,0.333333,All
11.5998,0.333333,21.7629,0.333333,26.5573,0.34,12.0615,0.34,All
11.619,0.34,21.7629,0.34,27.0025,0.346667,12.3275,0.346667,All
11.6252,0.346667,21.7629,0.346667,27.7058,0.353333,12.4327,0.353333,All
11.6656,0.353333,21.7629,0.353333,27.9855,0.36,12.6342,0.36,All
11.7302,0.36,21.7629,0.36,29.1262,0.366667,12.7168,0.366667,All
11.7549,0.366667,21.7629,0.366667,29.7262,0.373333,12.7409,0.373333,All
11.7751,0.373333,21.7629,0.373333,29.984,0.38,12.7805,0.38,All
11.7964,0.38,21.7629,0.38,30.1784,0.386667,12.8179,0.386667,All
11.8857,0.386667,21.7629,0.386667,30.6733,0.393333,13.0078,0.393333,All
11.9012,0.393333,21.7629,0.393333,31.3861,0.4,13.1977,0.4,All
11.974,0.4,21.7629,0.4,31.4426,0.406667,13.2019,0.406667,All
