parameter,value
Cl_pop,13.4608601102984
V1_pop,25.409132931494
beta_V1_ANTU_1,-0.185291905452684
beta_V1_logtAGEA,0.374200625126571
beta_V1_logtCLCRMLMIN,-3.09486113394692
beta_V1_logtPROGDL,-1.97084293211824
Q_pop,23.4
beta_Q_LMP_1,0.94831766792399
beta_Q_logtAGEA,1.49790824715474
beta_Q_logtALBGDL,18.8168591228576
beta_Q_logtPROGDL,-18.5576567855505
V2_pop,3.65305436516802
beta_V2_SEXF_1,4.07357419083903
beta_V2_logtHCM,30.2399758997054
omega_Cl,0.257033876136319
omega_V1,0.418009851571116
omega_Q,2.22680251729741e-8
omega_V2,3.99019218946537e-8
a,1.44449014802244
b,0.0423408281095346
