parameter,value
Cl_pop,12.9296530232061
beta_Cl_logtRAN,-0.0376521049095651
V1_pop,23.217433930294
beta_V1_logtCLCRMLMIN,-1.45655783396208
beta_V1_logtPROGDL,-0.470632029371675
Q_pop,23.4
beta_Q_LMP_1,0.976303745367406
beta_Q_logtAGEA,1.13059001375068
beta_Q_logtALBGDL,17.5327237941192
beta_Q_logtPROGDL,-17.4595230132886
V2_pop,3.90213221585281
beta_V2_SEXF_1,3.8593044484152
beta_V2_logtHCM,29.5009028859052
omega_Cl,0.251608653126832
omega_V1,0.140671228100392
omega_Q,6.98761184861194e-8
omega_V2,4.86063949398538e-8
a,1.47607801478659
b,0.0389737373731532
