pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.36922,0.149096,-2.7789,0.0236641,-1.64061,0.0525528,All
-0.877371,0.646084,-2.58482,0.0177481,-1.17546,0.420422,All
-0.385519,0.447289,-2.39075,0.0295802,-0.710324,0.472975,All
0.106333,0.323042,-2.19668,0.0295802,-0.245183,0.394146,All
0.598185,0.223645,-2.0026,0.0532443,0.219958,0.315317,All
1.09004,0.173946,-1.80853,0.112405,0.685098,0.28904,All
1.58189,0.124247,-1.61445,0.100573,1.15024,0.157658,All
2.07374,0.0745482,-1.42038,0.0709924,1.61538,0.131382,All
2.56559,0.0496988,-1.22631,0.189313,2.08052,0.0788292,All
3.05744,0.0248494,-1.03223,0.212977,2.54566,0.0525528,All
,,-0.838158,0.260306,,,All
,,-0.644084,0.272138,,,All
,,-0.450011,0.414123,,,All
,,-0.255937,0.378626,,,All
,,-0.0618629,0.390458,,,All
,,0.132211,0.491031,,,All
,,0.326285,0.467367,,,All
,,0.520359,0.384542,,,All
,,0.714433,0.301718,,,All
,,0.908506,0.28397,,,All
,,1.10258,0.266222,,,All
,,1.29665,0.189313,,,All
,,1.49073,0.136069,,,All
,,1.6848,0.0769085,,,All
,,1.87888,0.0295802,,,All
,,2.07295,0.0354962,,,All
,,2.26702,0.0354962,,,All
,,2.4611,0.0414123,,,All
,,2.65517,0.0236641,,,All
,,2.84925,0.00591604,,,All
