standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.72504,0.203413,-1.98813,0.0377162,-2.93962,0.0452779,-2.66698,0.0194131,All
-1.44268,0.254266,-1.60742,0.0565744,-2.46393,0.0452779,-2.29715,0,All
-1.16032,0.432252,-1.22671,0.207439,-1.98823,0.0905558,-1.92732,0.0388261,All
-0.877955,0.203413,-0.846003,0.320588,-1.51254,0.211297,-1.5575,0.232957,All
-0.595594,0.305119,-0.465292,0.433737,-1.03684,0.150926,-1.18767,0.271783,All
-0.313232,0.330546,-0.0845814,0.584602,-0.561148,0.316945,-0.81784,0.368848,All
-0.0308711,0.15256,0.296129,0.377162,-0.0854529,0.332038,-0.448013,0.388261,All
0.25149,0.279693,0.67684,0.264014,0.390242,0.603706,-0.0781849,0.388261,All
0.533851,0.254266,1.05755,0.245156,0.865936,0.22639,0.291643,0.349435,All
0.816212,0.432252,1.43826,0.0942906,1.34163,0.211297,0.66147,0.310609,All
1.09857,0.508532,1.81897,0.0565744,1.81733,0,1.0313,0.135891,All
1.38093,0.381399,2.19968,0.0565744,2.29302,0.0150926,1.40113,0.213544,All
1.6633,0.0762798,2.58039,0.0942906,2.76871,0.0150926,1.77095,0.194131,All
