standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.86622,0.00666667,-2.17849,0.00666667,-3.17747,0.00666667,-2.85189,0.00666667,All
-1.78643,0.0133333,-1.85201,0.0133333,-3.07953,0.0133333,-1.95639,0.0133333,All
-1.73923,0.02,-1.67976,0.02,-2.80806,0.02,-1.91574,0.02,All
-1.70837,0.0266667,-1.53592,0.0266667,-2.59038,0.0266667,-1.72976,0.0266667,All
-1.70366,0.0333333,-1.4294,0.0333333,-2.49276,0.0333333,-1.6835,0.0333333,All
-1.62894,0.04,-1.41346,0.04,-2.31379,0.04,-1.66914,0.04,All
-1.61075,0.0466667,-1.36515,0.0466667,-2.21739,0.0466667,-1.63109,0.0466667,All
-1.58674,0.0533333,-1.31072,0.0533333,-2.02235,0.0533333,-1.62287,0.0533333,All
-1.47563,0.06,-1.26648,0.06,-1.99815,0.06,-1.5617,0.06,All
-1.45792,0.0666667,-1.21715,0.0666667,-1.80598,0.0666667,-1.55844,0.0666667,All
-1.41177,0.0733333,-1.20314,0.0733333,-1.78826,0.0733333,-1.41156,0.0733333,All
-1.40468,0.08,-1.19034,0.08,-1.7596,0.08,-1.40651,0.08,All
-1.38259,0.0866667,-1.16074,0.0866667,-1.73491,0.0866667,-1.3909,0.0866667,All
-1.37358,0.0933333,-1.15474,0.0933333,-1.71855,0.0933333,-1.38244,0.0933333,All
-1.37196,0.1,-1.13911,0.1,-1.70236,0.1,-1.37538,0.1,All
-1.36571,0.106667,-1.11785,0.106667,-1.59904,0.106667,-1.3605,0.106667,All
-1.33172,0.113333,-1.03331,0.113333,-1.56274,0.113333,-1.3392,0.113333,All
-1.30535,0.12,-1.0159,0.12,-1.54758,0.12,-1.28073,0.12,All
-1.2644,0.126667,-0.9933,0.126667,-1.50923,0.126667,-1.2624,0.126667,All
-1.26286,0.133333,-0.99175,0.133333,-1.4343,0.133333,-1.20362,0.133333,All
-1.24618,0.14,-0.979041,0.14,-1.42837,0.14,-1.19541,0.14,All
-1.24351,0.146667,-0.96926,0.146667,-1.40963,0.146667,-1.1786,0.146667,All
-1.20699,0.153333,-0.935006,0.153333,-1.40814,0.153333,-1.15481,0.153333,All
-1.17777,0.16,-0.915994,0.16,-1.39348,0.16,-1.13863,0.16,All
-1.17402,0.166667,-0.908999,0.166667,-1.35954,0.166667,-1.13747,0.166667,All
-1.15817,0.173333,-0.85865,0.173333,-1.35158,0.173333,-1.11946,0.173333,All
-1.15571,0.18,-0.80699,0.18,-1.23489,0.18,-1.11688,0.18,All
-1.14246,0.186667,-0.79961,0.186667,-1.18517,0.186667,-1.07652,0.186667,All
-1.11778,0.193333,-0.797031,0.193333,-1.17912,0.193333,-1.0142,0.193333,All
-1.10827,0.2,-0.697137,0.2,-1.12166,0.2,-0.96785,0.2,All
