time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
0.3333,-0.987799,0.3333,-0.413272,0.3333,-1.08629,8.39901,-0.763002,1.43433,0.162589,8.39901,-0.944104,All
0.355099,-0.975448,0.355099,-0.403997,0.355099,-1.06857,8.84897,-0.758846,1.55773,0.165495,8.84897,-0.929495,All
0.378324,-0.962288,0.378324,-0.394116,0.378324,-1.04969,9.32304,-0.754468,1.69174,0.168329,9.32304,-0.914104,All
0.403068,-0.948268,0.403068,-0.383588,0.403068,-1.02958,9.8225,-0.749855,1.83729,0.170691,9.8225,-0.897888,All
0.42943,-0.937079,0.42943,-0.374285,0.42943,-1.0136,10.3487,-0.746182,1.99535,0.173169,10.3487,-0.883992,All
0.457516,-0.929432,0.457516,-0.366558,0.457516,-1.00278,10.514,-0.745241,2.16702,0.175816,10.514,-0.880199,All
0.484968,-0.921959,0.484968,-0.359006,0.484968,-0.992202,10.9031,-0.743239,2.35345,0.177219,10.9031,-0.871844,All
0.487439,-0.921286,0.487439,-0.358326,0.487439,-0.99125,11.4872,-0.741141,2.55592,0.178565,11.4872,-0.861761,All
0.519319,-0.912607,0.519319,-0.349555,0.519319,-0.978969,12.1027,-0.739967,2.77581,0.180027,12.1027,-0.853975,All
0.553285,-0.90336,0.553285,-0.34021,0.553285,-0.965884,12.6289,-0.739285,3.01462,0.180328,12.6289,-0.848201,All
0.589472,-0.894975,0.589472,-0.330987,0.589472,-0.954089,12.751,-0.739321,3.18316,0.180356,12.751,-0.8474,All
0.628025,-0.893642,0.628025,-0.324956,0.628025,-0.952644,13.4341,-0.739849,3.27398,0.18018,13.4341,-0.843847,All
0.636636,-0.893344,0.636636,-0.323609,0.636636,-0.952322,14.1539,-0.740463,3.55565,0.178889,14.1539,-0.840267,All
0.6691,-0.892221,0.6691,-0.318531,0.6691,-0.951105,14.7438,-0.741812,3.86155,0.176792,14.7438,-0.839766,All
0.712862,-0.890708,0.712862,-0.311685,0.712862,-0.949465,14.9121,-0.742342,4.19376,0.174145,14.9121,-0.840062,All
0.759486,-0.889685,0.759486,-0.304654,0.759486,-0.948611,15.711,-0.744854,4.55456,0.170342,15.711,-0.841466,All
0.788304,-0.890481,0.788304,-0.300945,0.788304,-0.950246,16.5527,-0.747633,4.93199,0.16598,16.5527,-0.84339,All
0.809159,-0.891057,0.809159,-0.29826,0.809159,-0.95143,16.8588,-0.748771,4.9464,0.165807,16.8588,-0.844526,All
0.862081,-0.891898,0.862081,-0.290988,0.862081,-0.953676,17.4395,-0.750973,5.37195,0.160687,17.4395,-0.84692,All
0.918464,-0.892241,0.918464,-0.282828,0.918464,-0.955394,18.3738,-0.754428,5.83411,0.155742,18.3738,-0.850874,All
0.939972,-0.892371,0.939972,-0.279715,0.939972,-0.956049,18.9737,-0.756472,6.33603,0.150743,18.9737,-0.853161,All
0.978535,-0.892605,0.978535,-0.274134,0.978535,-0.957224,19.3581,-0.757603,6.68083,0.147309,19.3581,-0.854308,All
1.04253,-0.890698,1.04253,-0.26352,1.04253,-0.95622,20.3952,-0.760351,6.88114,0.145314,20.3952,-0.856852,All
1.09164,-0.888346,1.09164,-0.254853,1.09164,-0.954305,21.0887,-0.762033,7.47314,0.139964,21.0887,-0.858275,All
1.11072,-0.887432,1.11072,-0.251485,1.11072,-0.953561,21.4878,-0.762862,8.11607,0.135224,21.4878,-0.858845,All
1.18337,-0.883953,1.18337,-0.238663,1.18337,-0.950728,22.639,-0.764816,8.42966,0.133145,22.639,-0.859709,All
1.24331,-0.881082,1.24331,-0.228083,1.24331,-0.948391,23.2036,-0.765613,8.81431,0.130719,23.2036,-0.85985,All
1.26076,-0.880246,1.26076,-0.225002,1.26076,-0.947711,23.8518,-0.766407,9.57263,0.126487,23.8518,-0.859804,All
1.34322,-0.876297,1.34322,-0.210448,1.34322,-0.944496,25.1296,-0.7676,10.1785,0.123553,25.1296,-0.859087,All
1.39498,-0.873818,1.39498,-0.201313,1.39498,-0.942478,25.3186,-0.767759,10.3962,0.122563,25.3186,-0.858954,All
1.43107,-0.872089,1.43107,-0.194942,1.43107,-0.94107,26.4759,-0.768725,11.2906,0.118871,26.4759,-0.858117,All
1.52467,-0.866958,1.52467,-0.178308,1.52467,-0.936557,27.4335,-0.769368,11.9273,0.116496,27.4335,-0.857216,All
1.54664,-0.865328,1.54664,-0.174327,1.54664,-0.934931,27.8943,-0.769677,12.2619,0.115249,27.8943,-0.856783,All
1.62439,-0.859561,1.62439,-0.160244,1.62439,-0.929177,29.3887,-0.770741,13.3169,0.111505,29.3887,-0.855585,All
1.69831,-0.854077,1.69831,-0.146852,1.69831,-0.923706,29.5485,-0.77087,13.6762,0.110218,29.5485,-0.855494,All
1.73063,-0.85168,1.73063,-0.140998,1.73063,-0.921315,30.9631,-0.772265,14.4625,0.107208,30.9631,-0.855226,All
1.84382,-0.843576,1.84382,-0.121621,1.84382,-0.91321,31.6634,-0.77308,15.425,0.103082,31.6634,-0.855358,All
1.84998,-0.843181,1.84998,-0.120653,1.84998,-0.912822,32.6219,-0.774195,15.7068,0.101841,32.6219,-0.85554,All
1.96441,-0.835854,1.96441,-0.102674,1.96441,-0.905623,33.7784,-0.775911,17.0581,0.094416,33.7784,-0.856522,All
2.00165,-0.833552,2.00165,-0.0969514,2.00165,-0.903381,34.3696,-0.776865,17.1738,0.09378,34.3696,-0.857177,All
2.09289,-0.832265,2.09289,-0.0897255,2.09289,-0.903171,35.8933,-0.779645,18.5256,0.0850519,35.8933,-0.859497,All
2.15332,-0.831413,2.15332,-0.08494,2.15332,-0.903032,36.2109,-0.780251,18.9227,0.0822026,36.2109,-0.860032,All
