parameter,value
Cl_pop,13.4977291330956
V1_pop,23.9553232880532
beta_V1_logtCLCRMLMIN,-3.11510070052951
beta_V1_logtPROGDL,-2.15869594844201
Q_pop,23.4
beta_Q_LMP_1,0.90574093542383
beta_Q_logtAGEA,1.03009151142377
beta_Q_logtALBGDL,17.9668718092616
beta_Q_logtPROGDL,-17.7568001307332
V2_pop,3.53783214933345
beta_V2_SEXF_1,3.93817933725512
beta_V2_logtHCM,31.5202719477736
beta_V2_logtPROGDL,-0.46096590336321
omega_Cl,0.260404229324935
omega_V1,0.344932215042364
omega_Q,2.992997611318e-8
omega_V2,2.23583276577462e-8
a,1.42677831452846
b,0.0431007003277493
