standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.93458,0.00666667,-2.22632,0.00666667,-2.46717,0.00666667,-2.57733,0.00666667,All
-1.85354,0.0133333,-1.86225,0.0133333,-2.13958,0.0133333,-2.42454,0.0133333,All
-1.73686,0.02,-1.77249,0.02,-1.88574,0.02,-2.20799,0.02,All
-1.67177,0.0266667,-1.7689,0.0266667,-1.81823,0.0266667,-2.15569,0.0266667,All
-1.61461,0.0333333,-1.71515,0.0333333,-1.81244,0.0333333,-2.11029,0.0333333,All
-1.60328,0.04,-1.64686,0.04,-1.75082,0.04,-1.8965,0.04,All
-1.60297,0.0466667,-1.55371,0.0466667,-1.71699,0.0466667,-1.88622,0.0466667,All
-1.5742,0.0533333,-1.52066,0.0533333,-1.64263,0.0533333,-1.87299,0.0533333,All
-1.50957,0.06,-1.51236,0.06,-1.58575,0.06,-1.85008,0.06,All
-1.48334,0.0666667,-1.48981,0.0666667,-1.58167,0.0666667,-1.84866,0.0666667,All
-1.47023,0.0733333,-1.3492,0.0733333,-1.5469,0.0733333,-1.74358,0.0733333,All
-1.46592,0.08,-1.34417,0.08,-1.44608,0.08,-1.68649,0.08,All
-1.46314,0.0866667,-1.26703,0.0866667,-1.43158,0.0866667,-1.62063,0.0866667,All
-1.40965,0.0933333,-1.23089,0.0933333,-1.34071,0.0933333,-1.51459,0.0933333,All
-1.4012,0.1,-1.18675,0.1,-1.30844,0.1,-1.51346,0.1,All
-1.39355,0.106667,-1.11726,0.106667,-1.18624,0.106667,-1.48673,0.106667,All
-1.37099,0.113333,-1.09354,0.113333,-1.12772,0.113333,-1.47092,0.113333,All
-1.36451,0.12,-1.08558,0.12,-1.12371,0.12,-1.45514,0.12,All
-1.35171,0.126667,-1.05124,0.126667,-1.10881,0.126667,-1.41056,0.126667,All
-1.31314,0.133333,-1.03849,0.133333,-1.10005,0.133333,-1.40119,0.133333,All
-1.30447,0.14,-1.01986,0.14,-1.06512,0.14,-1.35592,0.14,All
-1.28217,0.146667,-0.909478,0.146667,-1.03119,0.146667,-1.28324,0.146667,All
-1.27617,0.153333,-0.887986,0.153333,-1.00538,0.153333,-1.1975,0.153333,All
-1.24037,0.16,-0.840718,0.16,-0.990343,0.16,-1.19337,0.16,All
-1.21772,0.166667,-0.832372,0.166667,-0.973821,0.166667,-1.18446,0.166667,All
-1.21137,0.173333,-0.82521,0.173333,-0.972293,0.173333,-1.14666,0.173333,All
-1.18242,0.18,-0.804197,0.18,-0.95907,0.18,-1.14266,0.18,All
-1.12715,0.186667,-0.78203,0.186667,-0.861029,0.186667,-1.1278,0.186667,All
-1.09017,0.193333,-0.729931,0.193333,-0.829142,0.193333,-1.10323,0.193333,All
-0.92549,0.2,-0.709089,0.2,-0.806159,0.2,-1.08907,0.2,All
-0.814812,0.206667,-0.705132,0.206667,-0.797302,0.206667,-1.06412,0.206667,All
-0.808052,0.213333,-0.668045,0.213333,-0.749043,0.213333,-1.06169,0.213333,All
-0.783369,0.22,-0.663604,0.22,-0.722118,0.22,-1.04942,0.22,All
-0.685516,0.226667,-0.639595,0.226667,-0.707385,0.226667,-1.03739,0.226667,All
-0.665398,0.233333,-0.618338,0.233333,-0.7043,0.233333,-1.02884,0.233333,All
-0.655792,0.24,-0.613057,0.24,-0.64997,0.24,-1.02651,0.24,All
-0.640331,0.246667,-0.551523,0.246667,-0.632494,0.246667,-1.02539,0.246667,All
-0.636877,0.253333,-0.536803,0.253333,-0.629009,0.253333,-0.945307,0.253333,All
