standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.78323,0.09487,-2.03985,0.0385012,-2.2527,0.0334765,-2.38643,0.0564133,All
-1.48052,0.355762,-1.6669,0.154005,-1.82378,0.10043,-2.00463,0.131631,All
-1.17781,0.237175,-1.29395,0.115504,-1.39485,0.133906,-1.62283,0.150435,All
-0.875103,0.09487,-0.921002,0.231007,-0.965923,0.251074,-1.24103,0.263262,All
-0.572395,0.616655,-0.548054,0.539017,-0.536996,0.267812,-0.859236,0.300871,All
-0.269686,0.403197,-0.175105,0.462014,-0.10807,0.418457,-0.477438,0.319675,All
0.0330223,0.237175,0.197844,0.365761,0.320856,0.418457,-0.09564,0.451306,All
0.335731,0.308327,0.570793,0.346511,0.749783,0.418457,0.286158,0.282066,All
0.638439,0.09487,0.943741,0.211757,1.17871,0.301289,0.667956,0.244457,All
0.941148,0.426915,1.31669,0.173255,1.60764,0.0836914,1.04975,0.263262,All
1.24386,0.308327,1.68964,0.0770024,2.03656,0.0334765,1.43155,0.206849,All
1.54656,0.28461,2.06259,0.0577518,2.46549,0.0334765,1.81335,0.0940221,All
1.84927,0.09487,2.43554,0.115504,2.89441,0.0167383,2.19515,0.0564133,All
