iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,67.5079,1,13.5016,36.5315,21.7629,16.3975,1.54598,0.0572365,0.257881,1.665,6.78912e-08,0.72094
2,52.9366,1,12.8379,42.279,21.7629,18.0552,1.54602,0.0602796,0.265282,1.84844,6.69235e-08,0.838216
3,47.1183,1,12.944,39.1021,21.7629,17.5886,1.54601,0.0583113,0.27652,1.8786,5.23834e-08,0.874931
4,44.559,1,12.9908,43.6466,21.7629,18.2396,1.54392,0.0534312,0.284016,1.92156,5.9185e-08,0.858207
5,42.0434,1,12.8914,51.0461,21.7629,18.6697,1.56922,0.0555278,0.28411,2.02253,4.69963e-08,0.815204
6,35.1731,1,12.9653,49.5755,21.7629,18.0084,1.47359,0.0576002,0.273187,2.02023,4.67495e-08,0.769613
7,30.6033,1,12.8532,38.1487,21.7629,16.995,1.42603,0.0548319,0.27109,2.23227,4.79898e-08,0.734199
8,36.7847,1,12.9833,42.6498,21.7629,17.8498,1.46922,0.0553772,0.280041,2.09748,4.95676e-08,0.795834
9,34.634,1,12.9555,40.2894,21.7629,16.6549,1.45066,0.0602042,0.27129,2.06508,4.07364e-08,0.788635
10,39.1557,1,12.8946,52.956,21.7629,16.3796,1.39247,0.0655861,0.276057,2.32537,3.51278e-08,0.805718
11,38.6594,1,12.8428,51.1333,21.7629,16.4983,1.4847,0.0606474,0.272407,2.41954,3.43679e-08,0.810193
12,36.4271,1,12.9456,54.1583,21.7629,15.5908,1.4212,0.0651109,0.272309,2.32884,3.10956e-08,0.82685
13,38.2239,1,12.9567,67.9543,21.7629,15.043,1.34844,0.0679402,0.270937,2.30845,3.25734e-08,0.882558
14,38.5521,1,12.9963,62.1074,21.7629,15.966,1.34842,0.0679626,0.274868,2.26156,3.15513e-08,0.93758
15,32.9441,1,13.0018,62.5816,21.7629,15.8632,1.3604,0.0634184,0.273631,2.35387,3.10513e-08,0.903375
16,28.1357,1,12.8737,59.1379,21.7629,16.4855,1.36839,0.0623588,0.269732,2.33308,2.91306e-08,0.854158
17,23.4105,1,12.9638,52.9203,21.7629,17.595,1.4004,0.0640773,0.269471,2.14908,2.6329e-08,0.766781
18,24.1761,1,13.0179,55.808,21.7629,16.7693,1.56521,0.0571496,0.289108,2.25321,2.25154e-08,0.77067
19,33.7263,1,12.9053,64.5789,21.7629,16.0714,1.59431,0.0633722,0.280087,2.23755,2.27419e-08,0.777094
20,35.9484,1,12.9503,74.8742,21.7629,17.2425,1.46155,0.0665098,0.281192,2.6722,2.36605e-08,0.775117
21,31.793,1,13.0012,64.1308,21.7629,17.9574,1.37627,0.0689538,0.275127,2.4304,2.33546e-08,0.839953
22,19.0169,1,12.9729,55.9414,21.7629,17.539,1.32466,0.0677457,0.264195,2.4553,2.03081e-08,0.766077
23,15.2307,1,12.9024,66.7367,21.7629,18.3008,1.32463,0.0662697,0.270233,2.51868,1.74445e-08,0.793972
24,21.6606,1,13.0621,71.9735,21.7629,16.7115,1.38755,0.0666932,0.263893,2.66211,1.75942e-08,0.822808
25,24.0153,1,13.0093,76.017,21.7629,16.9773,1.36282,0.0671316,0.267958,2.77353,1.84419e-08,0.818309
26,37.2542,1,12.9486,58.1375,21.7629,17.2745,1.36296,0.0773736,0.26993,2.53947,1.86912e-08,0.902975
27,29.7176,1,12.7691,76.1913,21.7629,17.4919,1.39032,0.0734115,0.268005,2.65755,1.49012e-08,0.918943
28,106.863,1,12.7504,52.0885,21.7629,16.6999,1.36612,0.0750068,0.272871,2.60641,1.86207e-07,0.896303
29,106.59,1,13.046,59.4453,21.7629,18.2085,1.39222,0.0752135,0.263474,2.60263,1.92939e-07,0.900932
30,100.265,1,12.9319,61.1083,21.7629,17.2625,1.36016,0.0729559,0.26553,2.70733,1.79938e-07,0.857565
31,90.5636,1,12.8612,59.9616,21.7629,18.5947,1.40086,0.0658369,0.263971,2.83519,1.74506e-07,0.772364
32,85.7096,1,12.8822,50.7406,21.7629,17.1173,1.40078,0.0606428,0.264481,2.55551,2.01403e-07,0.807107
33,81.6012,1,12.9009,58.3723,21.7629,16.7572,1.40073,0.059831,0.264603,2.65442,1.77203e-07,0.814624
34,82.3051,1,12.8976,46.8203,21.7629,16.6185,1.35013,0.0606992,0.27634,2.47109,1.8544e-07,0.848158
35,96.1249,1,12.9131,62.2806,21.7629,16.4919,1.42432,0.0653924,0.269087,2.60245,1.89944e-07,0.87376
36,95.6781,1,12.9246,61.557,21.7629,17.299,1.4243,0.0652818,0.256732,2.60038,1.98438e-07,0.895593
37,85.9309,1,12.8619,54.8297,21.7629,18.8445,1.42421,0.0613227,0.266511,2.59916,1.81784e-07,0.845542
38,88.6775,1,12.747,47.2526,21.7629,18.8988,1.3825,0.0647047,0.267048,2.52038,1.8438e-07,0.813485
39,80.2925,1,12.9451,37.6087,21.7629,18.587,1.4288,0.0601668,0.280687,2.43159,1.58699e-07,0.809295
40,78.8327,1,12.9054,58.9325,21.7629,17.2849,1.45415,0.0605688,0.277008,2.39604,1.42421e-07,0.804626
41,86.3469,1,12.9492,60.3851,21.7629,16.6566,1.54584,0.062285,0.280877,2.17543,1.51308e-07,0.80872
42,84.492,1,12.9641,59.7722,21.7629,16.4711,1.46948,0.0627606,0.27406,2.20696,1.57846e-07,0.853281
43,80.601,1,12.9278,73.3136,21.7629,14.7336,1.37894,0.0606202,0.27889,2.43548,1.48257e-07,0.950393
44,78.8697,1,12.9759,62.239,21.7629,14.0764,1.37894,0.0606882,0.275253,2.57467,1.26816e-07,0.999865
45,83.1947,1,12.8802,77.5669,21.7629,14.3211,1.30853,0.0665755,0.267074,2.46281,1.34886e-07,1.02637
46,84.5664,1,12.8447,66.2866,21.7629,14.7152,1.34049,0.0656559,0.267368,2.42293,1.35249e-07,1.0576
47,86.5529,1,12.9864,57.398,21.7629,14.4224,1.36767,0.0685081,0.279904,2.22425,1.30809e-07,1.02142
48,80.8058,1,12.8935,43.6889,21.7629,14.4324,1.32868,0.0715867,0.265196,2.06571,1.22693e-07,0.963262
49,77.3071,1,12.8344,39.0824,21.7629,14.9779,1.32866,0.0701067,0.26277,1.99809,1.19549e-07,0.970404
50,83.9293,1,12.9362,41.5923,21.7629,14.6836,1.37246,0.0720691,0.270884,1.95274,1.21716e-07,1.00241
51,82.9812,1,13.0508,44.7509,21.7629,15.0303,1.37246,0.0743217,0.271713,1.92345,1.20217e-07,0.944337
52,89.8311,1,12.9949,45.1296,21.7629,14.9369,1.33812,0.0752214,0.269855,2.15558,1.15919e-07,1.09533
53,83.9227,1,12.8825,53.4192,21.7629,14.0056,1.42813,0.070764,0.267678,1.94669,1.09254e-07,1.06048
54,85.4823,1,12.9416,61.044,21.7629,13.5837,1.54434,0.068155,0.262315,2.02571,1.09996e-07,0.97422
55,91.6014,1,12.7515,80.9942,21.7629,13.8706,1.50187,0.0697549,0.259278,2.16955,1.23521e-07,0.989984
56,93.9305,1,12.9214,78.7908,21.7629,14.9409,1.49816,0.0657886,0.282075,2.3404,1.29847e-07,1.05538
57,98.604,1,12.9707,63.978,21.7629,14.2196,1.5224,0.0659399,0.278245,2.78259,1.38709e-07,0.936899
58,77.6581,1,13.0712,56.4076,21.7629,15.6797,1.39172,0.063698,0.274946,2.63504,1.27445e-07,0.805941
59,74.4268,1,13.0316,44.3464,21.7629,16.0064,1.43111,0.0606334,0.281068,2.5053,1.19666e-07,0.825589
60,73.252,1,13.0316,50.5335,21.7629,17.7734,1.39887,0.0634302,0.275343,2.09582,1.24871e-07,0.893988
61,67.8363,1,12.8103,40.3952,21.7629,18.6002,1.38516,0.0586872,0.275829,2.12232,1.35346e-07,0.843253
62,73.2777,1,12.8782,48.9367,21.7629,16.2926,1.38519,0.060981,0.271396,2.14621,1.48073e-07,0.849631
63,72.3401,1,13.0029,54.7305,21.7629,16.8202,1.44838,0.0571935,0.269771,2.39771,1.32198e-07,0.862844
64,67.7985,1,12.9028,62.9112,21.7629,15.728,1.43733,0.0538224,0.275686,2.34861,1.28803e-07,0.897677
65,66.1013,1,12.9107,56.1863,21.7629,16.7866,1.45783,0.0539499,0.284025,2.38671,1.14387e-07,0.866221
66,61.7432,1,12.8413,63.4468,21.7629,16.988,1.51268,0.0525765,0.279271,2.19938,9.80718e-08,0.899238
67,75.4475,1,12.8498,72.2933,21.7629,16.0893,1.51273,0.0559442,0.281865,2.64789,1.14204e-07,0.870912
68,82.0884,1,12.9507,72.7146,21.7629,16.7078,1.45941,0.0609375,0.282788,2.64063,1.22311e-07,0.899662
69,69.8933,1,12.9727,55.7367,21.7629,17.2431,1.38414,0.0606866,0.27935,2.48883,1.12026e-07,0.854119
70,79.7348,1,12.9097,56.0046,21.7629,17.2118,1.43817,0.0646961,0.270235,2.46645,1.2958e-07,0.789831
71,80.2689,1,12.7422,54.0916,21.7629,17.2622,1.46712,0.0641036,0.267944,2.37205,1.31544e-07,0.774458
72,78.6724,1,12.9443,51.7999,21.7629,16.9725,1.46706,0.0613923,0.264282,2.35362,1.52756e-07,0.761416
73,81.5358,1,12.8886,61.5953,21.7629,17.7447,1.44623,0.0598767,0.268614,2.42059,1.55547e-07,0.871112
74,71.2671,1,12.9211,51.5075,21.7629,17.1568,1.41765,0.0578933,0.271824,2.46421,1.3602e-07,0.81224
75,74.1123,1,12.771,54.627,21.7629,17.4076,1.47557,0.0553057,0.270971,2.5886,1.32419e-07,0.834209
76,69.9121,1,12.8632,61.0108,21.7629,17.5589,1.37646,0.0549732,0.270653,2.5956,1.59629e-07,0.784505
77,80.1483,1,12.7421,67.7427,21.7629,18.7609,1.45046,0.0574068,0.266321,2.77644,1.51815e-07,0.803904
78,93.3926,1,12.9961,79.2924,21.7629,18.0581,1.40783,0.0663803,0.274665,2.89095,1.60845e-07,0.833578
79,96.3642,1,12.9141,73.6508,21.7629,19.1755,1.52945,0.060723,0.282022,2.92559,1.69193e-07,0.823149
80,80.8681,1,12.9305,78.4483,21.7629,19.0499,1.48221,0.0574123,0.269069,2.74337,1.42291e-07,0.848481
81,88.0059,1,13.0425,78.3048,21.7629,18.7618,1.48219,0.0572685,0.278526,3.33903,1.54608e-07,0.811751
82,90.7619,1,12.9043,75.0612,21.7629,18.0154,1.44763,0.0610566,0.264472,3.01609,1.69375e-07,0.837319
83,85.7361,1,12.9684,109.647,21.7629,17.5672,1.44763,0.0624895,0.265286,3.00707,1.49009e-07,0.785999
84,77.7968,1,12.9006,83.1129,21.7629,18.021,1.41815,0.059083,0.269794,2.70288,1.55598e-07,0.761555
85,78.5507,1,12.9232,70.1009,21.7629,16.6977,1.43026,0.0637017,0.265625,2.42844,1.32066e-07,0.820702
86,72.8871,1,12.9332,41.2815,21.7629,16.2607,1.39995,0.0643286,0.268702,2.33512,1.13614e-07,0.830869
87,71.2417,1,12.919,40.9948,21.7629,16.6788,1.52402,0.0556472,0.274896,2.48825,1.1208e-07,0.830952
88,76.2865,1,12.8714,46.6297,21.7629,16.4704,1.42535,0.0624631,0.270868,2.5466,1.16965e-07,0.846403
89,66.7498,1,12.9383,54.132,21.7629,17.1832,1.37632,0.0605192,0.274104,2.59723,1.03569e-07,0.830351
90,68.0821,1,12.9054,64.6295,21.7629,16.335,1.43339,0.0637531,0.263573,2.61775,9.05013e-08,0.776269
91,57.4225,1,13.107,70.3243,21.7629,18.604,1.37351,0.0581013,0.281976,3.07651,7.70721e-08,0.785855
92,60.0942,1,12.9696,71.6606,21.7629,18.1382,1.44146,0.0585666,0.264969,3.24922,6.64374e-08,0.822242
93,59.8609,1,13.0336,86.6169,21.7629,17.1425,1.39914,0.0620659,0.268236,3.18387,6.20107e-08,0.824476
94,59.2297,1,12.8723,82.0311,21.7629,18.074,1.43488,0.0610584,0.27024,2.80675,6.34463e-08,0.846923
95,58.3774,1,13.0335,80.7157,21.7629,16.5183,1.43486,0.0599285,0.278383,2.83529,6.05702e-08,0.884249
96,55.6105,1,12.9949,57.2846,21.7629,16.528,1.49103,0.0581098,0.270776,2.77436,5.91954e-08,0.824341
97,59.8374,1,12.6914,72.5228,21.7629,17.979,1.49103,0.0595234,0.262912,3.04597,5.92502e-08,0.825703
98,67.5882,1,12.9007,71.0132,21.7629,16.1309,1.57925,0.0630774,0.276284,2.86001,5.29543e-08,0.854269
99,61.8126,1,12.9255,70.9076,21.7629,17.0646,1.54184,0.0596976,0.269392,3.00754,5.84989e-08,0.790023
100,62.0353,1,12.9017,51.7192,21.7629,18.4095,1.50415,0.0637381,0.275517,2.57747,5.78632e-08,0.828263
101,54.2529,1,13.0031,48.0558,21.7629,18.14,1.41825,0.0623884,0.280395,2.56952,5.66231e-08,0.831721
102,47.6047,1,13.0008,56.1397,21.7629,17.4215,1.29396,0.0635035,0.27637,2.61953,5.88808e-08,0.802485
103,50.4127,1,12.928,59.1653,21.7629,17.362,1.40188,0.0589875,0.267714,2.71619,5.99611e-08,0.827165
104,51.8704,1,12.9107,57.6034,21.7629,17.2584,1.46691,0.0606931,0.273207,2.58489,5.17896e-08,0.823733
105,50.6259,1,12.7298,56.6847,21.7629,17.2683,1.46683,0.0584262,0.269945,2.4175,6.15433e-08,0.797919
106,48.298,1,12.7879,56.2932,21.7629,17.6765,1.49042,0.0566595,0.269986,2.30139,6.3476e-08,0.764891
107,53.1955,1,12.8813,65.4907,21.7629,16.6568,1.405,0.0606841,0.268634,2.37835,6.6961e-08,0.851866
108,59.4327,1,12.8143,63.2544,21.7629,17.253,1.33614,0.0671375,0.268252,2.15504,7.53508e-08,0.873777
109,57.025,1,12.926,44.0525,21.7629,16.5756,1.36067,0.0659371,0.265578,2.04558,7.86693e-08,0.843417
110,65.3328,1,12.9568,52.0275,21.7629,16.0138,1.52497,0.0627705,0.273094,2.02633,7.70305e-08,0.896056
111,57.4169,1,12.8734,40.4,21.7629,17.566,1.41456,0.0647421,0.270053,2.04716,6.85254e-08,0.883738
112,54.1476,1,12.8924,49.2901,21.7629,16.9203,1.34141,0.0659746,0.256309,2.36194,6.97317e-08,0.80093
113,58.1521,1,12.9652,49.268,21.7629,16.4684,1.34137,0.0655475,0.265608,2.65707,7.04698e-08,0.813231
114,53.9792,1,13.0145,62.1846,21.7629,17.1642,1.37922,0.0647638,0.267544,2.74725,5.52761e-08,0.819382
115,60.5678,1,12.8556,71.8624,21.7629,15.689,1.44957,0.0612565,0.263777,2.95252,5.94699e-08,0.868707
116,52.0304,1,12.9232,79.2244,21.7629,16.731,1.44955,0.0581964,0.266368,2.75952,4.96265e-08,0.972288
117,47.484,1,13.0129,55.2433,21.7629,16.587,1.50397,0.0571676,0.279874,2.33447,4.83354e-08,0.896893
118,41.3298,1,12.8799,45.6559,21.7629,15.4334,1.50393,0.0536138,0.277236,2.18434,5.11752e-08,0.858791
119,44.0093,1,13.0116,41.2647,21.7629,16.9417,1.44909,0.0582099,0.28408,2.21105,5.11578e-08,0.854721
120,53.8368,1,13.0201,45.389,21.7629,15.2301,1.49539,0.0597433,0.28314,2.39207,5.32916e-08,0.879186
121,55.1614,1,12.9388,47.239,21.7629,15.7563,1.57752,0.0574618,0.280329,2.59851,5.22722e-08,0.788758
122,50.798,1,13.1063,56.0348,21.7629,17.4332,1.45476,0.0580519,0.276414,2.95111,5.03979e-08,0.848932
123,51.3799,1,13.0196,55.8009,21.7629,18.686,1.45478,0.0588185,0.266658,2.85579,5.34877e-08,0.841572
124,53.2847,1,12.9721,60.4856,21.7629,18.0857,1.4548,0.0592133,0.281037,2.46984,5.77803e-08,0.85991
125,52.5931,1,12.9548,58.3192,21.7629,17.9845,1.44751,0.0622377,0.279237,2.43132,5.26513e-08,0.843585
126,47.3585,1,13.0191,63.9231,21.7629,17.7898,1.47197,0.0588959,0.279523,2.38372,5.24743e-08,0.811347
127,57.4026,1,12.9342,62.7976,21.7629,16.5653,1.4256,0.0660106,0.272401,2.37915,5.84942e-08,0.82811
128,59.7111,1,12.9757,63.4872,21.7629,16.514,1.42564,0.0664775,0.274867,2.24898,6.02995e-08,0.87951
129,63.0592,1,12.9435,51.299,21.7629,16.7338,1.5041,0.0649447,0.287644,2.2374,5.91944e-08,0.871648
130,61.0696,1,12.9597,52.5532,21.7629,16.6519,1.45089,0.0670457,0.276374,2.3142,6.13017e-08,0.808774
131,65.3838,1,12.8723,53.058,21.7629,17.3953,1.48517,0.0672219,0.262659,2.48634,6.07869e-08,0.84399
132,75.444,1,12.9371,59.3151,21.7629,18.407,1.5259,0.0722177,0.262791,2.39719,7.21562e-08,0.784137
133,61.2223,1,12.968,59.6071,21.7629,17.6768,1.46664,0.0650546,0.27928,2.65873,6.10195e-08,0.748129
134,59.0619,1,12.7666,79.4131,21.7629,17.4368,1.5153,0.0602179,0.27542,2.801,5.58087e-08,0.799438
135,57.3718,1,12.8908,62.3452,21.7629,17.4923,1.39264,0.0643292,0.272126,2.89828,5.39244e-08,0.844119
136,53.4223,1,12.9799,76.6517,21.7629,15.3124,1.35876,0.0617603,0.278508,3.16878,5.23301e-08,0.824955
137,52.0352,1,12.9935,97.2691,21.7629,15.9661,1.40875,0.0592347,0.283115,2.99319,5.28965e-08,0.827803
138,48.1056,1,13.0667,68.8471,21.7629,16.7839,1.45011,0.0599671,0.274802,2.80517,4.78078e-08,0.793209
139,37.7253,1,13.1242,85.1213,21.7629,17.838,1.45007,0.058839,0.274408,2.6866,3.89712e-08,0.782119
140,39.1742,1,12.9945,86.0512,21.7629,15.8744,1.39493,0.0607288,0.273669,2.80424,3.75491e-08,0.806717
141,37.7683,1,12.9691,82.8433,21.7629,17.1985,1.39498,0.0620833,0.27539,2.94591,3.25522e-08,0.776201
142,38.6474,1,13.0599,81.106,21.7629,18.1364,1.46514,0.0600366,0.278444,2.7496,3.52917e-08,0.76347
143,40.0842,1,12.9637,68.7239,21.7629,18.4298,1.43308,0.0602397,0.270635,2.83733,3.97644e-08,0.742604
144,49.1132,1,12.9482,88.9059,21.7629,17.7685,1.52599,0.0589382,0.267162,3.06905,4.24407e-08,0.754661
145,51.4833,1,12.8815,56.1674,21.7629,15.9231,1.52599,0.0592005,0.271702,3.11787,4.45395e-08,0.72778
146,48.8662,1,12.7933,48.9905,21.7629,15.9544,1.47723,0.0626886,0.261447,2.51756,4.45211e-08,0.822034
147,52.5354,1,12.9067,60.5313,21.7629,16.8606,1.47727,0.0651003,0.264124,2.60574,4.75018e-08,0.78592
148,58.9645,1,13.0263,88.8447,21.7629,16.8839,1.50568,0.0662414,0.278171,2.57627,4.88454e-08,0.807985
149,51.2903,1,12.9366,81.7625,21.7629,17.2374,1.48415,0.0621039,0.279018,2.48487,4.60832e-08,0.846385
150,44.4483,1,12.971,73.5597,21.7629,18.3043,1.45993,0.0615254,0.276469,2.47491,4.13005e-08,0.829679
151,41.9066,1,13.1313,66.1621,21.7629,17.1793,1.45995,0.0638328,0.281044,2.44197,3.28162e-08,0.889252
152,35.0782,1,12.9342,56.6662,21.7629,16.6349,1.47511,0.0602539,0.276778,2.50549,2.94114e-08,0.841771
153,29.0364,1,12.8966,65.826,21.7629,16.6776,1.49945,0.0581634,0.269629,2.38629,2.65664e-08,0.860105
154,32.0382,1,12.8909,53.1744,21.7629,16.3826,1.42963,0.0602615,0.267953,2.51867,2.82342e-08,0.905919
155,33.5424,1,12.989,46.7467,21.7629,15.5705,1.38139,0.0630563,0.271828,2.62318,2.60176e-08,0.964296
156,34.1214,1,13.0131,48.7786,21.7629,14.9525,1.4274,0.0627715,0.272345,2.47542,2.60768e-08,0.953088
157,38.5856,1,12.9989,62.8222,21.7629,14.9821,1.51906,0.0616458,0.271275,2.5898,2.67071e-08,0.88768
158,21.9313,1,13.1254,47.7305,21.7629,16.441,1.48687,0.0559929,0.27258,2.31666,2.74445e-08,0.780126
159,25.8033,1,12.9544,43.8699,21.7629,18.2581,1.36816,0.0608995,0.282243,2.21992,3.15953e-08,0.793409
160,19.2208,1,12.9114,63.9577,21.7629,18.2215,1.36816,0.059155,0.272365,2.35885,2.62604e-08,0.782912
161,19.0656,1,12.8883,50.7495,21.7629,17.6416,1.42747,0.059122,0.265094,2.3754,2.54257e-08,0.746249
162,24.5811,1,12.8895,54.8015,21.7629,16.4762,1.33006,0.065872,0.266765,2.47243,2.43677e-08,0.80037
163,17.5327,1,12.9389,50.8137,21.7629,16.7285,1.40367,0.0589731,0.27569,2.32126,2.19223e-08,0.854986
164,20.1561,1,12.9442,41.5673,21.7629,14.8339,1.3686,0.0602262,0.268982,2.44886,2.3245e-08,0.866255
165,24.4253,1,12.9892,54.2703,21.7629,15.7797,1.42809,0.0601381,0.264891,2.74607,2.33637e-08,0.796745
