popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
1.27157,1.20956,1.27157,1.00679,1.53634,-0.104469,-0.123338,-0.104469,-0.369245,0.160307,All
1.30221,1.26989,1.30221,1.03744,1.56699,-0.0599004,-0.0782333,-0.0599004,-0.324676,0.204876,All
1.32979,1.32256,1.32979,1.06502,1.59457,-0.0153323,-0.0331284,-0.0153323,-0.280108,0.249444,All
1.3336,1.32942,1.3336,1.06882,1.59837,0.0292359,0.0119766,0.0292359,-0.23554,0.294012,All
1.36574,1.38313,1.36574,1.10096,1.63051,0.0738041,0.0570815,0.0738041,-0.190972,0.33858,All
1.38802,1.4195,1.38802,1.12324,1.65279,0.118372,0.102186,0.118372,-0.146404,0.383148,All
1.39865,1.43686,1.39865,1.13388,1.66343,0.16294,0.147291,0.16294,-0.101836,0.427716,All
1.43236,1.48742,1.43236,1.16758,1.69714,0.207509,0.192396,0.207509,-0.0572674,0.472285,All
1.44624,1.50738,1.44624,1.18147,1.71102,0.252077,0.237276,0.252077,-0.0126993,0.516853,All
1.46688,1.53498,1.46688,1.20211,1.73166,0.296645,0.282013,0.296645,0.0318689,0.561421,All
1.50223,1.57921,1.50223,1.23746,1.76701,0.341213,0.32675,0.341213,0.0764371,0.605989,All
1.50447,1.58171,1.50447,1.23969,1.76924,0.385781,0.371487,0.385781,0.121005,0.650557,All
1.53844,1.61969,1.53844,1.27366,1.80322,0.430349,0.416224,0.430349,0.165573,0.695125,All
1.56269,1.64681,1.56269,1.29792,1.82747,0.474918,0.460961,0.474918,0.210142,0.739694,All
1.57552,1.66115,1.57552,1.31074,1.84029,0.519486,0.505697,0.519486,0.25471,0.784262,All
1.61349,1.69996,1.61349,1.34871,1.87826,0.564054,0.550434,0.564054,0.299278,0.82883,All
1.62092,1.70659,1.62092,1.35614,1.8857,0.608622,0.595171,0.608622,0.343846,0.873398,All
1.65237,1.73466,1.65237,1.3876,1.91715,0.65319,0.639908,0.65319,0.388414,0.917966,All
1.67915,1.75854,1.67915,1.41437,1.94392,0.697758,0.684645,0.697758,0.432982,0.962535,All
1.6922,1.77018,1.6922,1.42742,1.95697,0.742327,0.729382,0.742327,0.477551,1.0071,All
1.73298,1.80657,1.73298,1.4682,1.99776,0.786895,0.774119,0.786895,0.522119,1.05167,All
1.73737,1.81049,1.73737,1.47259,2.00215,0.831463,0.818855,0.831463,0.566687,1.09624,All
1.77475,1.84204,1.77475,1.50997,2.03952,0.876031,0.863575,0.876031,0.611255,1.14081,All
1.7956,1.85883,1.7956,1.53082,2.06037,0.920599,0.908225,0.920599,0.655823,1.18538,All
1.81752,1.87649,1.81752,1.55274,2.08229,0.965168,0.95288,0.965168,0.700391,1.22994,All
1.85382,1.90575,1.85382,1.58905,2.1186,1.00974,0.997541,1.00974,0.74496,1.27451,All
1.86132,1.91186,1.86132,1.59655,2.1261,1.0543,1.04222,1.0543,0.789528,1.31908,All
1.90618,1.94879,1.90618,1.64141,2.17096,1.09887,1.08691,1.09887,0.834096,1.36365,All
1.91205,1.95371,1.91205,1.64727,2.17682,1.14344,1.13161,1.14344,0.878664,1.40822,All
1.95212,1.99009,1.95212,1.68735,2.2169,1.18801,1.17634,1.18801,0.923232,1.45278,All
