parameter,value,se_sa,rse_sa
Cl_pop,13.5109308246365,0.918807084631201,6.80047212554595
V1_pop,24.4922149245138,2.22643140708429,9.09036366839936
Q_pop,23.4,,
V2_pop,12.691597700454,3.9910872795782,31.4466891700753
omega_Cl,0.259612626024438,0.0492550412640932,18.9725137865432
omega_V1,0.277218151316045,0.0802292703909606,28.9408431627172
omega_Q,0.944459962562809,0.334315861845759,35.3975684621492
omega_V2,0.898012636398997,0.289347793347491,32.2209044304507
a,1.54099498782684,0.275583677500112,17.8834895426071
b,0.0417024992002926,0.0166211401443337,39.8564605552876
